"SC","名称","市場","業種","時価総額（百万円）","発行済株式数","配当利回り（予想）","1株配当（予想）","PER（予想）","PBR（実績）","EPS（予想）","BPS（実績）","最低購入額","単元株","高値日付","年初来高値","安値日付","年初来安値"
"0001","日経平均株価（日経225）","東証","株価指数","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"0002","TOPIX（東証株価指数）","東証","株価指数","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1301","極洋","東証PR","水産・農林","40653","10928283","2.42","90","6.65","0.79","559.59","4681.31","372000","100","20230920","4090","20230320","3370"
"1332","ニッスイ","東証PR","水産・農林","232479","312430277","2.69","20","10.77","0.97","69.08","767.47","74410","100","20231212","821","20230113","517"
"1333","マルハニチロ","東証PR","水産・農林","137903","50578837","2.57","70","7.44","0.71","366.69","3858.58","272650","100","20231212","2962","20230320","2333"
"1375","雪国まいたけ","東証PR","水産・農林","36877","39910700","0.22","2","47.24","3.43","19.56","269.23","92400","100","20230307","1057","20230821","867"
"1376","カネコ種苗","東証ST","水産・農林","16470","11772626","2.22","31","11.05","0.68","126.64","2054.79","139900","100","20230404","1709","20230818","1370"
"1377","サカタのタネ","東証PR","水産・農林","183480","47410750","1.42","55","21.45","1.18","180.39","3273.56","387000","100","20230926","4495","20230411","3765"
"1379","ホクト","東証PR","水産・農林","57678","33359040","-","-","78.27","1.09","22.09","1581.13","172900","100","20230131","1902","20231213","1708"
"1380","秋川牧園","東証ST","水産・農林","4304","4179000","0.97","10","42.93","1.97","23.99","522.33","103000","100","20230928","1094","20231121","1027"
"1381","アクシーズ","東証ST","水産・農林","16341","5617500","3.27","95","16.34","0.84","178.07","3480.41","290900","100","20230627","3270","20230217","2828"
"1382","ホーブ","東証ST","水産・農林","1757","762000","2.17","50","14.76","2.41","156.23","955.74","230600","100","20230912","4635","20230111","1664"
"1383","ベルグアース","東証ST","水産・農林","5371","1610500","0.3","10","69.18","2.62","48.21","1273.11","333500","100","20230403","3475","20230104","2886"
"1384","ホクリヨウ","東証ST","水産・農林","8899","8459000","3.8","40","5.72","0.75","183.95","1409.75","105200","100","20230925","1205","20230104","702"
"1400","ルーデン・ホールディングス","東証GR","建設","676","13008600","0","0","5.41","0.27","9.61","194.49","5200","100","20230221","187","20231201","48"
"1401","エムビーエス","東証GR","建設","4369","7732000","1.42","8","11.35","1.3","49.79","435.87","56500","100","20231122","636","20230113","466"
"1407","ウエストホールディングス","東証ST","建設","141535","46027488","1.79","55","16.81","3.98","182.93","771.95","307500","100","20230113","4730","20230818","2324"
"1414","ショーボンドホールディングス","東証PR","建設","334286","56745180","2.17","128","23.28","3.22","253","1829.4","589100","100","20231113","6280","20230217","5170"
"1417","ミライト・ワン","東証PR","建設","185986","103325329","3.61","65","9.49","0.69","189.62","2591.99","180000","100","20230919","2058","20230213","1468"
"1418","インターライフホールディングス","東証ST","建設","4102","20010529","2.44","5","10.59","0.95","19.35","215.67","20500","100","20230417","318","20230316","159"
"1419","タマホーム","東証PR","建設","110017","29455800","4.95","185","11.77","3.55","317.37","1053.29","373500","100","20230529","4125","20230110","2422"
"1420","サンヨーホームズ","東証ST","建設","9162","12620000","3.44","25","16.8","0.58","43.21","1245.47","72600","100","20230127","790","20230412","701"
"1429","日本アクア","東証PR","建設","29442","34760000","3.54","30","14.55","3.02","58.23","280.5","84700","100","20230914","1125","20230117","774"
"1430","ファーストコーポレーション","東証ST","建設","9809","13363540","4.22","31","7.11","1.15","103.21","640.32","73400","100","20230509","963","20230718","690"
"1431","Lib_Work","東証GR","建設","18005","23292040","0.83","6.4","46.09","5.61","16.77","137.79","77300","100","20230417","839","20230106","748"
"1433","ベステラ","東証PR","建設","9431","8990200","1.91","20","47.66","2.46","22.01","427.26","104900","100","20230613","1341","20230314","851"
"1434","JESCOホールディングス","東証ST","建設","5426","6876800","3.8","30","4.5","0.96","175.3","819.24","78900","100","20231218","832","20230104","439"
"1435","Robot_Home","東証ST","不動産","15309","91127000","1.19","2","18.88","1.81","8.9","93.06","16800","100","20230414","258","20230106","158"
"1436","フィット","東証GR","建設","3423","4284200","1.5","12","9.05","0.68","88.33","1180.86","79900","100","20230411","1286","20230104","656"
"1438","岐阜造園","東証ST","建設","4518","3204600","2.13","30","15.01","1.28","93.94","1100.08","141000","100","20230921","1870","20230112","994"
"1439","安江工務店","東証ST","建設","2023","1350760","2.34","35","11.7","1.19","128.03","1261.56","149800","100","20230203","1796","20230314","942"
"1443","技研ホールディングス","東証ST","建設","3442","16237977","0.47","1","10.76","0.34","19.71","626.73","21200","100","20230130","313","20230105","203"
"1444","ニッソウ","東証GR","建設","2667","1088700","0","0","18.13","1.75","135.12","1401.8","245000","100","20230712","2780","20230130","1954"
"1446","キャンディル","東証ST","建設","5990","10734200","1.43","8","22.33","1.9","24.99","293.98","55800","100","20230904","649","20230130","492"
"1447","ITbookホールディングス","東証GR","建設","6062","24152701","0","0","12.11","2.56","20.72","98.08","25100","100","20230221","436","20231218","248"
"1450","田中建設工業","東証ST","建設","8665","4349800","3.66","73","9.17","1.39","217.27","1432.13","199200","100","20230329","2780","20231218","1992"
"1451","KHC","東証ST","建設","2880","4005350","4.87","35","9.33","0.46","77.08","1574.79","71900","100","20230926","769","20230106","603"
"1491","中外鉱業","東証ST","非鉄金属","8403","289747982","-","-","18.59","1.15","1.56","25.17","2900","100","20230512","36","20230104","28"
"1514","住石ホールディングス","東証ST","鉱業","61602","58892853","1.91","20","9.61","2.17","108.85","482.98","104600","100","20231208","1306","20230403","303"
"1515","日鉄鉱業","東証PR","鉱業","84024","16704638","3.36","169","11.95","0.6","420.76","8327.95","503000","100","20231129","5730","20230105","3130"
"1518","三井松島ホールディングス","東証PR","鉱業","35823","13064400","2.92","80","2.92","0.54","937.52","5043.25","274200","100","20230221","4105","20230619","2475"
"1605","INPEX","東証PR","鉱業","2624268","1386667167","3.91","74","7.25","0.56","260.88","3351.88","189250","100","20230928","2368","20230105","1301"
"1662","石油資源開発","東証PR","鉱業","276930","54300076","4.9","250","6.15","0.57","829.81","8890.78","510000","100","20230928","6000","20230105","3590"
"1663","K＆Oエナジーグループ","東証PR","鉱業","57891","28336061","1.86","38","9.54","0.61","214.12","3325.1","204300","100","20230929","2737","20230106","1887"
"1711","SDSホールディングス","東証ST","建設","2550","8732773","0","0","-","4.92","-13.74","59.32","29200","100","20230125","376","20231016","215"
"1712","ダイセキ環境ソリューション","東証ST","建設","18156","16827120","0.93","10","11.92","1.15","90.5","940.48","107900","100","20230714","1445","20230407","793"
"1716","第一カッター興業","東証ST","建設","15564","12000000","2.7","35","7.84","0.87","165.52","1489.85","129700","100","20230725","1458","20230116","1000"
"1717","明豊ファシリティワークス","東証ST","サービス","10297","12775900","4.22","34","13.03","2","61.86","403.24","80600","100","20230308","830","20230116","690"
"1718","美樹工業","東証ST","建設","5380","1153263","3.43","160","7.29","0.34","640.34","13828.84","466500","100","20230731","4795","20230117","3800"
"1719","安藤・間","東証PR","建設","195322","181021197","5.56","60","12.42","1.18","86.89","913.98","107900","100","20230920","1279","20230106","819"
"1720","東急建設","東証PR","建設","83914","106761205","4.58","36","14.51","0.86","54.17","914.5","78600","100","20230920","850","20230105","624"
"1721","コムシスホールディングス","東証PR","建設","407645","133000000","3.43","105","16.06","1.07","190.86","2874.07","306500","100","20231110","3336","20230104","2277"
"1723","日本電技","東証ST","建設","34102","8197500","3.85","160","10.08","1.06","412.85","3926.22","416000","100","20230727","4845","20230104","3090"
