"SC","名称","市場","業種","時価総額（百万円）","発行済株式数","配当利回り（予想）","1株配当（予想）","PER（予想）","PBR（実績）","EPS（予想）","BPS（実績）","最低購入額","単元株","高値日付","年初来高値","安値日付","年初来安値"
"0001","日経平均株価（日経225）","東証","株価指数","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"0002","TOPIX（東証株価指数）","東証","株価指数","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1301","極洋","東証PR","水産・農林","38959","10928283","2.81","100","6.95","0.72","512.87","4947.28","356500","100","20240207","4120","20230320","3370"
"130A","Veritas_In_Silico","東証GR","医薬品","14203","6301314","0","0","114.82","7.87","19.63","286.41","225400","100","20240215","3475","20240208","2001"
"1332","ニッスイ","東証PR","水産・農林","297621","312430277","2.52","24","12.61","1.2","75.52","794.96","95260","100","20240228","963","20230113","517"
"1333","マルハニチロ","東証PR","水産・農林","149587","50578837","2.37","70","6.78","0.72","436.2","4086.84","295750","100","20240207","3042","20230320","2333"
"135A","VRAIN_Solution","東証GR","情報通信","61064","10110000","0","0","185.05","178.54","32.64","33.83","604000","100","20240228","6980","20240222","4970"
"1375","雪国まいたけ","東証PR","水産・農林","40430","39910700","0.2","2","51.79","3.31","19.56","306.39","101300","100","20230307","1057","20230821","867"
"1376","カネコ種苗","東証ST","水産・農林","16623","11772626","2.2","31","11.15","0.69","126.64","2057.93","141200","100","20230404","1709","20240112","1366"
"1377","サカタのタネ","東証PR","水産・農林","172101","47410750","1.52","55","10.39","1.09","349.5","3324.76","363000","100","20230926","4495","20240208","3470"
"1379","ホクト","東証PR","水産・農林","60080","33359040","-","-","81.57","1.1","22.08","1642.38","180100","100","20230131","1902","20231213","1708"
"137A","Cocolive","東証GR","情報通信","7982","2918600","0","0","52.17","26.34","52.42","103.82","273500","100","20240228","4080","20240229","2711"
"1380","秋川牧園","東証ST","水産・農林","4392","4179000","0.95","10","43.81","1.98","23.99","531.24","105100","100","20230928","1094","20231220","1024"
"1381","アクシーズ","東証ST","水産・農林","17133","5617500","3.11","95","17.13","0.86","178.07","3562.15","305000","100","20230627","3270","20230217","2828"
"1382","ホーブ","東証ST","水産・農林","1798","762000","2.12","50","27.24","2.34","86.65","1009.66","236000","100","20230912","4635","20230111","1664"
"1383","ベルグアース","東証ST","水産・農林","5443","1610500","0.3","10","70.11","2.65","48.21","1273.11","338000","100","20230403","3475","20230104","2886"
"1384","ホクリヨウ","東証ST","水産・農林","8857","8459000","3.82","40","5.69","0.71","183.95","1467.92","104700","100","20230925","1205","20230104","702"
"138A","光フードサービス","東証GR","小売","6210","992000","0","0","30.59","-","204.64","-","626000","100","-","-","-","-"
"1401","エムビーエス","東証GR","建設","5799","7732000","1.07","8","15.04","1.67","49.86","450.14","75000","100","20240208","835","20230113","466"
"1407","ウエストホールディングス","東証ST","建設","136149","46027488","1.86","55","16.17","4.01","182.93","738.05","295800","100","20230113","4730","20230818","2324"
"1414","ショーボンドホールディングス","東証PR","建設","363793","56745180","2","128","25.27","3.37","253.73","1900.47","641100","100","20240117","6929","20230217","5170"
"1417","ミライト・ワン","東証PR","建設","176058","94325329","3.48","65","12.6","0.72","148.19","2580.83","186650","100","20230919","2058","20230213","1468"
"1418","インターライフホールディングス","東証ST","建設","4302","20010529","2.33","5","11.11","0.97","19.35","222.7","21500","100","20230417","318","20230316","159"
"1419","タマホーム","東証PR","建設","123567","29455800","4.41","185","13.22","3.86","317.37","1086.99","419500","100","20240111","4325","20230110","2422"
"1420","サンヨーホームズ","東証ST","建設","9730","12620000","3.24","25","17.86","0.63","43.18","1223.92","77100","100","20230127","790","20230412","701"
"1429","日本アクア","東証PR","建設","36985","34760000","3.2","34","15.97","3.59","66.61","296.24","106400","100","20230914","1125","20230117","774"
"1430","ファーストコーポレーション","東証ST","建設","10597","13363540","3.91","31","7.69","1.19","103.11","666.52","79300","100","20230509","963","20230718","690"
"1431","Lib_Work","東証GR","建設","18492","23892040","0.83","6.4","46.07","5.02","16.8","154.17","77400","100","20240227","877","20230106","748"
"1433","ベステラ","東証PR","建設","9826","8990200","1.83","20","33.99","2.56","32.16","427.26","109300","100","20230613","1341","20230314","851"
"1434","JESCOホールディングス","東証ST","建設","6345","6934100","3.28","30","5.23","1.16","175.02","791.79","91500","100","20240202","1021","20230104","439"
"1435","Robot_Home","東証ST","不動産","14398","91127000","1.27","2","20.28","1.65","7.79","95.58","15800","100","20230414","258","20240222","157"
"1436","フィット","東証GR","建設","3736","4284200","1.38","12","9.87","0.74","88.33","1180.86","87200","100","20230411","1286","20230104","656"
"1438","岐阜造園","東証ST","建設","5611","3204600","1.71","30","18.64","1.55","93.94","1127.58","175100","100","20230921","1870","20230112","994"
"1439","安江工務店","東証ST","建設","1804","1351560","3","40","8.62","1.01","154.96","1322.83","133500","100","20230203","1796","20230314","942"
"1443","技研ホールディングス","東証ST","建設","3572","16237977","0.45","1","11.16","0.34","19.71","650.09","22000","100","20230130","313","20230105","203"
"1444","ニッソウ","東証GR","建設","2779","1088700","0","0","18.89","1.82","135.12","1401.8","255300","100","20240129","3000","20230130","1954"
"1446","キャンディル","東証ST","建設","6194","10734200","1.39","8","23.09","1.97","24.99","292.99","57700","100","20230904","649","20230130","492"
"1447","ITbookホールディングス","東証GR","建設","7101","24152701","0","0","14.19","3.12","20.72","94.15","29400","100","20230221","436","20231228","233"
"1450","田中建設工業","東証ST","建設","9635","4349800","3.3","73","10.19","1.49","217.27","1490.76","221500","100","20230329","2780","20231225","1905"
"1451","KHC","東証ST","建設","3028","4005350","4.63","35","9.82","0.48","77","1580.3","75600","100","20240111","780","20230106","603"
"1491","中外鉱業","東証ST","非鉄金属","8982","289747982","-","-","19.87","1.26","1.56","24.7","3100","100","20230512","36","20230104","28"
"1514","住石ホールディングス","東証ST","鉱業","163899","58892853","0.72","20","25.43","5.79","109.43","480.74","278300","100","20240229","2865","20230403","303"
"1515","日鉄鉱業","東証PR","鉱業","83523","16704638","3.38","169","11.88","0.6","420.76","8306.76","500000","100","20231129","5730","20230105","3130"
"1518","三井松島ホールディングス","東証PR","鉱業","41088","13064400","3.18","100","2.84","0.59","1106.75","5352.71","314500","100","20230221","4105","20230619","2475"
"1605","INPEX","東証PR","鉱業","2532123","1259136067","3.78","76","7.67","0.61","262.27","3289.78","201100","100","20230928","2368","20230105","1301"
"1662","石油資源開発","東証PR","鉱業","330687","54300076","4.11","250","7.33","0.7","830.52","8734.88","609000","100","20240129","6300","20230105","3590"
"1663","K＆Oエナジーグループ","東証PR","鉱業","67950","28336061","1.67","40","13.88","0.71","172.73","3386.39","239800","100","20230929","2737","20230106","1887"
"1711","SDSホールディングス","東証ST","建設","4509","9452773","0","0","-","8.7","-13.74","54.85","47700","100","20240221","548","20231016","215"
"1712","ダイセキ環境ソリューション","東証ST","建設","16945","16827120","1.19","12","9.54","1.05","105.58","963.06","100700","100","20230714","1445","20230407","793"
"1716","第一カッター興業","東証ST","建設","16824","12000000","2.5","35","8.47","0.93","165.5","1506.27","140200","100","20240213","1498","20230116","1000"
"1717","明豊ファシリティワークス","東証ST","サービス","11869","12775900","3.82","35.5","14.43","2.21","64.38","420.31","92900","100","20240220","958","20230116","690"
"1718","美樹工業","東証ST","建設","5709","1153263","4.04","200","7.73","0.35","640.41","14026.2","495000","100","20240214","5190","20230117","3800"
"1719","安藤・間","東証PR","建設","223561","181021197","4.86","60","14.22","1.37","86.87","902.47","123500","100","20240208","1280","20230106","819"
