"SC","名称","市場","業種","時価総額（百万円）","発行済株式数","配当利回り（予想）","1株配当（予想）","PER（予想）","PBR（実績）","EPS（予想）","BPS（実績）","最低購入額","単元株","高値日付","年初来高値","安値日付","年初来安値"
"0001","日経平均株価（日経225）","東証","株価指数","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"0002","TOPIX（東証株価指数）","東証","株価指数","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1301","極洋","東証PR","水産・農林","41473","10928283","2.37","90","6.78","0.81","559.59","4681.31","379500","100","20230920","4090","20230320","3370"
"1332","ニッスイ","東証PR","水産・農林","231073","312430277","2.7","20","10.71","0.96","69.08","767.47","73960","100","20230817","789","20230113","517"
"1333","マルハニチロ","東証PR","水産・農林","145035","50578837","2.44","70","7.82","0.74","366.69","3858.58","286750","100","20231114","2892","20230320","2333"
"1375","雪国まいたけ","東証PR","水産・農林","38035","39910700","0.21","2","48.72","3.54","19.56","269.23","95300","100","20230307","1057","20230821","867"
"1376","カネコ種苗","東証ST","水産・農林","16764","11772626","2.18","31","11.24","0.69","126.64","2054.79","142400","100","20230404","1709","20230818","1370"
"1377","サカタのタネ","東証PR","水産・農林","187747","47410750","1.39","55","21.95","1.21","180.39","3273.56","396000","100","20230926","4495","20230411","3765"
"1379","ホクト","東証PR","水産・農林","58078","33359040","-","-","78.81","1.1","22.09","1581.13","174100","100","20230131","1902","20231117","1729"
"1380","秋川牧園","東証ST","水産・農林","4296","4179000","0.97","10","42.85","1.97","23.99","522.33","102800","100","20230928","1094","20231121","1027"
"1381","アクシーズ","東証ST","水産・農林","16038","5617500","3.33","95","16.03","0.82","178.07","3480.41","285500","100","20230627","3270","20230217","2828"
"1382","ホーブ","東証ST","水産・農林","1662","762000","2.29","50","13.96","2.28","156.23","955.74","218100","100","20230912","4635","20230111","1664"
"1383","ベルグアース","東証ST","水産・農林","5395","1610500","0.3","10","64.97","2.79","51.56","1198.88","335000","100","20230403","3475","20230104","2886"
"1384","ホクリヨウ","東証ST","水産・農林","9389","8459000","3.6","40","6.03","0.79","183.95","1409.75","111000","100","20230925","1205","20230104","702"
"1400","ルーデン・ホールディングス","東証GR","建設","676","13008600","0","0","5.41","0.27","9.61","194.49","5200","100","20230221","187","20231201","48"
"1401","エムビーエス","東証GR","建設","4454","7732000","1.39","8","11.57","1.32","49.79","435.87","57600","100","20231122","636","20230113","466"
"1407","ウエストホールディングス","東証ST","建設","142225","46027488","1.78","55","16.89","4","182.93","771.95","309000","100","20230113","4730","20230818","2324"
"1414","ショーボンドホールディングス","東証PR","建設","336896","56745180","2.16","128","23.47","3.25","253","1829.4","593700","100","20231113","6280","20230217","5170"
"1417","ミライト・ワン","東証PR","建設","194045","103325329","3.46","65","9.9","0.72","189.62","2591.99","187800","100","20230919","2058","20230213","1468"
"1418","インターライフホールディングス","東証ST","建設","4242","20010529","2.36","5","10.96","0.98","19.35","215.67","21200","100","20230417","318","20230316","159"
"1419","タマホーム","東証PR","建設","106041","29455800","5.14","185","11.34","3.42","317.37","1053.29","360000","100","20230529","4125","20230110","2422"
"1420","サンヨーホームズ","東証ST","建設","9150","12620000","3.45","25","16.78","0.58","43.21","1245.47","72500","100","20230127","790","20230412","701"
"1429","日本アクア","東証PR","建設","31354","34760000","3.33","30","15.49","3.22","58.23","280.5","90200","100","20230914","1125","20230117","774"
"1430","ファーストコーポレーション","東証ST","建設","9809","13363540","4.22","31","7.11","1.15","103.21","640.32","73400","100","20230509","963","20230718","690"
"1431","Lib_Work","東証GR","建設","18447","23292040","0.81","6.4","47.23","5.75","16.77","137.79","79200","100","20230417","839","20230106","748"
"1433","ベステラ","東証PR","建設","9341","8990200","1.92","20","47.21","2.37","22.01","438.09","103900","100","20230613","1341","20230314","851"
"1434","JESCOホールディングス","東証ST","建設","5192","6876800","3.97","30","4.31","0.92","175.3","819.24","75500","100","20230828","800","20230104","439"
"1435","Robot_Home","東証ST","不動産","16129","91127000","1.13","2","19.89","1.9","8.9","93.06","17700","100","20230414","258","20230106","158"
"1436","フィット","東証GR","建設","3457","4284200","1.49","12","9.14","0.7","88.33","1160.25","80700","100","20230411","1286","20230104","656"
"1438","岐阜造園","東証ST","建設","4583","3204600","2.1","30","15.22","1.3","93.94","1100.08","143000","100","20230921","1870","20230112","994"
"1439","安江工務店","東証ST","建設","1942","1350760","2.43","35","11.23","1.14","128.03","1261.56","143800","100","20230203","1796","20230314","942"
"1443","技研ホールディングス","東証ST","建設","3475","16237977","0.47","1","10.86","0.34","19.71","626.73","21400","100","20230130","313","20230105","203"
"1444","ニッソウ","東証GR","建設","2695","1088700","0","0","18.32","1.82","135.11","1359.41","247500","100","20230712","2780","20230130","1954"
"1446","キャンディル","東証ST","建設","6226","10734200","1.38","8","23.21","1.97","24.99","293.98","58000","100","20230904","649","20230130","492"
"1447","ITbookホールディングス","東証GR","建設","7101","24152701","0","0","14.19","3","20.72","98.08","29400","100","20230221","436","20231204","291"
"1450","田中建設工業","東証ST","建設","8882","4349800","3.57","73","9.4","1.43","217.27","1432.13","204200","100","20230329","2780","20231201","2028"
"1451","KHC","東証ST","建設","2920","4005350","4.8","35","9.46","0.46","77.08","1574.79","72900","100","20230926","769","20230106","603"
"1491","中外鉱業","東証ST","非鉄金属","8403","289747982","-","-","18.59","1.15","1.56","25.17","2900","100","20230512","36","20230104","28"
"1514","住石ホールディングス","東証ST","鉱業","45995","58892853","2.56","20","7.18","1.62","108.85","482.98","78100","100","20231204","823","20230403","303"
"1515","日鉄鉱業","東証PR","鉱業","93880","16704638","3.01","169","13.36","0.67","420.76","8327.95","562000","100","20231129","5730","20230105","3130"
"1518","三井松島ホールディングス","東証PR","鉱業","36593","13064400","2.86","80","2.99","0.56","937.52","5043.25","280100","100","20230221","4105","20230619","2475"
"1605","INPEX","東証PR","鉱業","2820481","1386667167","3.64","74","7.8","0.61","260.88","3351.88","203400","100","20230928","2368","20230105","1301"
"1662","石油資源開発","東証PR","鉱業","301908","54300076","4.5","250","6.7","0.63","829.81","8890.78","556000","100","20230928","6000","20230105","3590"
"1663","K＆Oエナジーグループ","東証PR","鉱業","60923","28336061","1.77","38","10.04","0.65","214.12","3325.1","215000","100","20230929","2737","20230106","1887"
"1711","SDSホールディングス","東証ST","建設","2227","8732773","0","0","-","4.3","-13.74","59.32","25500","100","20230125","376","20231016","215"
"1712","ダイセキ環境ソリューション","東証ST","建設","17568","16827120","0.96","10","11.54","1.11","90.5","940.48","104400","100","20230714","1445","20230407","793"
"1716","第一カッター興業","東証ST","建設","15480","12000000","2.71","35","7.79","0.87","165.52","1489.85","129000","100","20230725","1458","20230116","1000"
"1717","明豊ファシリティワークス","東証ST","サービス","10297","12775900","4.22","34","13.03","2","61.86","403.24","80600","100","20230308","830","20230116","690"
"1718","美樹工業","東証ST","建設","5374","1153263","3.43","160","7.28","0.34","640.34","13828.84","466000","100","20230731","4795","20230117","3800"
"1719","安藤・間","東証PR","建設","201115","181021197","5.4","60","12.79","1.22","86.89","913.98","111100","100","20230920","1279","20230106","819"
"1720","東急建設","東証PR","建設","85302","106761205","4.51","36","14.75","0.87","54.17","914.5","79900","100","20230920","850","20230105","624"
"1721","コムシスホールディングス","東証PR","建設","431319","133000000","3.24","105","16.99","1.13","190.86","2874.07","324300","100","20231110","3336","20230104","2277"
"1723","日本電技","東証ST","建設","33774","8197500","3.88","160","9.98","1.05","412.85","3926.22","412000","100","20230727","4845","20230104","3090"
