"SC","名称","市場","業種","時価総額（百万円）","発行済株式数","配当利回り（予想）","1株配当（予想）","PER（予想）","PBR（実績）","EPS（予想）","BPS（実績）","最低購入額","単元株","高値日付","年初来高値","安値日付","年初来安値"
"0001","日経平均株価（日経225）","東証","株価指数","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"0002","TOPIX（東証株価指数）","東証","株価指数","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1301","極洋","東証PR","水産・農林","39834","10928283","2.47","90","6.51","0.82","559.88","4436.27","364500","100","20230203","3930","20230320","3370"
"1332","ニッスイ","東証PR","水産・農林","209672","312430277","2.98","20","9.71","0.96","69.08","696.72","67110","100","20230712","690","20230113","517"
"1333","マルハニチロ","東証PR","水産・農林","124070","50578837","2.85","70","6.69","0.69","366.69","3534.39","245300","100","20230516","2635","20230320","2333"
"1375","雪国まいたけ","東証PR","水産・農林","37476","39910700","0.21","2","309.9","3.6","3.03","261.08","93900","100","20230307","1057","20230714","914"
"1376","カネコ種苗","東証ST","水産・農林","16976","11772626","2.15","31","11.39","0.7","126.64","2053.62","144200","100","20230404","1709","20230711","1391"
"1377","サカタのタネ","東証PR","水産・農林","184902","47410750","1.41","55","21.62","1.26","180.39","3104.4","390000","100","20230104","4330","20230411","3765"
"1379","ホクト","東証PR","水産・農林","61381","33359040","-","-","83.22","1.14","22.11","1609.46","184000","100","20230131","1902","20230413","1805"
"1380","秋川牧園","東証ST","水産・農林","4346","4179000","0.96","10","43.35","2.03","23.99","512.11","104000","100","20230116","1071","20230619","1034"
"1381","アクシーズ","東証ST","水産・農林","17021","5617500","3.14","95","17.02","0.89","178.07","3419.14","303000","100","20230627","3270","20230217","2828"
"1382","ホーブ","東証ST","水産・農林","1359","762000","2.8","50","10.37","1.75","171.98","1020.25","178300","100","20230314","2095","20230111","1664"
"1383","ベルグアース","東証ST","水産・農林","4970","1560500","0.31","10","78.78","2.65","40.43","1201.41","318500","100","20230403","3475","20230104","2886"
"1384","ホクリヨウ","東証ST","水産・農林","7562","8459000","2.24","20","6.84","0.7","130.75","1270.49","89400","100","20230213","972","20230104","702"
"1400","ルーデン・ホールディングス","東証GR","建設","1509","13008600","0","0","14.65","0.64","7.92","180.27","11600","100","20230221","187","20230206","98"
"1401","エムビーエス","東証GR","建設","3820","7732000","1.62","8","9.92","1.15","49.79","428.15","49400","100","20230718","515","20230113","466"
"1407","ウエストホールディングス","東証ST","建設","131685","46027488","1.92","55","16.07","4.11","178.05","696.22","286100","100","20230113","4730","20230630","2391"
"1414","ショーボンドホールディングス","東証PR","建設","318567","56745180","2.23","125","23.44","3.14","239.54","1789.41","561400","100","20230510","5920","20230217","5170"
"1417","ミライト・ワン","東証PR","建設","184487","103325329","3.64","65","9.51","0.69","187.68","2573.5","178550","100","20230703","1856","20230213","1468"
"1418","インターライフホールディングス","東証ST","建設","4202","20010529","2.38","5","16.28","0.99","12.9","211.41","21000","100","20230417","318","20230316","159"
"1419","タマホーム","東証PR","建設","104126","29455800","5.23","185","11.14","2.94","317.37","1203.11","353500","100","20230529","4125","20230110","2422"
"1420","サンヨーホームズ","東証ST","建設","8998","12620000","3.51","25","11.3","0.55","63.08","1308.19","71300","100","20230127","790","20230412","701"
"1429","日本アクア","東証PR","建設","31354","34760000","3.33","30","15.48","3.66","58.28","246.18","90200","100","20230210","993","20230117","774"
"1430","ファーストコーポレーション","東証PR","建設","9876","13363540","4.19","31","7.16","1.11","103.21","664.54","73900","100","20230509","963","20230718","690"
"1431","Lib_Work","東証GR","建設","18517","23292040","0.81","6.4","113.57","5.51","7","144.19","79500","100","20230417","839","20230106","748"
"1433","ベステラ","東証PR","建設","10159","8990200","1.77","20","25.03","2.65","45.14","426.47","113000","100","20230613","1341","20230314","851"
"1434","JESCOホールディングス","東証ST","建設","4089","6838400","5.02","30","3.27","0.72","183.13","827.18","59800","100","20230720","600","20230104","439"
"1435","Robot_Home","東証PR","建設","17952","91127000","1.02","2","22.13","2.16","8.9","91.11","19700","100","20230414","258","20230106","158"
"1436","フィット","東証GR","建設","3864","4284200","1.33","12","10.21","0.77","88.33","1165.72","90200","100","20230411","1286","20230104","656"
"1438","岐阜造園","東証ST","建設","4413","3204600","1.82","25","15.37","1.29","89.59","1065.46","137700","100","20230511","1445","20230112","994"
"1439","安江工務店","東証ST","建設","1641","1350760","2.47","30","11.76","1.03","103.29","1183.65","121500","100","20230203","1796","20230314","942"
"1443","技研ホールディングス","東証ST","建設","3654","16237977","0.44","1","11.42","0.38","19.71","587.33","22500","100","20230130","313","20230105","203"
"1444","ニッソウ","東証GR","建設","2945","1088700","0","0","23.89","1.96","113.25","1381.19","270500","100","20230712","2780","20230130","1954"
"1446","キャンディル","東証ST","建設","6387","10734200","1.01","6","40.42","2.04","14.72","292","59500","100","20230706","598","20230130","492"
"1447","ITbookホールディングス","東証GR","建設","9033","24152701","0","0","18.05","3.29","20.72","113.84","37400","100","20230221","436","20230106","358"
"1450","田中建設工業","東証ST","建設","9970","4349800","3.18","73","10.55","1.6","217.27","1429.41","229200","100","20230329","2780","20230515","2150"
"1451","KHC","東証ST","建設","2690","3985350","5.19","35","8.74","0.44","77.24","1549.17","67500","100","20230706","684","20230106","603"
"1491","中外鉱業","東証ST","非鉄金属","8692","289747982","-","-","18.4","1.2","1.63","24.9","3000","100","20230512","36","20230104","28"
"1514","住石ホールディングス","東証ST","鉱業","20377","58892853","2.17","7.5","5.11","1.03","67.65","335.34","34600","100","20230124","464","20230403","303"
"1515","日鉄鉱業","東証PR","鉱業","80015","16704638","2.09","100","14.49","0.6","330.6","7955.03","479000","100","20230719","4845","20230105","3130"
"1518","三井松島ホールディングス","東証PR","鉱業","34581","13064400","3.02","80","3.13","0.62","846.57","4292.78","264700","100","20230221","4105","20230619","2475"
"1605","INPEX","東証PR","鉱業","2393388","1386667167","3.71","64","7.51","0.58","229.71","2986.33","172600","100","20230720","1729","20230105","1301"
"1662","石油資源開発","東証PR","鉱業","249509","54300076","4.35","200","7.33","0.59","627","7849.18","459500","100","20230307","5230","20230105","3590"
"1663","K＆Oエナジーグループ","東証PR","鉱業","64918","28336061","1.48","34","14.18","0.71","161.6","3206.3","229100","100","20230619","2555","20230106","1887"
"1711","SDSホールディングス","東証ST","建設","2375","8732773","0","0","-","4.34","-13.74","62.61","27200","100","20230125","376","20230516","242"
"1712","ダイセキ環境ソリューション","東証PR","建設","23036","16827120","0.73","10","19.55","1.51","70.02","906.87","136900","100","20230714","1445","20230407","793"
"1716","第一カッター興業","東証PR","建設","16920","12000000","2.06","29","10.51","0.99","134.16","1422.19","141000","100","20230619","1447","20230116","1000"
"1717","明豊ファシリティワークス","東証ST","サービス","9876","12775900","4.14","32","13.3","1.93","58.12","399.63","77300","100","20230308","830","20230116","690"
"1718","美樹工業","東証ST","建設","5270","1153263","3.5","160","8.33","0.33","548.86","13663.78","457000","100","20230623","4785","20230117","3800"
"1719","安藤・間","東証PR","建設","194598","181021197","5.58","60","12.37","1.2","86.92","897.84","107500","100","20230615","1094","20230106","819"
"1720","東急建設","東証PR","建設","78790","106761205","4.88","36","19.4","0.81","38.05","905.99","73800","100","20230511","761","20230105","624"
"1721","コムシスホールディングス","東証PR","建設","367945","133000000","3.8","105","14.53","0.98","190.43","2824.12","276650","100","20230523","2869","20230104","2277"
"1723","日本電技","東証ST","建設","35331","8197500","3.71","160","10.79","1.11","399.48","3879.63","431000","100","20230720","4370","20230104","3090"
