"SC","申込日","信用貸借区分","信用買残高","信用買残高 前週比","信用売残高","信用売残高 前週比","貸借倍率","制度信用買残高","制度信用買残高 前週比","制度信用売残高","制度信用売残高 前週比","一般信用買残高","一般信用買残高 前週比","一般信用売残高","一般信用売残高 前週比"
"25935","20240222","2","47800","-1600","500","-500","95.6","40900","-100","500","-500","6900","-1500","-","-"
"9282","20240222","1","1207","5","-","-","-","183","50","-","-","1024","-45","-","-"
"9284","20240222","1","4276","-52","-","-","-","1034","51","-","-","3242","-103","-","-"
"9285","20240222","1","2076","198","-","-","-","1108","64","-","-","968","134","-","-"
"9286","20240222","2","19913","506","8","-","2489.12","6852","151","8","-","13061","355","-","-"
"9287","20240222","1","14987","909","-","-","-","8555","187","-","-","6432","722","-","-"
"94345","20240222","1","-","-","-","-","-","-","-","-","-","-","-","-","-"
