"SC","信用買残高","信用買残高 前週比","信用売残高","信用売残高 前週比","貸借倍率"
"1301","24600","-1400","2400","300","10.25"
"1332","836700","-26200","422300","29400","1.98"
"1333","686200","34200","59900","6800","11.46"
"1375","230200","-1900","3100","-300","74.26"
"1376","39700","-800","-","-100","-"
"1377","50400","6500","30600","4600","1.65"
"1379","37900","-4800","20000","1900","1.9"
"1380","4300","-1300","-","-","-"
"1381","5500","-700","-","-","-"
"1382","71600","-6600","-","-","-"
"1383","9300","-900","-","-","-"
"1384","179600","-7200","-","-","-"
"1400","571600","12100","-","-","-"
"1401","100600","200","-","-","-"
"1407","238400","-14300","97800","-12600","2.44"
"1414","58600","-3100","24800","3100","2.36"
"1417","79800","-200","15100","2100","5.28"
"1418","338400","-40800","25900","7100","13.07"
"1419","356100","-89000","297400","53200","1.2"
"1420","28800","-500","3000","500","9.6"
"1429","556200","-700","13200","-1900","42.14"
"1430","124900","-5500","50600","-","2.47"
"1431","52200","4900","115600","-400","0.45"
"1433","229900","-3000","115800","-3400","1.99"
"1434","317400","-31800","85800","6400","3.7"
"1435","1992900","-1100","1000","-","1992.9"
"1436","94600","-800","-","-","-"
"1438","45100","300","-","-","-"
"1439","49600","400","-","-","-"
"1443","808000","-13100","-","-","-"
"1444","32100","-600","-","-","-"
"1446","40900","-1200","41200","-3500","0.99"
"1447","2017700","-12300","-","-","-"
"1450","20600","-300","-","-","-"
"1451","45300","300","-","-","-"
"1491","1584700","30400","-","-","-"
"1514","11280800","-316000","9500","-","1187.45"
"1515","68500","-7000","7900","-900","8.67"
"1518","1281800","-85000","687600","74000","1.86"
"1605","8000800","-691800","1450000","1700","5.52"
"1662","559400","-28200","29800","-9400","18.77"
"1663","350400","11100","9800","-5000","35.76"
"1711","553600","-8300","-","-","-"
"1712","574200","200","9900","-8500","58"
"1716","67900","400","3000","700","22.63"
"1717","202600","-11500","-","-","-"
"1718","71700","-","-","-","-"
"1719","462700","-20500","76900","-300","6.02"
"1720","326400","-18000","51200","12500","6.38"
"1721","20600","-400","81200","-11900","0.25"
"1723","17400","500","-","-","-"
"1724","186100","800","-","-","-"
"1726","147600","-2900","4200","-1000","35.14"
"1730","99600","-2800","-","-","-"
"1736","9500","-2000","-","-","-"
"1739","478300","-15600","-","-","-"
"1743","33100","100","-","-","-"
"1757","4912100","-43500","-","-","-"
"1758","98500","-6600","-","-","-"
"1762","10800","-900","5200","200","2.08"
"1764","8500","-100","-","-","-"
"1766","12900","-16000","14900","7300","0.87"
"1768","5100","-100","30900","-","0.17"
"1770","45600","-400","-","-","-"
"1773","5000","-15000","-","-","-"
"1775","29200","900","-","-","-"
"1776","120800","-2500","-","-","-"
"1780","13200","-","5400","-1100","2.44"
"1783","3620200","-74100","-","-","-"
"1786","981900","-70100","32600","1000","30.12"
"1787","3300","-100","-","-","-"
"1788","3600","-100","-","-","-"
"1789","128000","39000","21600","20000","5.93"
"1793","4500","1700","-","-","-"
"1795","800","-100","-","-","-"
"1798","93800","-1000","-","-","-"
"1799","84300","2700","1300","-400","64.85"
"1801","135800","-2500","184000","-20300","0.74"
"1802","430600","11800","326300","41700","1.32"
"1803","989000","-112400","394700","-2700","2.51"
"1805","448700","45800","15700","2800","28.58"
"1807","137000","100","-","-","-"
"1808","277300","-12800","291400","-6200","0.95"
"1810","42800","2000","1800","-200","23.78"
"1811","85600","-1800","800","-100","107"
"1812","662300","-8400","328800","-18600","2.01"
"1813","169100","23200","6300","-2900","26.84"
"1814","171500","30600","13600","4400","12.61"
"1815","174900","-2500","8300","900","21.07"
"1820","214800","-2000","37900","300","5.67"
"1821","1269100","86900","208200","-18100","6.1"
"1822","10500","-300","5800","-1600","1.81"
"1826","983800","5500","42700","13600","23.04"
"1827","1200000","-14200","4900","1900","244.9"
"1828","118900","3500","-","-","-"
"1833","182300","-18900","16200","1400","11.25"
"1835","6100","-1200","38100","1800","0.16"
"1840","437100","-45500","-","-","-"
"1841","29100","600","-","-","-"
"1844","435700","21800","-","-","-"
"1847","84500","4000","400","-","211.25"
"1848","34500","3000","21200","1000","1.63"
"1850","657800","-15200","-","-","-"
"1852","120700","1900","14700","-200","8.21"
"1853","478200","14500","-","-","-"
"1860","736300","-31200","144300","-5700","5.1"
"1861","167800","4100","53900","-2400","3.11"
"1866","8000","-500","300","-100","26.67"
"1867","8300","-400","1100","-2400","7.55"
"1870","68000","-21200","14800","1400","4.59"
"1871","618200","-2200","41900","4800","14.75"
"1873","271300","-159900","1834900","162700","0.15"
"1878","29100","5500","27200","-2400","1.07"
"1879","338700","17000","15800","-2200","21.44"
"1882","111800","-900","16300","1700","6.86"
"1884","22700","-11200","23000","3300","0.99"
"1885","79900","33000","5700","-200","14.02"
"1887","376300","-15600","13800","-1500","27.27"
"1888","40000","-1700","5700","-800","7.02"
"1890","500400","-15200","16600","-","30.14"
"1893","461900","8700","186500","-35000","2.48"
"1897","3400","-100","-","-","-"
"1898","1061900","-48100","106300","-1600","9.99"
"1899","61000","-9300","3400","1800","17.94"
"1904","28800","1400","1000","-200","28.8"
"1905","162600","300","-","-","-"
"1909","219000","-1500","-","-","-"
"1911","671700","-1700","162700","200","4.13"
"1914","61000","4400","2300","1800","26.52"
"1921","66700","-1400","5400","2300","12.35"
"1925","187100","-40400","86200","-26300","2.17"
"1926","104900","-4500","28400","-4000","3.69"
"1928","547300","-62300","87700","-19900","6.24"
"1929","91000","-5500","21800","-2100","4.17"
"1930","153000","-16500","9100","4700","16.81"
"1934","143500","-20400","2500","200","57.4"
"1938","64900","3000","300","-","216.33"
"1939","39500","-1200","14000","-6400","2.82"
"1941","57300","-3500","27000","-14400","2.12"
"1942","92500","-3400","117300","-22100","0.79"
"1944","19300","7900","47700","1000","0.4"
"1945","76100","-2000","700","-1100","108.71"
"1946","9600","600","400","100","24"
"1948","15600","-","-","-","-"
"1949","22100","-700","1300","-200","17"
"1950","7500","-700","35300","2800","0.21"
"1951","62800","800","45300","200","1.39"
"1952","23200","-900","25400","-100","0.91"
"1959","60800","7700","43800","2800","1.39"
"1960","141200","-2000","-","-","-"
"1961","139100","1400","23900","2600","5.82"
"1963","742400","23000","197300","-23500","3.76"
"1964","69400","-2300","1100","600","63.09"
"1965","23300","2300","3900","-200","5.97"
"1966","439300","-12600","51400","-","8.55"
"1967","519600","700","5100","-9600","101.88"
"1968","5500","-100","1200","-300","4.58"
"1969","47600","800","32800","600","1.45"
"1971","129500","2200","-","-","-"
"1972","177400","43300","1800","1100","98.56"
"1973","18900","400","33400","-600","0.57"
"1975","6900","-","200","-200","34.5"
"1976","101700","-2200","10500","-5500","9.69"
"1979","12700","-3000","20800","600","0.61"
"1980","33700","-4700","300","-900","112.33"
"1981","500","100","-","-","-"
"1982","35400","-1800","9600","-","3.69"
"1992","1400","-","-","-","-"
"1994","61600","1200","-","-","-"
"1997","23800","-2300","-","-","-"
"2001","132000","-1800","13300","-200","9.92"
"2002","360700","114300","41600","-14800","8.67"
"2003","43600","-400","200","-","218"
"2004","19000","-200","2600","200","7.31"
"2009","92700","7900","-","-","-"
"2053","359700","-6500","1400","-1000","256.93"
"2055","369900","1200","-","-100","-"
"2060","437300","2000","1600","-5900","273.31"
"2107","81300","-3300","-","-","-"
"2108","14500","-2500","900","-","16.11"
"2109","30900","2600","7100","-1000","4.35"
"2112","595700","8500","23500","8900","25.35"
"2114","55900","4500","114600","-6100","0.49"
"2117","85700","-2000","21900","-400","3.91"
"2120","2186200","178900","33700","-20900","64.87"
"2121","319500","26900","28300","-3200","11.29"
"2122","165600","-3200","-","-","-"
"2124","66200","-","23400","-3400","2.83"
"2127","10784800","-17300","450900","203800","23.92"
"2130","394700","-3700","139500","5900","2.83"
"2134","8932300","-549100","-","-","-"
"2136","73500","-7100","-","-","-"
"2138","1986400","-40000","32400","-88300","61.31"
"2139","52400","-1100","800","-300","65.5"
"2146","678000","-28200","72300","3200","9.38"
"2148","286300","-4600","400","200","715.75"
"2150","1324000","-95200","-","-","-"
"2152","40700","-2000","-","-","-"
"2153","267000","-6300","475300","87500","0.56"
"2154","132700","9800","13200","6100","10.05"
"2156","135100","-600","-","-","-"
"2157","951600","-78700","33500","-12800","28.41"
"2158","2311600","3400","600","600","3852.67"
"2160","5337400","158400","924900","29300","5.77"
"2162","1735200","-70800","63900","-1700","27.15"
"2163","143100","-5500","-","-","-"
"2164","107300","-2800","-","-","-"
"2168","189200","8600","43500","5700","4.35"
"2169","12200","900","2000","100","6.1"
"2170","2155100","-62100","79900","-3200","26.97"
"2173","128900","-900","2400","200","53.71"
"2175","449800","-20200","60300","-11900","7.46"
"2179","1700","-","-","-","-"
"2180","119600","-15800","2700","-","44.3"
"2181","1662200","-106200","100800","-27900","16.49"
"2183","100800","-11200","-","-","-"
"2185","97200","-2700","-","-","-"
"2186","111800","-500","-","-","-"
"2193","1962200","38100","238500","-1500","8.23"
"2195","197500","-3900","-","-","-"
"2196","454800","-61900","61600","29500","7.38"
"2198","159700","-7400","351100","238100","0.45"
"2201","69800","-8700","27200","6900","2.57"
"2204","8300","-900","1500","-400","5.53"
"2206","93700","4100","66500","-3100","1.41"
"2207","11500","-200","7300","-800","1.58"
"2208","4500","2300","-","-","-"
"2209","27900","-","1300","-","21.46"
"2211","69300","6100","223600","86200","0.31"
"2212","199600","56500","669500","56900","0.3"
"2215","125900","-13500","10400","-2600","12.11"
"2216","127000","49200","57400","23200","2.21"
"2217","4300","-600","2800","300","1.54"
"2220","44400","-6700","9200","1300","4.83"
"2221","2300","-100","-","-","-"
"2222","732500","-1300","202600","-37000","3.62"
"2224","10400","400","-","-","-"
"2226","9400","-100","6200","-100","1.52"
"2229","226000","-5800","76800","3200","2.94"
"2264","57700","3000","35700","15200","1.62"
"2266","19900","-300","23800","2100","0.84"
"2267","2438700","-125000","99200","-100","24.58"
"2268","9700","-4300","-","-200","-"
"2269","231200","-26300","81400","-16800","2.84"
