"SC","信用買残高","信用買残高 前週比","信用売残高","信用売残高 前週比","貸借倍率"
"1301","31800","4000","4100","-","7.76"
"1332","1832200","-26000","285100","-25300","6.43"
"1333","710000","15500","46800","1400","15.17"
"1375","127100","12400","14200","100","8.95"
"1376","13300","-100","-","-","-"
"1377","73400","-4000","22800","-1000","3.22"
"1379","31500","1700","42300","-1000","0.74"
"1380","3100","-800","-","-","-"
"1381","6400","-1300","-","-100","-"
"1382","21700","2000","-","-","-"
"1383","8000","1300","-","-","-"
"1384","170400","-19900","-","-","-"
"1400","563800","300","-","-","-"
"1401","51400","-400","-","-","-"
"1407","602800","-10100","95100","4900","6.34"
"1414","69000","-5500","23400","-1800","2.95"
"1417","68500","-5100","21900","-1800","3.13"
"1418","914500","-9000","362300","-27200","2.52"
"1419","759200","96100","814400","-76100","0.93"
"1420","20100","-100","2500","-100","8.04"
"1429","325300","46300","35700","-1700","9.11"
"1430","210000","34800","64000","-1900","3.28"
"1431","55800","-2400","137300","-6600","0.41"
"1433","398100","245800","210700","89100","1.89"
"1434","205700","23100","3200","-1000","64.28"
"1435","2170700","400","3000","-100","723.57"
"1436","113100","16800","-","-","-"
"1438","51600","-200","-","-","-"
"1439","69900","6100","-","-","-"
"1443","875400","-19300","-","-","-"
"1444","34300","-300","-","-","-"
"1446","87300","-1100","40300","800","2.17"
"1447","2125800","7200","-","-","-"
"1450","23600","300","-","-","-"
"1451","38500","-","-","-","-"
"1491","1686200","-60800","-","-","-"
"1514","10665000","-53700","9500","-","1122.63"
"1515","159200","-1100","19100","-5100","8.34"
"1518","1458300","55700","1056400","105000","1.38"
"1605","4911400","-351600","1582500","-111300","3.1"
"1662","463200","-16200","60800","-10500","7.62"
"1663","210300","-13000","11500","3900","18.29"
"1711","530400","-16800","-","-","-"
"1712","140900","3500","30100","500","4.68"
"1716","67900","1300","1500","-3400","45.27"
"1717","220900","2700","100","100","2209"
"1718","39700","3000","-","-","-"
"1719","173000","96000","307700","-23300","0.56"
"1720","494400","-800","53100","-25800","9.31"
"1721","83800","6800","99800","-700","0.84"
"1723","16700","900","-","-","-"
"1724","200300","900","-","-","-"
"1726","148200","7400","600","200","247"
"1730","92100","20800","-","-","-"
"1736","14900","500","-","-","-"
"1739","194700","-6800","-","-","-"
"1743","47800","1200","-","-","-"
"1757","5933200","-647600","-","-","-"
"1758","36800","200","-","-","-"
"1762","13400","300","8700","-300","1.54"
"1764","7500","-","-","-","-"
"1766","79100","4400","7000","-2700","11.3"
"1768","6200","200","30300","100","0.2"
"1770","404600","1300","-","-","-"
"1773","52000","-44000","-","-","-"
"1775","24800","-1100","-","-","-"
"1776","129300","-6200","-","-","-"
"1780","18400","-600","56600","-400","0.33"
"1783","3855000","129600","-","-","-"
"1786","1866100","78200","88000","-4100","21.21"
"1787","3100","100","-","-","-"
"1788","3400","-1200","-","-","-"
"1789","112300","-2300","9600","100","11.7"
"1793","1800","-400","-","-","-"
"1795","1800","500","-","-","-"
"1798","93400","-","-","-","-"
"1799","20500","-600","400","100","51.25"
"1801","108500","-29100","284900","30800","0.38"
"1802","310500","20700","474600","-9700","0.65"
"1803","856600","-85400","677300","42700","1.26"
"1805","305600","-8500","14600","3900","20.93"
"1807","112700","600","-","-","-"
"1808","215100","8500","306400","-32400","0.7"
"1810","42400","-800","5100","700","8.31"
"1811","90500","1300","1700","100","53.24"
"1812","713100","54300","257700","-14800","2.77"
"1813","208400","11100","27400","-1400","7.61"
"1814","339400","5800","4600","300","73.78"
"1815","147500","-600","16600","4500","8.89"
"1820","241000","-8800","48700","-500","4.95"
"1821","2264600","-1337700","294800","-4400","7.68"
"1822","13300","-2300","17500","-800","0.76"
"1826","1333600","4200","1500","-","889.07"
"1827","760600","8600","5500","1100","138.29"
"1828","145500","8900","-","-","-"
"1833","207200","11300","25400","-1800","8.16"
"1835","66800","4000","4100","-6200","16.29"
"1840","641400","14500","-","-","-"
"1841","39100","-700","-","-","-"
"1844","446400","3400","-","-","-"
"1847","134400","300","400","-","336"
"1848","35500","-2200","300","-","118.33"
"1850","808600","4300","-","-","-"
"1852","195300","-19200","26200","-600","7.45"
"1853","350000","21000","-","-","-"
"1860","131800","-166000","367400","-17300","0.36"
"1861","223900","3000","40000","-5200","5.6"
"1866","12100","-4000","4100","200","2.95"
"1867","11600","-2600","1500","-1000","7.73"
"1870","130000","4500","24400","-10300","5.33"
"1871","389200","66500","63500","700","6.13"
"1873","407600","-4400","252400","-1700","1.61"
"1878","29700","2000","27700","-100","1.07"
"1879","335200","18900","20800","700","16.12"
"1882","108300","1900","21000","3300","5.16"
"1884","10100","-2500","8600","1500","1.17"
"1885","162200","3600","10100","100","16.06"
"1887","403700","59900","15000","-1900","26.91"
"1888","53600","4800","24100","-13000","2.22"
"1890","1341600","39200","16300","-6500","82.31"
"1893","470000","-22900","97700","700","4.81"
"1897","2300","100","-","-","-"
"1898","3982200","-17800","98500","-16600","40.43"
"1899","97100","-1500","4100","2200","23.68"
"1904","7100","900","500","-100","14.2"
"1905","161800","-","-","-","-"
"1909","193000","17800","-","-","-"
"1911","418100","-11000","281100","-3400","1.49"
"1914","25600","1900","5600","300","4.57"
"1921","150700","4200","5600","100","26.91"
"1925","227800","7300","194200","-6600","1.17"
"1926","95100","13300","6600","2300","14.41"
"1928","948100","378400","250400","-25800","3.79"
"1929","82500","19400","30300","-800","2.72"
"1930","31500","3400","14500","2300","2.17"
"1934","127900","8500","5600","-400","22.84"
"1938","63000","13000","300","-700","210"
"1939","38100","1300","4100","1100","9.29"
"1941","36000","500","22900","-2300","1.57"
"1942","91300","900","127900","2200","0.71"
"1944","24700","-16600","101000","-12800","0.24"
"1945","78200","1300","17000","2300","4.6"
"1946","16800","2300","1400","100","12"
"1948","9400","400","-","-","-"
"1949","16300","-400","4000","100","4.08"
"1950","9000","700","32600","-1000","0.28"
"1951","69600","11900","46900","800","1.48"
"1952","22400","4400","23800","-","0.94"
"1954","112900","28000","5800","3700","19.47"
"1959","24600","-3400","44300","16400","0.56"
"1960","428000","281100","-","-","-"
"1961","79200","-4200","23500","-100","3.37"
"1963","782700","37200","246400","17100","3.18"
"1964","49300","3000","2800","-800","17.61"
"1965","17000","1900","1300","-100","13.08"
"1966","524800","25400","56700","-8000","9.26"
"1967","571700","100","92100","1200","6.21"
"1968","7200","-1500","6700","600","1.07"
"1969","23000","-11900","45500","-22900","0.51"
"1971","79400","2000","-","-","-"
"1972","159200","1500","6200","-500","25.68"
"1973","23600","-1500","50200","10300","0.47"
"1975","12600","-1900","1100","500","11.45"
"1976","199400","-65200","44000","-3100","4.53"
"1979","5600","-1500","37300","-4800","0.15"
"1980","28400","3400","5400","1000","5.26"
"1981","200","-","-","-","-"
"1982","26300","-1000","11400","-3800","2.31"
"1992","3500","900","-","-","-"
"1994","172200","-15500","-","-","-"
"1997","21400","-1200","-","-","-"
"2001","9300","-400","16800","-400","0.55"
"2002","130700","6300","88100","5000","1.48"
"2003","41700","-","-","-","-"
"2004","18100","-1200","10300","-3100","1.76"
"2009","182200","10300","-","-","-"
"2053","302100","1200","4900","-400","61.65"
"2055","280000","6500","-","-","-"
"2060","420000","-13100","3900","-600","107.69"
"2107","164100","5500","-","-","-"
"2108","52000","10100","1700","-400","30.59"
"2109","16600","-2000","13400","-1400","1.24"
"2112","283700","13200","5000","1500","56.74"
"2114","201600","-3800","97700","-12000","2.06"
"2117","57000","-1700","21500","5300","2.65"
"2120","1525000","152400","410700","63700","3.71"
"2121","198400","-19000","66700","1800","2.97"
"2122","228600","-9400","-","-","-"
"2124","61200","-6800","11700","-3200","5.23"
"2127","5563000","-851000","377500","-10400","14.74"
"2130","302800","3100","64800","13300","4.67"
"2134","9059500","598600","-","-","-"
"2136","224000","-8300","-","-","-"
"2138","2030800","70900","-","-","-"
"2139","59900","-200","800","-","74.88"
"2146","414200","-73600","87800","7900","4.72"
"2148","217000","-15100","-","-","-"
"2150","1883300","189100","-","-","-"
"2152","56200","7800","-","-","-"
"2153","194600","10300","1100","-","176.91"
"2154","34500","-8100","56100","22100","0.61"
"2156","131400","7700","-","-","-"
"2157","461100","23500","256300","42100","1.8"
"2158","2831600","-278000","700","-1100","4045.14"
"2160","3828800","-42800","103900","4600","36.85"
"2162","1406300","42900","281900","-19100","4.99"
"2163","132900","-56400","600","-400","221.5"
"2164","74000","-1600","-","-","-"
"2168","149800","-7200","32500","-9900","4.61"
"2169","9400","-2500","800","400","11.75"
"2170","2072000","9600","401600","-4200","5.16"
"2173","120400","2200","3000","-100","40.13"
"2175","272500","-22400","186500","-","1.46"
"2179","5600","-","-","-","-"
"2180","78000","-13000","2700","-","28.89"
"2181","49000","-33500","52700","-1900","0.93"
"2183","78900","-15800","-","-","-"
"2185","128700","9000","-","-","-"
"2186","207700","-4100","-","-","-"
"2193","859400","-20800","51200","9300","16.79"
"2195","338100","-15700","100","-","3381"
"2196","924400","35800","51100","13000","18.09"
"2198","179600","3000","22100","13900","8.13"
"2201","63100","-26900","35700","-200","1.77"
"2204","7300","300","1700","300","4.29"
"2206","43100","-800","272500","105100","0.16"
"2207","16500","400","7700","900","2.14"
"2208","2000","-700","-","-","-"
"2209","10400","-800","300","-","34.67"
"2211","39200","-700","10600","-","3.7"
"2212","52600","-4900","474300","-47800","0.11"
"2215","122000","-2900","1800","-1400","67.78"
"2216","197800","100","125400","14100","1.58"
"2217","15800","4800","79400","39900","0.2"
"2220","21200","-1400","26400","-","0.8"
"2221","2400","-400","-","-","-"
"2222","47500","-21000","171600","9300","0.28"
"2224","3500","-","-","-","-"
"2226","2500","1000","1500","100","1.67"
"2229","160000","-7000","90300","5400","1.77"
"2264","86100","28600","11000","600","7.83"
"2266","15700","-1600","11100","-600","1.41"
"2267","478200","-49600","111200","-24500","4.3"
"2268","7000","-2000","-","-","-"
"2269","250500","11600","100100","-900","2.5"
"2270","77900","-800","41400","-9500","1.88"
"2281","327200","47400","18200","-600","17.98"
"2282","357700","-17500","39900","1700","8.96"
"2286","290600","600","700","-","415.14"
"2288","24600","700","6000","1300","4.1"
"2291","10200","3600","4500","-","2.27"
"2292","20100","100","20900","-1000","0.96"
"2293","200","-400","-","-","-"
"2294","36200","-1500","22000","100","1.65"
"2296","79600","-10500","50900","400","1.56"
"2300","1700","600","-","-","-"
"2301","86000","22400","44500","7100","1.93"
"2303","104300","3800","-","-","-"
"2304","326300","11000","182600","4400","1.79"
"2305","43300","14300","256700","102500","0.17"
"2307","319700","-12400","10500","300","30.45"
"2309","72500","-7400","21900","-6500","3.31"
"2311","85600","-12900","100","100","856"
"2315","10402100","-114900","2445300","-351300","4.25"
"2317","2830100","-590000","151400","6200","18.69"
"2321","1567600","61800","-","-","-"
"2323","89000","-1600","-","-","-"
"2325","13200","-2700","226100","3500","0.06"
"2326","87100","3300","14800","4700","5.89"
"2327","14400","2700","56500","-2200","0.25"
"2329","41400","3300","-","-","-"
"2330","2944100","87300","-","-","-"
"2331","91000","2700","19600","-29700","4.64"
"2332","108800","30300","2600","500","41.85"
"2334","348400","14700","200","-2000","1742"
"2335","29000","-2600","6600","400","4.39"
"2337","2136300","-250900","294800","-33200","7.25"
"2338","42300","7100","-","-","-"
"2340","86800","2300","-","-","-"
"2341","1449200","-26600","-","-","-"
"2342","690000","1100","-","-","-"
"2344","103300","-3500","-","-","-"
"2345","2475100","177300","100","100","24751"
"2349","15700","1400","-","-","-"
"2351","218800","3400","-","-","-"
"2353","8824300","-643300","167600","-35900","52.65"
"2354","391000","-2500","-","-","-"
"2359","35100","-64800","5600","300","6.27"
"2370","25762200","97900","-","-","-"
"2371","331000","-35200","160600","-2900","2.06"
"2372","890100","-22600","8600","1300","103.5"
"2373","35500","5500","-","-","-"
"2374","105800","600","600","100","176.33"
"2375","670100","28100","19300","-1900","34.72"
"2376","73700","-500","-","-","-"
"2378","121900","13500","176400","59100","0.69"
"2379","139100","-14600","19100","3400","7.28"
"2384","382100","-7300","9000","-400","42.46"
"2385","1066600","-52700","-","-","-"
