"SC","信用買残高","信用買残高 前週比","信用売残高","信用売残高 前週比","貸借倍率"
"1301","33600","-400","3000","-500","11.2"
"1332","1635000","-86900","230000","23100","7.11"
"1333","638400","1300","82600","-5300","7.73"
"1375","173400","-7600","3500","200","49.54"
"1376","31300","-600","-","-","-"
"1377","48400","-2100","38500","-5000","1.26"
"1379","55100","-5800","8800","-4200","6.26"
"1380","7400","400","-","-","-"
"1381","5800","400","-","-","-"
"1382","89700","-15500","-","-","-"
"1383","20700","4500","-","-","-"
"1384","177300","7300","-","-","-"
"1400","207200","-434100","-","-","-"
"1401","126100","-600","-","-","-"
"1407","237700","17300","85400","-7300","2.78"
"1414","44200","100","30700","5900","1.44"
"1417","118400","-19000","20900","-6900","5.67"
"1418","726700","394900","168500","125000","4.31"
"1419","205100","-22800","459600","-273500","0.45"
"1420","35600","-1000","3700","-","9.62"
"1429","612500","25600","6500","-9500","94.23"
"1430","84500","-25600","84000","-31300","1.01"
"1431","48800","7200","20300","4800","2.4"
"1433","208000","1100","116200","5600","1.79"
"1434","281200","-1300","32800","6100","8.57"
"1435","2062100","31100","1000","-","2062.1"
"1436","97700","1000","-","-","-"
"1438","45700","600","-","-","-"
"1439","45400","-6100","-","-","-"
"1443","772900","-3500","-","-","-"
"1444","27300","-5100","-","-","-"
"1446","45700","1400","39700","-2100","1.15"
"1447","2023400","-22300","-","-","-"
"1450","22200","300","-","-","-"
"1451","52100","-3600","-","-","-"
"1491","1449900","9800","-","-","-"
"1514","2445700","-73300","3300","-9400","741.12"
"1515","63000","-3500","12600","2500","5"
"1518","892800","-184700","718000","400","1.24"
"1605","8070700","33200","1063400","-52300","7.59"
"1662","397700","-68000","66800","-4500","5.95"
"1663","444500","-8800","7100","1500","62.61"
"1711","578800","-16300","-","-","-"
"1712","529200","-13300","8600","2600","61.53"
"1716","144000","26700","2900","800","49.66"
"1717","218200","16800","-","-","-"
"1718","55400","-16100","-","-","-"
"1719","467700","23700","94200","500","4.96"
"1720","436500","-52800","60100","-118500","7.26"
"1721","25600","-1700","63600","-13800","0.4"
"1723","17200","2300","-","-","-"
"1724","197600","700","-","-","-"
"1726","359000","-29800","8000","-100","44.88"
"1730","106200","-2000","-","-","-"
"1736","7400","-","-","-","-"
"1739","307700","-5200","-","-","-"
"1743","33100","-3800","-","-","-"
"1757","4751200","-557200","-","-","-"
"1758","94500","-400","-","-","-"
"1762","16000","1400","1800","200","8.89"
"1764","8700","600","-","-","-"
"1766","11200","-600","8100","-100","1.38"
"1768","6700","400","31100","100","0.22"
"1770","60700","700","-","-","-"
"1773","8000","-","-","-","-"
"1775","43600","1300","-","-","-"
"1776","106600","-10500","-","-","-"
"1780","27200","2300","18100","1300","1.5"
"1783","3516000","-62100","-","-","-"
"1786","950000","-102000","29800","-4800","31.88"
"1787","3600","-100","-","-","-"
"1788","3900","-300","-","-","-"
"1789","150400","23800","9800","5100","15.35"
"1793","4800","-200","-","-","-"
"1795","2400","300","-","-","-"
"1798","95400","300","-","-","-"
"1799","92500","6500","500","-","185"
"1801","130700","52700","221900","-16200","0.59"
"1802","453000","68800","298700","-2300","1.52"
"1803","1029800","38100","339600","-10900","3.03"
"1805","729300","1200","11600","-1100","62.87"
"1807","136000","-1000","-","-","-"
"1808","310500","8100","251200","-500","1.24"
"1810","52400","9600","3000","200","17.47"
"1811","85800","700","1000","600","85.8"
"1812","854400","-75100","311300","-6800","2.74"
"1813","125000","-18900","12200","3900","10.25"
"1814","109300","3600","18800","-2600","5.81"
"1815","204200","6200","7900","-","25.85"
"1820","178200","-1800","63900","1300","2.79"
"1821","1361800","78500","207100","-7600","6.58"
"1822","34400","-11900","10500","600","3.28"
"1826","967600","-9400","47900","-3800","20.2"
"1827","1480100","104600","51700","51100","28.63"
"1828","131100","4800","-","-","-"
"1833","174800","-1600","5700","-1100","30.67"
"1835","7100","-2700","41100","-6000","0.17"
"1840","481500","24200","7000","7000","68.79"
"1841","36200","-300","-","-","-"
"1844","394400","-800","-","-","-"
"1847","118600","-2000","400","-","296.5"
"1848","46500","6500","19500","200","2.38"
"1850","678800","-7900","-","-","-"
"1852","105400","-10500","14300","-300","7.37"
"1853","480300","-1400","-","-","-"
"1860","664400","81800","117200","-13100","5.67"
"1861","66500","5000","11600","-4700","5.73"
"1866","34300","9000","1400","100","24.5"
"1867","15800","1800","500","-","31.6"
"1870","59500","-400","12900","4600","4.61"
"1871","394400","-249000","65500","-150500","6.02"
"1873","521700","41000","251700","-1000","2.07"
"1878","13900","3000","31900","-5000","0.44"
"1879","449600","12100","5000","-2000","89.92"
"1882","273900","-300","30200","1900","9.07"
"1884","31800","-2500","8900","-2200","3.57"
"1885","50500","10600","3600","500","14.03"
"1887","294600","17200","17900","-25800","16.46"
"1888","35600","-2000","3400","-700","10.47"
"1890","286600","-9900","16700","-19000","17.16"
"1893","721800","-16300","55300","-5400","13.05"
"1897","3900","-200","-","-","-"
"1898","1062600","-36300","58500","7600","18.16"
"1899","51900","-900","44000","19300","1.18"
"1904","54000","-9900","71700","-3400","0.75"
"1905","150400","-200","-","-","-"
"1909","214000","-3500","-","-","-"
"1911","686900","-31100","156700","-3200","4.38"
"1914","79500","6700","700","100","113.57"
"1921","93300","6600","5400","-900","17.28"
"1925","146800","-12300","83100","-16300","1.77"
"1926","87900","700","47700","1700","1.84"
"1928","421300","20500","112800","11000","3.73"
"1929","102300","5100","22900","1100","4.47"
"1930","83700","-300","4200","-2000","19.93"
"1934","208400","22400","5500","1400","37.89"
"1938","101700","13400","300","-","339"
"1939","38400","2300","13300","-100","2.89"
"1941","58900","1700","22800","-1500","2.58"
"1942","53000","-18400","72600","-9300","0.73"
"1944","37800","17500","74100","13200","0.51"
"1945","77500","1400","300","-3600","258.33"
"1946","7500","300","600","300","12.5"
"1948","10100","3600","-","-","-"
"1949","29200","-1400","1100","-200","26.55"
"1950","11300","-1300","10800","-14400","1.05"
"1951","47100","3800","45700","-4600","1.03"
"1952","30200","3100","29500","200","1.02"
"1959","39600","-8100","42100","9900","0.94"
"1960","132400","-2500","-","-","-"
"1961","103200","-25800","24000","-10400","4.3"
"1963","1173900","-15600","220200","-22300","5.33"
"1964","74100","-8600","5700","3200","13"
"1965","28300","-1400","3600","200","7.86"
"1966","435300","-64400","27600","5400","15.77"
"1967","516500","700","2800","100","184.46"
"1968","8400","200","700","-100","12"
"1969","72600","-12900","44300","8500","1.64"
"1971","121300","-900","-","-","-"
"1972","106700","-4100","8900","-200","11.99"
"1973","24200","200","31700","2100","0.76"
"1975","29400","4700","3400","200","8.65"
"1976","37600","-600","28100","-","1.34"
"1979","68500","12100","35900","-1700","1.91"
"1980","34500","-1700","2000","100","17.25"
"1981","2800","-200","-","-","-"
"1982","34900","-900","9800","-1600","3.56"
"1992","1200","-100","-","-","-"
"1994","59900","5200","-","-","-"
"1997","21200","100","-","-","-"
"2001","194200","18400","14600","2900","13.3"
"2002","250100","21600","55100","-36100","4.54"
"2003","46900","800","500","-","93.8"
"2004","22500","-300","2100","-100","10.71"
"2009","87100","-3400","-","-","-"
"2053","354200","3900","3800","-200","93.21"
"2055","369800","-2700","1200","900","308.17"
"2060","451500","-6600","2000","800","225.75"
"2107","71400","-10300","-","-","-"
"2108","8500","1400","1100","100","7.73"
"2109","27800","1300","7200","-2600","3.86"
"2112","597800","15600","22700","1400","26.33"
"2114","43900","400","83000","-17800","0.53"
"2117","62100","5800","21500","300","2.89"
"2120","2585900","90500","89700","5700","28.83"
"2121","287300","16700","19000","-300","15.12"
"2122","149600","-2900","-","-","-"
"2124","93300","28400","24300","-1400","3.84"
"2127","10865800","-15700","293900","-48900","36.97"
"2130","333900","1100","185400","1000","1.8"
"2134","9163500","29500","27900","27900","328.44"
"2136","64500","-900","-","-","-"
"2138","1621200","-251900","130200","-3500","12.45"
"2139","51900","-200","800","-700","64.88"
"2146","607600","-13700","77100","-1900","7.88"
"2148","263100","13800","100","-100","2631"
"2150","1358400","-106300","100","-40500","13584"
"2152","37200","-1000","-","-","-"
"2153","244600","-6900","15600","-675000","15.68"
"2154","40900","-12200","29900","-5500","1.37"
"2156","118600","-600","-","-","-"
"2157","893900","25300","30500","-8400","29.31"
"2158","2104600","-55300","-","-600","-"
"2160","5030000","292900","1603100","-195500","3.14"
"2162","1548700","26900","49800","-28600","31.1"
"2163","132600","2600","100","100","1326"
"2164","51900","-54000","-","-","-"
"2168","319800","74700","257000","52200","1.24"
"2169","11100","-900","700","-","15.86"
"2170","1160500","-67000","319700","56600","3.63"
"2173","145200","12000","4000","400","36.3"
"2175","299100","-57600","130000","-28200","2.3"
"2179","6200","1400","-","-","-"
"2180","63900","5100","2700","-","23.67"
"2181","4919200","703800","120500","-26600","40.82"
"2183","128800","6700","-","-1000","-"
"2185","105000","500","-","-","-"
"2186","109300","-2200","-","-","-"
"2193","2205700","98400","348500","-21100","6.33"
"2195","180500","-4300","-","-","-"
"2196","542000","21500","231100","-400","2.35"
"2198","133600","-7200","33400","3700","4"
"2201","95600","2300","21000","-8400","4.55"
"2204","9100","-100","1300","-","7"
"2206","141100","3600","70000","-2300","2.02"
"2207","10300","-300","9200","-300","1.12"
"2208","3800","600","-","-","-"
"2209","20500","-1100","1300","-","15.77"
"2211","68700","3700","621100","36900","0.11"
"2212","73000","-1900","581900","23900","0.13"
"2215","289200","-74700","111300","-63500","2.6"
"2216","144900","4900","32300","-1300","4.49"
"2217","4100","1000","4000","200","1.02"
"2220","46900","-1100","15100","-400","3.11"
"2221","3300","-100","-","-","-"
"2222","554400","-1100","207500","900","2.67"
"2224","12700","900","-","-","-"
"2226","10800","-","4300","-500","2.51"
"2229","255800","-19700","107200","-1900","2.39"
"2264","183500","89100","16100","10000","11.4"
"2266","20700","500","33100","4900","0.63"
"2267","2466200","123300","192500","4200","12.81"
"2268","23200","-900","-","-","-"
"2269","419100","19000","58600","5100","7.15"
"2270","189000","-1500","90300","-100","2.09"
"2281","384000","-7300","19700","-500","19.49"
"2282","340500","-6700","47800","-2200","7.12"
"2286","265200","-6400","1700","100","156"
"2288","42400","-700","11800","-700","3.59"
"2291","19400","1000","3100","-","6.26"
"2292","14500","3400","36700","-3700","0.4"
"2293","2500","300","-","-","-"
"2294","25200","-100","900","-100","28"
"2296","11800","800","2700","-1900","4.37"
"2300","26400","4200","-","-","-"
"2301","52300","-4000","28000","3300","1.87"
"2303","141800","800","-","-","-"
"2304","122100","-7500","40200","-4600","3.04"
"2305","35400","-700","3900","200","9.08"
"2307","107100","2000","10000","-","10.71"
"2309","53600","-19800","200","-200","268"
"2311","132800","14100","-","-","-"
"2315","8926500","-336900","1092700","-18800","8.17"
"2317","2790500","-858500","284700","180600","9.8"
"2321","1724300","27200","-","-","-"
"2323","249200","-9500","-","-","-"
"2325","12300","-500","211300","3200","0.06"
"2326","156100","4600","10700","1900","14.59"
"2327","9500","-1800","42100","800","0.23"
"2329","106900","23900","-","-","-"
"2330","1984100","-8100","-","-","-"
"2331","229100","-4000","18500","-5200","12.38"
"2332","95500","-8000","1800","100","53.06"
"2334","294300","-33600","-","-","-"
"2335","47200","-3600","5100","400","9.25"
"2337","774600","7000","210900","-20200","3.67"
"2338","568000","-42100","-","-","-"
"2340","103300","-8700","-","-","-"
"2341","1044200","-3700","-","-","-"
"2342","725300","-38600","-","-5100","-"
"2344","90500","-22100","-","-","-"
"2345","2631500","-183500","-","-","-"
"2349","36300","-1300","-","-","-"
"2351","215400","-11000","-","-","-"
"2353","8959500","391100","132500","-13100","67.62"
"2354","858000","9400","-","-1300","-"
"2359","57200","7100","1400","300","40.86"
"2370","21572400","3027900","-","-","-"
"2371","656000","-120200","85600","-10300","7.66"
"2372","520700","4900","22300","900","23.35"
"2373","39000","3200","-","-","-"
"2374","123200","-4700","700","300","176"
"2375","2277200","302900","1400","-3800","1626.57"
"2376","102200","-16500","-","-","-"
"2378","105600","-","51800","8900","2.04"
"2379","194500","23300","9900","-2200","19.65"
"2384","525500","8600","25900","2700","20.29"
"2385","943400","21600","-","-","-"
"2388","3987200","-110200","-","-12500","-"
"2389","228900","9300","13100","-5500","17.47"
"2391","50900","400","-","-","-"
"2393","25200","-400","-","-","-"
"2395","1236700","17300","650700","1900","1.9"
"2397","553400","2400","-","-","-"
"2402","28700","-12900","-","-","-"
"2404","94600","-17100","45500","-200","2.08"
"2408","149400","27400","-","-","-"
"2410","341200","6400","10500","4300","32.5"
"2411","536000","800","400","-","1340"
"2412","549100","-136600","80900","-5200","6.79"
"2413","4175000","143900","311300","-80300","13.41"
"2415","133400","-2200","-","-","-"
"2418","972400","23700","9300","600","104.56"
"2424","222200","-1800","500","-","444.4"
"2425","32800","-400","-","-","-"
"2427","4552500","91400","582300","164200","7.82"
"2428","752900","-40300","9900","-1100","76.05"
"2429","270100","-45100","9200","-","29.36"
"2432","705200","-29100","67700","-14200","10.42"
"2433","397200","65000","206100","-2300","1.93"
"2435","1048200","-26200","6200","-3800","169.06"
"2436","305300","-4300","-","-","-"
"2437","1535100","10900","-","-","-"
"2438","963600","27300","290900","12900","3.31"
"2440","1295100","21500","243100","-21700","5.33"
"2445","219900","-3200","1200","-5800","183.25"
"2449","80800","800","-","-","-"
"2453","69100","28600","2200","-100","31.41"
"2454","511400","50700","-","-","-"
"2459","346700","-4600","-","-","-"
"2461","319500","-31200","91500","26400","3.49"
"2462","334000","15100","32200","-18400","10.37"
"2464","197600","-15600","2400","-","82.33"
"2468","394800","4800","200","-1400","1974"
"2469","50300","-100","-","-","-"
"2471","3059500","-81900","160900","-26800","19.01"
"2475","10300","-200","1600","-2000","6.44"
"2477","184000","6500","26600","-2800","6.92"
"2479","772900","6100","-","-","-"
"2480","18100","-1900","-","-","-"
"2481","6500","300","2300","400","2.83"
"2483","139300","-","-","-","-"
"2484","1646600","-207400","2880700","85900","0.57"
"2485","109400","2500","500","-600","218.8"
"2487","4200","-200","1200","200","3.5"
"2488","484900","-36000","-","-","-"
"2489","737500","-17900","51800","1700","14.24"
"2491","538800","-27300","24600","6600","21.9"
"2492","1342500","32600","783900","-33000","1.71"
"2493","17600","1800","-","-","-"
"2497","436100","-2700","28800","300","15.14"
"2498","82200","11100","-","-","-"
"2499","70300","-7800","-","-","-"
"2501","81200","1100","474700","-25200","0.17"
"2502","391600","41900","85300","-509200","4.59"
"2503","738800","371900","162200","19300","4.55"
"2531","109800","5000","49600","-4800","2.21"
"2533","522700","21300","237000","147500","2.21"
"2540","16700","8800","2500","100","6.68"
"2573","48400","11200","-","-","-"
"2579","432100","-54100","174100","141200","2.48"
"2585","133200","7800","1400","-","95.14"
"2586","2179600","35900","-","-","-"
"2587","170500","-7400","35300","-500","4.83"
"2588","96700","-400","-","-","-"
"2590","19000","5200","52200","-3300","0.36"
"2593","632200","448100","67200","-24300","9.41"
"2594","24100","-1000","22900","-1300","1.05"
"2597","52600","-5800","-","-","-"
"2599","59100","200","600","100","98.5"
"2602","45200","1500","13900","-700","3.25"
"2607","110400","2500","110000","-1200","1"
"2612","15500","-900","-","-","-"
"2613","54000","4900","15100","500","3.58"
"2651","885200","-16900","88900","-7000","9.96"
"2652","723700","53500","61300","100","11.81"
"2653","47600","10900","-","-100","-"
"2654","74500","200","-","-","-"
"2656","1676200","-70500","-","-","-"
"2659","31200","4600","2200","-700","14.18"
"2664","69400","46300","13100","2500","5.3"
"2666","887400","-112500","-","-","-"
"2667","3494900","132500","555200","174000","6.29"
"2668","21000","-500","-","-","-"
"2669","11900","-","1600","-700","7.44"
"2670","326400","-19200","18800","100","17.36"
"2673","737200","4900","-","-","-"
"2674","77200","-4400","12100","5500","6.38"
"2676","20200","-5100","4100","200","4.93"
"2678","46000","-7500","65000","-65800","0.71"
"2681","421500","-56200","82000","4800","5.14"
"2683","7400","200","-","-","-"
"2685","137900","8200","117200","22700","1.18"
"2686","9700","-","-","-","-"
"2687","212200","3000","59100","-1000","3.59"
"2689","18600","-200","700","-","26.57"
"2692","7400","-1600","12900","-200","0.57"
"2693","456900","30900","-","-","-"
"2694","197800","-8900","18800","1300","10.52"
"2695","51000","8900","252300","200","0.2"
"2698","37200","5400","2100","200","17.71"
"2700","12000","-1300","-","-","-"
"2702","172300","30700","2497500","1043800","0.07"
"2705","24300","4600","-","-","-"
"2708","121600","-1000","-","-","-"
"2715","185600","-24100","4600","-400","40.35"
"2721","674300","134800","-","-3900","-"
"2722","201300","-800","600","-7300","335.5"
"2726","1292000","-34200","111200","5900","11.62"
"2730","73300","3100","105500","-600","0.69"
"2733","11500","500","5000","-3300","2.3"
"2734","97700","32900","75400","-3176100","1.3"
"2735","145400","7400","15300","-2500","9.5"
"2736","8400","700","-","-","-"
"2737","84500","4900","500","400","169"
"2742","32800","700","7700","-","4.26"
"2743","4831300","-101900","-","-","-"
"2747","10800","200","-","-","-"
"2749","548200","-461000","216500","-39900","2.53"
"2750","64000","3900","-","-","-"
"2751","36400","-200","5100","-200","7.14"
"2752","61700","-8000","1048300","69700","0.06"
"2753","24300","100","3200","-200","7.59"
"2754","32900","-500","-","-","-"
"2760","454700","-15800","113200","-6100","4.02"
"2762","2308100","-36400","-","-","-"
"2763","53400","-2800","1300","600","41.08"
"2764","2459700","33100","100","-","24597"
"2767","4355700","375900","44800","3100","97.23"
"2768","1149600","-249200","172000","60700","6.68"
"2769","16800","-2300","-","-400","-"
"2776","4228800","8400","-","-","-"
"2778","1357400","-95500","1900","-11700","714.42"
"2780","773900","6300","75800","1700","10.21"
"2782","386500","-38700","54700","4100","7.07"
"2784","29700","-4800","208400","-20000","0.14"
"2788","2287500","-69900","-","-","-"
"2789","106500","1200","-","-","-"
"2790","38600","1200","-","-","-"
"2791","22400","1400","40900","-3200","0.55"
"2792","202900","-23300","41800","-10300","4.85"
"2795","8400","-100","-","-","-"
"2796","27400","-8500","13300","-40900","2.06"
"2798","7400","400","-","-","-"
"2801","52400","6500","79000","-11500","0.66"
"2802","828200","192800","851800","-5230500","0.97"
"2804","4300","-600","89000","-3600","0.05"
"2805","6000","300","-","-","-"
"2806","18400","-1000","-","-","-"
"2809","94700","11300","326000","-200300","0.29"
"2810","38500","-1700","44600","-1400","0.86"
"2811","90700","-1100","218800","-15200","0.41"
"2812","958200","-9400","-","-","-"
"2813","106800","-700","-","-","-"
"2814","49300","2500","-","-","-"
"2815","23300","-300","4100","-400","5.68"
"2816","10000","900","400","100","25"
"2818","3500","900","400","-","8.75"
"2819","4900","100","1400","1100","3.5"
"2820","124700","9700","300","300","415.67"
"2830","11000","8400","-","-","-"
"2831","15400","11000","-","-700","-"
"2871","55700","4600","28100","-2200","1.98"
"2872","44900","-1900","-","-","-"
"2874","34500","-9800","109800","-22900","0.31"
"2875","607300","-2900","101100","-25200","6.01"
"2876","134900","16500","-","-","-"
"2877","5200","1300","-","-","-"
"2882","66600","4900","34700","17700","1.92"
"2883","8600","-","-","-","-"
"2884","969600","-4800","147000","-19500","6.6"
"2892","149500","8800","-","-100","-"
"2894","190200","-2000","-","-","-"
"2897","37900","-8200","73300","300","0.52"
"2899","30500","1300","500","-1500","61"
"2901","508900","-5500","-","-","-"
"2903","122700","600","-","-","-"
"2904","21300","-1600","1000","200","21.3"
"2907","63900","3600","4600","200","13.89"
"2908","11000","-1400","22800","-","0.48"
"2910","16000","-5100","18000","-3000","0.89"
"2911","1400","100","-","-","-"
"2914","6316100","-225200","578300","59400","10.92"
"2915","47100","5800","14400","-600","3.27"
"2916","3900","300","-","-","-"
"2917","5000","-","-","-","-"
"2918","25900","7400","55700","-1200","0.46"
"2922","2400","-600","4500","300","0.53"
"2923","1900","-400","-","-","-"
"2924","78000","4400","1300","100","60"
"2926","1197900","117000","10400","2200","115.18"
"2927","232900","-2700","-","-","-"
"2929","1666100","71500","579400","-78400","2.88"
"2930","2613300","-6900","1265100","151400","2.07"
