"SC","信用買残高","信用買残高 前週比","信用売残高","信用売残高 前週比","貸借倍率"
"1301","26100","-2800","4200","100","6.21"
"1332","1981100","-8600","296000","-26900","6.69"
"1333","689400","35600","46500","-7700","14.83"
"1375","111500","7900","14100","-","7.91"
"1376","13700","3400","-","-","-"
"1377","89300","-14300","28400","-1233200","3.14"
"1379","36100","1300","40900","1000","0.88"
"1380","4600","800","-","-","-"
"1381","8600","400","100","-","86"
"1382","20300","-600","-","-","-"
"1383","7900","2100","-","-","-"
"1384","191300","-6500","-","-","-"
"1400","412000","14900","-","-","-"
"1401","49000","600","-","-","-"
"1407","513900","14300","110600","-5100","4.65"
"1414","84800","-13600","25400","-1600","3.34"
"1417","81600","7400","24900","-1300","3.28"
"1418","915500","-3000","426900","-27200","2.14"
"1419","692200","380900","957800","-744400","0.72"
"1420","20000","900","2600","100","7.69"
"1429","273700","-3100","43500","-10000","6.29"
"1430","142600","74100","72900","-49300","1.96"
"1431","51700","-1900","134200","2400","0.39"
"1433","128400","1800","111400","-200","1.15"
"1434","182200","-17500","2300","200","79.22"
"1435","2132000","64100","3000","-800","710.67"
"1436","93400","-11200","-","-","-"
"1438","50900","-1200","-","-","-"
"1439","61400","-100","-","-","-"
"1443","857400","26800","-","-","-"
"1444","37800","1400","-","-","-"
"1446","84300","1600","39500","2300","2.13"
"1447","2122800","-8100","300","300","7076"
"1450","23200","-200","-","-","-"
"1451","39300","1200","-","-","-"
"1491","1750000","-29800","-","-","-"
"1514","11214000","-48900","9500","-","1180.42"
"1515","163100","-1500","23400","-12700","6.97"
"1518","1404600","119000","949900","172200","1.48"
"1605","6053700","525800","936700","-287900","6.46"
"1662","474100","200","67900","-10500","6.98"
"1663","217400","2900","7900","-2000","27.52"
"1711","518200","-17400","-","-","-"
"1712","137000","-9700","22000","500","6.23"
"1716","41000","300","1500","-3900","27.33"
"1717","224500","-28000","-","-","-"
"1718","36700","-5800","-","-","-"
"1719","59300","-13800","311400","-13300","0.19"
"1720","499100","300","54200","-13500","9.21"
"1721","85200","9300","96700","-5900","0.88"
"1723","17500","900","100","100","175"
"1724","206300","1600","-","-","-"
"1726","140600","-2800","500","200","281.2"
"1730","73200","4400","-","-","-"
"1736","14800","500","-","-","-"
"1739","194700","-1300","-","-","-"
"1743","46900","-1100","-","-","-"
"1757","6893500","66900","-","-","-"
"1758","36300","1400","-","-","-"
"1762","16400","1900","6700","-13900","2.45"
"1764","9500","-100","-","-","-"
"1766","78800","700","5400","-4400","14.59"
"1768","5300","1000","30400","200","0.17"
"1770","400200","3100","-","-","-"
"1773","123000","69000","-","-","-"
"1775","26800","1500","-","-","-"
"1776","136400","-13300","-","-","-"
"1780","17900","100","57600","-8000","0.31"
"1783","3735700","-33300","-","-","-"
"1786","1717900","-110100","102100","-38900","16.83"
"1787","3100","-300","-","-","-"
"1788","5300","1000","-","-","-"
