"SC","信用買残高","信用買残高 前週比","信用売残高","信用売残高 前週比","貸借倍率"
"1301","27800","1700","4100","-100","6.78"
"1332","1858200","-122900","310400","14400","5.99"
"1333","694500","5100","45400","-1100","15.3"
"1375","114700","3200","14100","-","8.13"
"1376","13400","-300","-","-","-"
"1377","77400","-11900","23800","-4600","3.25"
"1379","29800","-6300","43300","2400","0.69"
"1380","3900","-700","-","-","-"
"1381","7700","-900","100","-","77"
"1382","19700","-600","-","-","-"
"1383","6700","-1200","-","-","-"
"1384","190300","-1000","-","-","-"
"1400","563500","151500","-","-","-"
"1401","51800","2800","-","-","-"
"1407","612900","99000","90200","-20400","6.79"
"1414","74500","-10300","25200","-200","2.96"
"1417","73600","-8000","23700","-1200","3.11"
"1418","923500","8000","389500","-37400","2.37"
"1419","663100","-29100","890500","-67300","0.74"
"1420","20200","200","2600","-","7.77"
"1429","279000","5300","37400","-6100","7.46"
"1430","175200","32600","65900","-7000","2.66"
"1431","58200","6500","143900","9700","0.4"
"1433","152300","23900","121600","10200","1.25"
"1434","182600","400","4200","1900","43.48"
"1435","2170300","38300","3100","100","700.1"
"1436","96300","2900","-","-","-"
"1438","51800","900","-","-","-"
"1439","63800","2400","-","-","-"
"1443","894700","37300","-","-","-"
"1444","34600","-3200","-","-","-"
"1446","88400","4100","39500","-","2.24"
"1447","2118600","-4200","-","-300","-"
"1450","23300","100","-","-","-"
"1451","38500","-800","-","-","-"
"1491","1747000","-3000","-","-","-"
"1514","10718700","-495300","9500","-","1128.28"
"1515","160300","-2800","24200","800","6.62"
"1518","1402600","-2000","951400","1500","1.47"
"1605","5263000","-790700","1693800","757100","3.11"
"1662","479400","5300","71300","3400","6.72"
"1663","223300","5900","7600","-300","29.38"
"1711","547200","29000","-","-","-"
"1712","137400","400","29600","7600","4.64"
"1716","66600","25600","4900","3400","13.59"
"1717","218200","-6300","-","-","-"
"1718","36700","-","-","-","-"
"1719","77000","17700","331000","19600","0.23"
"1720","495200","-3900","78900","24700","6.28"
"1721","77000","-8200","100500","3800","0.77"
"1723","15800","-1700","-","-100","-"
"1724","199400","-6900","-","-","-"
"1726","140800","200","400","-100","352"
"1730","71300","-1900","-","-","-"
"1736","14400","-400","-","-","-"
"1739","201500","6800","-","-","-"
"1743","46600","-300","-","-","-"
"1757","6580800","-312700","-","-","-"
"1758","36600","300","-","-","-"
"1762","13100","-3300","9000","2300","1.46"
"1764","7500","-2000","-","-","-"
"1766","74700","-4100","9700","4300","7.7"
"1768","6000","700","30200","-200","0.2"
"1770","403300","3100","-","-","-"
"1773","96000","-27000","-","-","-"
"1775","25900","-900","-","-","-"
"1776","135500","-900","-","-","-"
"1780","19000","1100","57000","-600","0.33"
"1783","3725400","-10300","-","-","-"
