"SC","信用買残高","信用買残高 前週比","信用売残高","信用売残高 前週比","貸借倍率"
"1301","29500","1100","2800","100","10.54"
"1332","1596300","-51600","351300","34700","4.54"
"1333","801400","5300","51200","2500","15.65"
"1375","235600","16600","13200","-100","17.85"
"1376","38800","10700","-","-","-"
"1377","74300","10900","17700","-1000","4.2"
"1379","37700","-200","39900","500","0.94"
"1380","5800","1800","-","-","-"
"1381","4200","-100","-","-","-"
"1382","19000","300","-","-","-"
"1383","7100","300","-","-","-"
"1384","153200","-5100","-","-","-"
"1400","642800","5700","-","-","-"
"1401","74000","15000","-","-","-"
"1407","599200","2600","95500","-17800","6.27"
"1414","81500","-5200","30900","200","2.64"
"1417","83900","1800","26500","-","3.17"
"1418","856600","9000","256400","-27400","3.34"
"1419","635800","-41200","527000","-50900","1.21"
"1420","25500","2300","2500","-","10.2"
"1429","325300","2600","25700","-6300","12.66"
"1430","326500","82800","59900","-100","5.45"
"1431","51700","1500","126500","-2400","0.41"
"1433","333300","-59900","163200","-9900","2.04"
"1434","181700","-21200","1100","-300","165.18"
"1435","2198200","-","3000","-100","732.73"
"1436","110400","4300","-","-","-"
"1438","47800","-100","-","-","-"
"1439","74900","-1500","100","100","749"
"1443","918900","-10900","-","-","-"
"1444","26700","-3400","-","-","-"
"1446","104200","300","41600","100","2.5"
"1447","2237400","30300","-","-","-"
"1450","23100","-300","-","-","-"
"1451","39100","-300","-","-","-"
"1491","1712600","3100","-","-","-"
"1514","11552800","506200","9500","-5000","1216.08"
"1515","151900","-2200","11300","-700","13.44"
"1518","1374100","19800","871800","-16000","1.58"
"1605","4558400","-578800","1701600","503400","2.68"
"1662","444300","-11900","49200","-3400","9.03"
"1663","281100","13900","4200","-3700","66.93"
"1711","623700","-13200","-","-","-"
"1712","479900","-31300","185200","-24100","2.59"
"1716","65400","-","2300","-1700","28.43"
"1717","240700","-4100","-","-","-"
"1718","38000","-300","-","-","-"
"1719","346100","42000","470300","-2400","0.74"
"1720","404800","28100","44200","-2600","9.16"
"1721","90700","5400","101100","-6800","0.9"
"1723","13600","-1200","-","-","-"
"1724","204300","3900","-","-","-"
"1726","162500","7700","8500","3000","19.12"
"1730","81000","-5300","-","-","-"
"1736","15600","2000","-","-","-"
"1739","185600","5500","-","-","-"
"1743","37600","500","-","-","-"
"1757","7485600","504900","-","-","-"
"1758","26300","-1300","-","-","-"
"1762","15900","900","6100","-500","2.61"
"1764","6900","1000","-","-","-"
"1766","72100","500","6000","-2800","12.02"
"1768","6900","-100","30400","300","0.23"
"1770","410500","3400","-","-","-"
"1773","12000","-18000","-","-","-"
"1775","24800","400","-","-","-"
"1776","134500","-1900","-","-","-"
"1780","12100","700","47600","-5200","0.25"
"1783","3887100","10300","-","-","-"
"1786","1802300","-13300","94700","-10300","19.03"
"1787","5600","1600","-","-","-"
"1788","4100","300","-","-","-"
"1789","109200","5400","9300","-2400","11.74"
"1793","1700","400","-","-","-"
"1795","3000","200","-","-","-"
"1798","94800","-100","-","-","-"
"1799","40200","100","1500","-1100","26.8"
"1801","129000","-3200","425700","10300","0.3"
"1802","480500","3200","455200","-50700","1.06"
"1803","1031900","192300","694200","-43400","1.49"
"1805","360200","63500","15600","-100","23.09"
"1807","115800","300","-","-","-"
"1808","207700","-32100","318300","7100","0.65"
"1810","32700","-8400","6100","1200","5.36"
"1811","93000","5000","800","-100","116.25"
"1812","623700","-30700","252700","-3200","2.47"
"1813","197700","6500","5900","-","33.51"
"1814","205900","-15600","4600","-5100","44.76"
"1815","138600","4700","13600","-1300","10.19"
"1820","227600","-5100","49600","900","4.59"
"1821","2120500","125400","291400","1700","7.28"
"1822","13300","-7000","16500","600","0.81"
"1826","1287500","-1300","700","-900","1839.29"
"1827","715300","19500","6200","300","115.37"
"1828","157700","-7300","-","-","-"
"1833","197400","-700","29800","800","6.62"
"1835","54300","3400","9800","3900","5.54"
"1840","680500","-22300","-","-","-"
"1841","32400","-2000","-","-","-"
"1844","408100","-9500","-","-","-"
"1847","97900","-27800","400","-","244.75"
"1848","41300","8100","2100","1600","19.67"
"1850","774800","4400","-","-","-"
"1852","130300","-3900","15800","-1000","8.25"
"1853","386600","9200","-","-","-"
"1860","451400","83800","373500","-18400","1.21"
"1861","245400","-","40900","-1300","6"
