"SC","信用買残高","信用買残高 前週比","信用売残高","信用売残高 前週比","貸借倍率"
"1301","40800","-2800","4900","-4300","8.33"
"1332","1400800","15400","134500","-6300","10.41"
"1333","549800","25300","42700","500","12.88"
"1375","122500","-1400","14300","-1100","8.57"
"1376","8900","2500","-","-","-"
"1377","103800","2600","18700","1100","5.55"
"1379","49100","11500","42200","-9900","1.16"
"1380","4300","100","-","-","-"
"1381","6900","-400","-","-100","-"
"1382","25500","100","-","-","-"
"1383","14300","-400","-","-","-"
"1384","195700","6200","1000","-1000","195.7"
"1400","368100","66500","-","-","-"
"1401","43500","1100","-","-","-"
"1407","525300","56500","87600","-900","6"
"1414","168000","6500","19200","1700","8.75"
"1417","91100","-500","43700","2600","2.08"
"1418","180400","-14300","2200","-1800","82"
"1419","248400","68600","972900","-16500","0.26"
"1420","34000","4000","21600","-7000","1.57"
"1429","324700","8900","48700","1800","6.67"
"1430","203200","-24500","22800","8300","8.91"
"1431","42000","-3800","176600","-20100","0.24"
"1433","169700","3200","109100","-400","1.56"
"1434","190000","7600","6200","1000","30.65"
"1435","2256900","-92900","18900","800","119.41"
"1436","110400","23700","-","-","-"
"1438","43600","1000","-","-","-"
"1439","67500","-3700","-","-","-"
"1443","895500","17100","-","-","-"
"1444","37000","-2100","-","-","-"
"1446","69900","3200","35700","-800","1.96"
"1447","2398100","18100","-","-","-"
"1450","20000","100","-","-","-"
"1451","41500","-600","-","-","-"
"1491","1909900","60300","-","-","-"
"1514","12662800","-492000","9700","-4100","1305.44"
"1515","71100","3000","17400","-200","4.09"
"1518","1261700","102000","544700","183300","2.32"
"1605","8653800","-342600","754400","196300","11.47"
"1662","415800","12500","148800","-5400","2.79"
"1663","254600","-7700","14200","-2100","17.93"
"1711","506300","4000","-","-","-"
"1712","298500","105300","18400","-12700","16.22"
"1716","46900","-4400","1800","1700","26.06"
"1717","245200","13700","-","-","-"
"1718","68700","100","-","-","-"
"1719","197300","24400","210000","191700","0.94"
"1720","634800","8800","51100","-200","12.42"
"1721","158600","-400","61000","-23900","2.6"
"1723","16300","-5300","-","-","-"
"1724","258600","-6000","-","-","-"
"1726","190300","400","500","-9200","380.6"
"1730","62600","400","-","-","-"
"1736","9600","-","-","-","-"
"1739","359500","4200","-","-","-"
"1743","54900","700","-","-","-"
"1757","25110000","367000","-","-","-"
"1758","37100","-1300","-","-","-"
"1762","19100","3600","7900","-17900","2.42"
"1764","11100","-200","-","-","-"
"1766","42000","-3600","173300","102600","0.24"
"1768","3900","300","30500","200","0.13"
"1770","385400","-","-","-","-"
"1773","16000","7000","-","-","-"
"1775","28900","-4200","-","-","-"
"1776","192200","-2900","-","-","-"
"1780","3800","-7600","79100","-31800","0.05"
"1783","3693000","57100","-","-","-"
"1786","1054900","46900","96600","9100","10.92"
"1787","2600","100","-","-","-"
"1788","5800","-100","-","-","-"
"1789","136800","-4700","11700","-1500","11.69"
"1793","600","200","-","-","-"
"1795","800","500","-","-","-"
"1798","97500","200","-","-","-"
"1799","20300","-","1600","-","12.69"
"1801","187200","56100","190500","58200","0.98"
"1802","974400","66800","277100","67900","3.52"
"1803","635500","-100100","803900","-69000","0.79"
"1805","280700","-12200","4900","-3200","57.29"
"1807","110700","100","-","-","-"
"1808","317800","-26900","239200","7800","1.33"
"1810","33800","-300","2300","-2900","14.7"
"1811","81300","3700","1300","300","62.54"
"1812","580800","-20300","86500","7000","6.71"
"1813","168600","-300","3200","-600","52.69"
"1814","209200","11000","1100","-200","190.18"
"1815","134600","3600","9100","-1100","14.79"
"1820","379200","-13800","56700","2200","6.69"
"1821","2421800","737300","14200","-42300","170.55"
"1822","44200","300","8900","-2800","4.97"
"1826","1409800","-800","2400","-2500","587.42"
"1827","488200","-32300","2200","1500","221.91"
"1828","120900","-1200","-","-","-"
"1833","267400","17200","20000","-9900","13.37"
"1835","11800","-1800","8900","400","1.33"
"1840","665700","-53200","-","-","-"
"1841","23600","-","-","-","-"
"1844","273500","-3900","-","-","-"
"1847","142600","-32200","400","-","356.5"
"1848","35000","1800","46000","-600","0.76"
"1850","803300","28000","-","-","-"
"1852","200700","18700","28100","-5800","7.14"
"1853","252500","19100","-","-","-"
"1860","425000","77800","274400","-30200","1.55"
"1861","259000","7800","34000","100","7.62"
"1866","73500","7400","7100","2200","10.35"
"1867","10300","2200","2400","1000","4.29"
"1870","135000","400","20400","1400","6.62"
"1871","277500","3700","70300","-5400","3.95"
"1873","506700","-4500","251400","-","2.02"
"1878","39100","-7000","24900","1800","1.57"
"1879","387600","-29200","8900","-1800","43.55"
"1882","79900","54900","16600","3900","4.81"
"1884","9500","2700","4000","-600","2.38"
"1885","27700","5000","3800","-300","7.29"
"1887","172100","-1700","1900","800","90.58"
"1888","62000","1000","55500","2700","1.12"
"1890","1433800","1214800","12400","2800","115.63"
"1893","1017100","138000","264900","10500","3.84"
"1897","2800","100","-","-","-"
"1898","2096500","-116000","3700","500","566.62"
"1899","106200","400","500","-100","212.4"
"1904","3700","500","3000","-300","1.23"
"1905","172600","2000","-","-","-"
"1909","97700","6800","-","-","-"
"1911","504200","-15600","237700","7700","2.12"
"1914","39800","4000","6200","600","6.42"
"1921","117600","1600","3400","-400","34.59"
"1925","324000","-23300","44500","-19300","7.28"
"1926","63400","1400","4700","-1200","13.49"
"1928","243500","8200","353800","-19000","0.69"
"1929","100000","13000","35000","-900","2.86"
"1930","102900","1400","7800","200","13.19"
"1934","148800","-1200","6500","1200","22.89"
"1938","83700","-2800","1000","-","83.7"
"1939","29700","-2300","1100","-1700","27"
"1941","45400","18600","26700","-3400","1.7"
"1942","98800","-1200","71200","-2700","1.39"
"1944","23800","1700","88100","2500","0.27"
"1945","102400","-3900","13800","-1000","7.42"
"1946","17200","-300","600","-2700","28.67"
"1948","15100","-","-","-","-"
"1949","18300","1100","1300","-100","14.08"
"1950","15900","-","9200","-2000","1.73"
"1951","95000","200","41100","1000","2.31"
"1952","11100","1400","26300","-500","0.42"
"1954","43500","1400","700","-100","62.14"
"1959","29800","6300","7600","200","3.92"
"1960","152700","2500","-","-","-"
"1961","93000","14300","19100","-","4.87"
"1963","1141100","-96300","203300","19400","5.61"
"1964","42400","2500","800","-200","53"
"1965","12300","1900","2400","-2700","5.13"
"1966","523800","-70200","76200","5900","6.87"
"1967","571500","1900","91100","500","6.27"
"1968","20000","4000","6500","-2400","3.08"
"1969","23400","2000","16400","1600","1.43"
"1971","74500","-700","-","-","-"
"1972","78800","4300","6700","700","11.76"
"1973","102800","3600","39200","-900","2.62"
"1975","2400","-200","200","-","12"
"1976","152100","-10200","17300","-10000","8.79"
"1979","6600","2200","33700","-6600","0.2"
"1980","114100","-1300","2300","-1400","49.61"
"1981","200","-","-","-","-"
"1982","22400","700","15800","-300","1.42"
"1992","11100","1600","-","-","-"
"1994","176000","25500","-","-","-"
"1997","22900","400","-","-","-"
"2001","13300","6900","6800","-4000","1.96"
"2002","125000","-39400","122200","-5700","1.02"
"2003","41000","300","100","100","410"
"2004","19200","-2500","12100","-1300","1.59"
"2009","78700","7700","-","-","-"
"2053","135300","-7600","1700","-100","79.59"
"2055","229400","19300","2300","-","99.74"
"2060","306500","-18600","2000","-","153.25"
"2107","70300","5300","-","-","-"
"2108","7600","-5000","1500","-3700","5.07"
"2109","19500","-10700","9300","-6900","2.1"
"2112","161700","-400","21200","-4300","7.63"
"2114","56900","3400","3600","-1900","15.81"
"2117","29700","-600","9100","-3100","3.26"
"2120","2291800","129700","349700","-1200","6.55"
"2121","304300","-3300","48300","5500","6.3"
"2122","206200","400","-","-","-"
"2124","66800","8500","16300","-4800","4.1"
"2127","7095000","1278500","517300","144800","13.72"
"2130","433500","29300","33800","5300","12.83"
"2134","7177000","-77700","-","-","-"
"2136","82700","4100","-","-","-"
"2138","1210700","-5200","421000","-400","2.88"
"2139","60700","800","1800","-2300","33.72"
"2146","528200","-14100","102900","1000","5.13"
"2148","168800","-10100","-","-","-"
"2150","1544100","74500","-","-","-"
