"SC","信用買残高","信用買残高 前週比","信用売残高","信用売残高 前週比","貸借倍率"
"1301","32200","-1100","2800","200","11.5"
"1332","1585900","7900","183500","-36900","8.64"
"1333","621400","-106400","88700","12300","7.01"
"1375","189600","-21000","3200","-100","59.25"
"1376","36400","-1300","-","-","-"
"1377","46100","-","29800","-15400","1.55"
"1379","58700","17400","19000","800","3.09"
"1380","5200","1500","1300","1300","4"
"1381","6100","700","-","-","-"
"1382","58800","-3600","-","-","-"
"1383","15200","3600","-","-","-"
"1384","170200","-14700","-","-","-"
"1400","706900","31700","-","-","-"
"1401","112500","22000","-","-","-"
"1407","226200","-4700","95000","-2200","2.38"
"1414","42000","-7500","25900","-700","1.62"
"1417","135800","51500","22500","3500","6.04"
"1418","349100","-3700","43700","1600","7.99"
"1419","267500","-18100","512400","69800","0.52"
"1420","35100","1400","3900","500","9"
"1429","591600","-65600","15800","1000","37.44"
"1430","117800","-14900","95700","14600","1.23"
"1431","42800","-28000","17500","-82600","2.45"
"1433","206100","-13200","112700","-800","1.83"
"1434","263000","-26400","26400","-4300","9.96"
"1435","2027000","4700","1000","-1000","2027"
"1436","94800","100","-","-","-"
"1438","44600","-200","-","-","-"
"1439","55500","-2500","-","-","-"
"1443","768600","-14500","-","-","-"
"1444","32900","400","-","-","-"
"1446","47300","3900","41400","500","1.14"
"1447","2049400","23200","-","-","-"
"1450","21100","-200","-","-","-"
"1451","54100","3000","-","-","-"
"1491","1351000","21500","-","-","-"
"1514","3568800","-524900","37100","27600","96.19"
"1515","77000","-6300","5800","-1000","13.28"
"1518","1174800","-46100","723300","-32300","1.62"
"1605","8430700","-229700","1183100","81600","7.13"
"1662","483100","-126200","61700","21600","7.83"
"1663","464000","83600","8900","4300","52.13"
"1711","592800","-8400","-","-800","-"
"1712","568900","-8200","5000","500","113.78"
"1716","100500","14000","2000","-400","50.25"
"1717","186900","1200","-","-","-"
"1718","71600","-100","-","-","-"
"1719","453800","-75500","92900","14800","4.88"
"1720","416700","-15000","106900","55900","3.9"
"1721","26200","-40400","82100","-33100","0.32"
"1723","16200","-400","-","-","-"
"1724","197400","5000","-","-","-"
"1726","242600","107400","11100","9900","21.86"
"1730","99700","3500","-","-","-"
"1736","8100","-1000","-","-","-"
"1739","310100","-56200","-","-","-"
"1743","32800","1300","-","-","-"
"1757","5329400","184200","-","-","-"
"1758","94600","500","-","-","-"
"1762","13700","-1500","1000","-300","13.7"
"1764","8000","-1300","-","-","-"
"1766","10300","-400","8500","1200","1.21"
"1768","5700","-500","31100","300","0.18"
"1770","68800","20400","-","-","-"
"1773","9000","6000","-","-","-"
"1775","42600","3200","-","-","-"
"1776","139800","-2500","-","-","-"
"1780","27500","13200","14500","3900","1.9"
"1783","3672700","-22900","-","-","-"
"1786","941100","-17700","29500","-12000","31.9"
"1787","3500","100","-","-","-"
"1788","3800","100","-","-","-"
"1789","123500","-14900","4900","-6100","25.2"
"1793","4900","-","-","-","-"
"1795","2100","-1700","-","-","-"
"1798","94200","-","-","-","-"
"1799","84500","700","500","100","169"
"1801","81200","-59400","283600","31900","0.29"
"1802","368200","-2100","295400","4400","1.25"
"1803","1137800","-76700","459100","66700","2.48"
"1805","718700","17300","12500","-2100","57.5"
"1807","138100","-900","-","-","-"
"1808","287600","24500","280600","-13600","1.02"
"1810","43100","16600","3200","2500","13.47"
"1811","84000","-4000","700","-1100","120"
"1812","966500","336300","291600","-35500","3.31"
"1813","143300","-40900","7500","500","19.11"
"1814","116700","-43300","20000","2300","5.83"
"1815","197700","18800","8000","1600","24.71"
"1820","194300","-8100","58200","13600","3.34"
"1821","1187700","-15400","214200","800","5.54"
"1822","23700","9100","14200","4600","1.67"
"1826","981400","-1300","55500","1300","17.68"
"1827","1376800","90200","500","-1900","2753.6"
"1828","122700","-12100","-","-","-"
"1833","178000","-12900","8000","-8100","22.25"
"1835","10200","-34100","29500","-2900","0.35"
"1840","439400","22100","-","-","-"
"1841","19200","-9300","-","-","-"
"1844","390000","-25900","-","-","-"
"1847","123700","-2700","400","-","309.25"
"1848","35800","300","19200","-600","1.86"
"1850","680800","14900","-","-","-"
"1852","98600","-14100","15800","-800","6.24"
"1853","485900","2200","-","-","-"
"1860","60500","-166000","155200","22300","0.39"
"1861","61000","-1600","39900","200","1.53"
"1866","22300","3800","1500","-1100","14.87"
"1867","12800","5600","600","100","21.33"
"1870","57100","-6800","9800","-1900","5.83"
"1871","495600","76200","217200","-4400","2.28"
"1873","583900","36300","252800","-7000","2.31"
"1878","24200","-9000","31000","3600","0.78"
"1879","374800","18700","18000","3700","20.82"
"1882","196100","78500","29800","-2200","6.58"
"1884","37300","6600","13100","1500","2.85"
"1885","47000","-60800","4100","400","11.46"
"1887","270000","-34500","18200","5300","14.84"
"1888","38800","-4200","4200","-500","9.24"
"1890","311800","-165300","16400","-200","19.01"
"1893","704500","106800","53700","-16100","13.12"
"1897","4100","600","-","-","-"
"1898","1134800","49300","49900","-4500","22.74"
"1899","51700","-2800","15900","7800","3.25"
"1904","53400","19800","35400","33700","1.51"
"1905","150600","-9700","-","-","-"
"1909","219300","-600","-","-","-"
