"SC","信用買残高","信用買残高 前週比","信用売残高","信用売残高 前週比","貸借倍率"
"1301","27800","-500","5200","100","5.35"
"1332","802200","-15500","388800","-12700","2.06"
"1333","604100","-11300","63900","-8700","9.45"
"1375","230500","-11700","3100","-","74.35"
"1376","34000","-300","-","-","-"
"1377","55600","-3700","30100","-700","1.85"
"1379","34300","-700","29900","3800","1.15"
"1380","4300","100","-","-","-"
"1381","6500","-400","-","-","-"
"1382","128400","84800","1500","-4900","85.6"
"1383","10600","1200","-","-","-"
"1384","147200","24800","-","-","-"
"1400","591200","21000","-","-","-"
"1401","83700","-10000","-","-","-"
"1407","322500","-38600","113900","-20300","2.83"
"1414","60900","1400","23800","900","2.56"
"1417","80600","-4700","25100","700","3.21"
"1418","763500","12400","229800","-","3.32"
"1419","282100","-12500","213500","700","1.32"
"1420","26100","1700","3100","-100","8.42"
"1429","516900","27200","21300","300","24.27"
"1430","145800","-5900","51200","-100","2.85"
"1431","56700","-6800","123500","4700","0.46"
"1433","309000","-25600","145900","5100","2.12"
"1434","299600","22200","71700","-6100","4.18"
"1435","2165600","-26200","1100","-","1968.73"
"1436","106300","9800","-","-","-"
"1438","46400","1900","-","-","-"
"1439","55200","1800","-","-","-"
"1443","780500","13400","-","-","-"
"1444","38300","1300","-","-","-"
"1446","85500","-16100","138200","34600","0.62"
"1447","2152100","13700","-","-","-"
"1450","22800","800","-","-","-"
"1451","46700","2000","-","-","-"
"1491","2008100","424300","-","-","-"
"1514","11161900","220500","9500","-","1174.94"
"1515","135600","-1900","26200","-3300","5.18"
"1518","1416300","-67600","729200","-22800","1.94"
"1605","6705300","521900","1634800","-444700","4.1"
"1662","324600","15900","62800","10700","5.17"
"1663","312300","-20900","9800","-600","31.87"
"1711","563300","17400","-","-","-"
"1712","405800","77100","17900","-14400","22.67"
"1716","73100","-8100","2800","-1900","26.11"
"1717","187200","3400","-","-200","-"
"1718","70800","800","-","-","-"
"1719","358400","-1500","145400","700","2.46"
"1720","321300","30800","61100","9400","5.26"
"1721","102100","45200","92900","-1400","1.1"
"1723","16500","-1200","-","-","-"
"1724","193900","3400","-","-","-"
"1726","147000","-1100","538900","135600","0.27"
"1730","97200","4900","-","-","-"
"1736","17800","2900","-","-100","-"
"1739","439800","9600","-","-","-"
"1743","35400","-400","-","-","-"
"1757","7147400","-697900","-","-","-"
"1758","105400","-2100","-","-","-"
"1762","15200","1000","5700","100","2.67"
"1764","6500","-200","-","-","-"
"1766","42800","-8400","10500","2800","4.08"
"1768","5500","-1900","50000","2400","0.11"
"1770","49200","-200","-","-","-"
"1773","17000","-","-","-","-"
"1775","34700","4300","-","-","-"
"1776","119900","-3200","-","-","-"
"1780","9700","-2500","16400","-100","0.59"
"1783","3610200","24000","-","-","-"
"1786","1288500","-63500","20300","-2500","63.47"
"1787","2700","100","-","-","-"
"1788","3900","-500","-","-","-"
"1789","92700","2900","26500","7300","3.5"
"1793","1100","-400","-","-","-"
"1795","5700","-2400","-","-","-"
"1798","94800","400","-","-","-"
"1799","91300","-800","800","-300","114.13"
"1801","164100","-58900","323100","24600","0.51"
"1802","295000","-82500","459500","43100","0.64"
"1803","1155900","-135500","387000","-61500","2.99"
"1805","370700","-8900","11600","-100","31.96"
"1807","133500","1800","-","-","-"
"1808","319400","-37600","348400","36200","0.92"
