"SC","信用買残高","信用買残高 前週比","信用売残高","信用売残高 前週比","貸借倍率"
"1301","56300","4100","141100","72700","0.4"
"1332","1477400","385400","1614900","623000","0.91"
"1333","529100","9800","41100","1600","12.87"
"1375","125400","-1500","41000","7000","3.06"
"1376","6500","-1200","-","-","-"
"1377","102300","13700","16900","-1400","6.05"
"1379","36900","-800","152600","57400","0.24"
"1380","4200","-400","-","-","-"
"1381","7600","300","100","-","76"
"1382","27600","-1000","-","-","-"
"1383","19600","1000","-","-","-"
"1384","186900","-39800","38600","14000","4.84"
"1400","267200","6300","-","-","-"
"1401","42100","1300","-","-","-"
"1407","481200","8000","63900","-4400","7.53"
"1414","168900","7900","17200","-4400","9.82"
"1417","98100","400","56300","10200","1.74"
"1418","170200","-8800","100","-1400","1702"
"1419","176000","11500","1032300","-22300","0.17"
"1420","37700","-200","64200","41000","0.59"
"1429","333100","1300","54400","2700","6.12"
"1430","216800","34000","8000","3200","27.1"
"1431","54700","-5500","205300","5000","0.27"
"1433","185800","-1800","108400","-1700","1.71"
"1434","190500","18700","3200","3100","59.53"
"1435","2208600","26200","17000","3500","129.92"
"1436","88500","600","-","-","-"
"1438","43400","2400","-","-","-"
"1439","68000","-2100","-","-","-"
"1443","886300","-29700","-","-","-"
"1444","49200","-5400","-","-100","-"
"1446","67800","6800","37000","400","1.83"
"1447","2405100","38000","-","-","-"
"1450","21600","-1100","-","-","-"
"1451","38100","-800","-","-","-"
"1491","1849700","199000","-","-","-"
"1514","13832300","-93600","9500","-","1456.03"
"1515","65600","-6600","31000","6300","2.12"
"1518","1047400","49400","328000","-21100","3.19"
"1605","9618400","-48500","559700","-37500","17.18"
"1662","423400","49000","81100","-16900","5.22"
"1663","276900","6200","15700","-1000","17.64"
"1711","517700","-1300","-","-","-"
"1712","185100","43600","31700","-10100","5.84"
"1716","51600","5700","100","-1000","516"
"1717","242500","17100","-","-","-"
"1718","67800","300","-","-","-"
"1719","180200","-17500","25000","10800","7.21"
"1720","691200","2900","53900","-3100","12.82"
"1721","156800","-300","121300","25000","1.29"
"1723","29900","-3400","-","-","-"
"1724","261600","1700","-","-","-"
"1726","245100","10500","592700","158400","0.41"
"1730","63100","200","-","-","-"
"1736","10100","400","-","-","-"
"1739","353300","-","-","-","-"
"1743","58300","2900","-","-","-"
"1757","24708500","32300","-","-","-"
"1758","36800","5000","-","-","-"
"1762","34300","6600","953600","326800","0.04"
"1764","11100","-100","-","-","-"
"1766","41100","7000","8700","500","4.72"
"1768","4900","-","30200","100","0.16"
"1770","385900","-100","-","-","-"
"1773","54000","-2000","-","-","-"
"1775","35800","-3900","-","-","-"
"1776","206000","17700","-","-","-"
"1780","85500","14400","606600","49400","0.14"
"1783","3644600","-43600","-","-","-"
"1786","1086000","-24900","77400","1600","14.03"
"1787","2500","200","-","-","-"
"1788","6500","500","-","-","-"
"1789","114300","2100","11900","1100","9.61"
"1793","1200","-200","-","-","-"
"1795","500","-200","-","-","-"
