"SC","信用買残高","信用買残高 前週比","信用売残高","信用売残高 前週比","貸借倍率"
"1301","22300","-500","8500","900","2.62"
"130A","439700","439700","48200","48200","9.12"
"1332","963200","70400","378400","89400","2.55"
"1333","499200","37300","66900","-5100","7.46"
"1375","172800","11000","2400","100","72"
"1376","43700","-1300","-","-","-"
"1377","224100","16500","25600","3800","8.75"
"1379","48200","1600","7200","600","6.69"
"1380","5800","-100","-","-","-"
"1381","22900","6600","100","100","229"
"1382","75700","-3500","-","-","-"
"1383","23900","1900","-","-","-"
"1384","182400","12600","-","-","-"
"1401","80400","-600","-","-","-"
"1407","264800","25600","67500","-21000","3.92"
"1414","53800","3200","36800","-100","1.46"
"1417","101300","-5800","23300","400","4.35"
"1418","613700","-9400","28800","-400","21.31"
"1419","252500","33200","468900","-2900","0.54"
"1420","48400","-1700","800","100","60.5"
"1429","868300","72800","23800","9900","36.48"
"1430","88900","11500","8600","5500","10.34"
"1431","76200","6000","21900","-400","3.48"
"1433","283800","-5200","125200","-62300","2.27"
"1434","181200","-29800","41400","-9700","4.38"
"1435","2210500","22800","1000","-","2210.5"
"1436","89400","6400","-","-","-"
"1438","45700","400","-","-","-"
"1439","32900","-1400","-","-","-"
"1443","849900","-3800","-","-","-"
"1444","22700","1800","-","-","-"
"1446","63800","2300","37600","-","1.7"
"1447","3523200","-119100","-","-","-"
"1450","22700","-","-","-","-"
"1451","71200","2800","-","-","-"
"1491","1162100","-125200","-","-","-"
"1514","2290100","-320500","4800","-4300","477.1"
"1515","50200","12700","8700","4000","5.77"
"1518","979000","-68500","571800","-300","1.71"
"1605","7417700","110300","362100","19000","20.49"
"1662","444000","37400","49700","-4500","8.93"
"1663","429700","40600","7800","3400","55.09"
"1711","1934800","130600","-","-7200","-"
"1712","668300","10700","5300","400","126.09"
"1716","185400","3000","1400","-","132.43"
"1717","228600","2400","-","-","-"
"1718","72600","-400","-","-","-"
"1719","560800","-119500","126100","21100","4.45"
"1720","437500","58100","15600","-300","28.04"
"1721","43200","4500","58100","-800","0.74"
"1723","21600","-4000","100","100","216"
"1724","256200","15800","-","-","-"
"1726","374900","38100","300","-","1249.67"
"1730","228300","-38100","-","-","-"
"1736","6000","-3300","-","-","-"
"1739","1200","-2200","-","-","-"
"1743","55400","400","-","-","-"
"1757","4929400","118100","-","-","-"
"1758","84000","200","-","-","-"
"1762","19300","7600","15000","2300","1.29"
"1764","5200","-200","-","-","-"
"1766","9700","1700","8900","-100","1.09"
"1768","15100","300","1700","1200","8.88"
"1770","68600","2800","-","-","-"
"1773","56000","36000","-","-","-"
"1775","29700","600","-","-","-"
"1776","77400","7000","-","-","-"
"1780","59300","5000","287400","32200","0.21"
"1783","3378900","-13400","-","-","-"
"1786","951200","76600","10800","-17500","88.07"
"1787","2200","-300","-","-","-"
"1788","4200","-300","-","-","-"
"1789","154900","5000","7700","200","20.12"
"1793","5600","2500","-","-","-"
"1795","2300","400","-","-","-"
"1798","96200","-100","-","-","-"
"1799","96400","-22200","1800","-1000","53.56"
"1801","182400","82300","143300","-41100","1.27"
"1802","229600","-67800","244500","-19200","0.94"
"1803","1682300","779700","413700","54700","4.07"
"1805","664500","-76000","24400","-5800","27.23"
"1807","115300","-2600","-","-","-"
"1808","369400","56200","216600","-400","1.71"
"1810","106900","2400","700","-700","152.71"
"1811","119900","7400","2100","200","57.1"
"1812","494000","-122000","167000","8400","2.96"
"1813","268400","16300","9300","-2200","28.86"
"1814","378400","255000","53900","38200","7.02"
"1815","136200","-14000","7700","500","17.69"
"1820","167200","13100","71900","6200","2.33"
"1821","1692000","348400","183000","-15800","9.25"
"1822","39900","-600","7100","300","5.62"
"1826","1134000","75500","40000","1100","28.35"
