"SC","信用買残高","信用買残高 前週比","信用売残高","信用売残高 前週比","貸借倍率"
"1301","24300","-2300","6500","2400","3.74"
"1332","850800","-69500","351300","21400","2.42"
"1333","611400","8200","60200","2100","10.16"
"1375","230900","-3500","2100","-","109.95"
"1376","32400","6400","-","-","-"
"1377","29700","-400","29300","1600","1.01"
"1379","33500","-2600","18600","-10100","1.8"
"1380","4400","300","-","-","-"
"1381","6100","-1100","-","-","-"
"1382","100000","-5400","-","-1500","-"
"1383","9000","-900","-","-","-"
"1384","141300","1400","-","-","-"
"1400","595100","5200","-","-","-"
"1401","81400","6700","-","-","-"
"1407","295000","-13500","102000","-200","2.89"
"1414","59400","-300","21100","-400","2.82"
"1417","74600","-18200","16500","-3900","4.52"
"1418","752800","-15400","223800","-2800","3.36"
"1419","414700","36900","165200","-39200","2.51"
"1420","27800","-3500","2800","-500","9.93"
"1429","504900","17100","13300","-3200","37.96"
"1430","138100","-4100","50700","-300","2.72"
"1431","49200","-11600","116400","-2700","0.42"
"1433","257500","-18300","145100","-2500","1.77"
"1434","265600","-39300","64200","-800","4.14"
"1435","2110200","-58700","1000","-100","2110.2"
"1436","96900","-5300","-","-","-"
"1438","44000","-2300","-","-","-"
"1439","50500","-3800","-","-","-"
"1443","789300","-26500","-","-","-"
"1444","31900","-4800","-","-","-"
"1446","40500","800","87700","-71000","0.46"
"1447","2096700","-38000","-","-","-"
"1450","20700","-400","-","-","-"
"1451","58400","12600","-","-","-"
"1491","1827800","6000","-","-","-"
"1514","11513200","-207500","20800","-5400","553.52"
"1515","81800","-32500","9200","-6100","8.89"
"1518","1409900","51900","620000","-60600","2.27"
"1605","9476500","1622300","1336300","-114200","7.09"
"1662","355500","29200","39900","-5300","8.91"
"1663","306700","8600","5600","-2500","54.77"
"1711","570900","2600","-","-","-"
"1712","551200","183300","15800","3600","34.89"
"1716","69100","-3100","2700","-500","25.59"
"1717","180600","-2500","-","-","-"
"1718","71800","-100","-","-","-"
"1719","460300","13500","94400","-40900","4.88"
"1720","310100","5800","37300","-21600","8.31"
"1721","23300","-600","89400","5600","0.26"
"1723","17100","-400","-","-","-"
"1724","193100","-800","-","-","-"
"1726","145200","300","5200","-17600","27.92"
"1730","101400","-6500","-","-","-"
"1736","11500","500","-","-","-"
"1739","493900","1900","-","-","-"
"1743","32200","-500","-","-","-"
"1757","5560900","-1241000","-","-","-"
"1758","106400","1200","-","-","-"
"1762","13200","-800","2400","-2400","5.5"
"1764","7800","200","-","-","-"
"1766","32800","-4800","6800","-600","4.82"
"1768","4500","-1300","31500","-10400","0.14"
"1770","46000","-2500","-","-","-"
"1773","4000","-14000","-","-","-"
"1775","32500","-1400","-","-","-"
"1776","123000","3800","-","-","-"
"1780","9900","-5100","9000","-6500","1.1"
"1783","3590500","-63500","-","-","-"
"1786","1136700","-51700","29800","15100","38.14"
"1787","3300","300","-","-","-"
"1788","3800","-500","-","-","-"
"1789","88400","-3200","4600","-9300","19.22"
"1793","1900","200","-","-","-"
"1795","900","200","-","-","-"
"1798","94800","-","-","-","-"
"1799","84800","-6300","2000","300","42.4"
"1801","135500","-16800","227500","-7500","0.6"
"1802","379500","-15900","344000","9800","1.1"
