"SC","信用買残高","信用買残高 前週比","信用売残高","信用売残高 前週比","貸借倍率"
"1301","867500","845200","1140000","1131500","0.76"
"130A","334200","-105500","900","-47300","371.33"
"1332","918900","-44300","396000","17600","2.32"
"1333","491900","-7300","64100","-2800","7.67"
"1375","148000","-24800","3000","600","49.33"
"1376","42100","-1600","-","-","-"
"1377","230000","5900","20900","-4700","11"
"1379","44800","-3400","6400","-800","7"
"1380","5100","-700","-","-","-"
"1381","24200","1300","100","-","242"
"1382","72700","-3000","-","-","-"
"1383","24600","700","-","-","-"
"1384","207100","24700","-","-","-"
"1401","79600","-800","-","-","-"
"1407","245500","-19300","60400","-7100","4.06"
"1414","71600","17800","36500","-300","1.96"
"1417","157600","56300","18500","-4800","8.52"
"1418","624700","11000","17400","-11400","35.9"
"1419","282300","29800","449800","-19100","0.63"
"1420","45200","-3200","1300","500","34.77"
"1429","899500","31200","18200","-5600","49.42"
"1430","80000","-8900","2600","-6000","30.77"
"1431","85900","9700","3500","-18400","24.54"
"1433","280800","-3000","115600","-9600","2.43"
"1434","179900","-1300","37600","-3800","4.78"
"1435","2416100","205600","1000","-","2416.1"
"1436","90000","600","-","-","-"
"1438","44400","-1300","-","-","-"
"1439","35400","2500","-","-","-"
"1443","827900","-22000","-","-","-"
"1444","23100","400","-","-","-"
"1446","61900","-1900","37300","-300","1.66"
"1447","3353200","-170000","-","-","-"
"1450","22400","-300","-","-","-"
"1451","68200","-3000","-","-","-"
"1491","1294600","132500","-","-","-"
"1514","2366900","76800","4000","-800","591.73"
"1515","41800","-8400","6900","-1800","6.06"
"1518","733300","-245700","567700","-4100","1.29"
"1605","7161700","-256000","464200","102100","15.43"
"1662","411000","-33000","52200","2500","7.87"
"1663","387100","-42600","20600","12800","18.79"
"1711","1946000","11200","-","-","-"
"1712","656700","-11600","6800","1500","96.57"
"1716","185000","-400","2200","800","84.09"
"1717","220900","-7700","-","-","-"
"1718","75100","2500","-","-","-"
"1719","562600","1800","187900","61800","2.99"
"1720","464900","27400","11500","-4100","40.43"
"1721","25700","-17500","88300","30200","0.29"
"1723","21600","-","-","-100","-"
"1724","269600","13400","-","-","-"
"1726","368200","-6700","100","-200","3682"
"1730","208200","-20100","-","-","-"
"1736","5800","-200","-","-","-"
"1739","500","-700","-","-","-"
"1743","49600","-5800","-","-","-"
"1757","5061800","132400","-","-","-"
"1758","84700","700","-","-","-"
"1762","21800","2500","18600","3600","1.17"
"1764","5200","-","-","-","-"
"1766","12100","2400","9400","500","1.29"
"1768","14300","-800","1900","200","7.53"
"1770","72800","4200","-","-","-"
"1773","56000","-","-","-","-"
"1775","28900","-800","-","-","-"
"1776","76200","-1200","-","-","-"
"1780","74900","15600","316400","29000","0.24"
"1783","3329100","-49800","-","-","-"
"1786","750800","-200400","18600","7800","40.37"
"1787","2000","-200","-","-","-"
"1788","4400","200","-","-","-"
"1789","141500","-13400","4700","-3000","30.11"
"1793","5000","-600","-","-","-"
"1795","1700","-600","-","-","-"
"1798","95800","-400","-","-","-"
"1799","94000","-2400","2200","400","42.73"
"1801","309400","127000","142000","-1300","2.18"
"1802","300600","71000","263400","18900","1.14"
"1803","2093000","410700","355000","-58700","5.9"
"1805","681500","17000","11900","-12500","57.27"
"1807","113300","-2000","-","-","-"
"1808","366700","-2700","203500","-13100","1.8"
