"SC","信用買残高","信用買残高 前週比","信用売残高","信用売残高 前週比","貸借倍率"
"1301","30700","-2900","2700","-300","11.37"
"1332","1505800","-129200","276400","46400","5.45"
"1333","651000","12600","92700","10100","7.02"
"1375","175900","2500","3500","-","50.26"
"1376","33800","2500","-","-","-"
"1377","52500","4100","35600","-2900","1.47"
"1379","58500","3400","7600","-1200","7.7"
"1380","7300","-100","-","-","-"
"1381","5800","-","-","-","-"
"1382","86500","-3200","-","-","-"
"1383","19000","-1700","-","-","-"
"1384","168600","-8700","-","-","-"
"1400","164000","-43200","-","-","-"
"1401","111100","-15000","-","-","-"
"1407","250700","13000","74100","-11300","3.38"
"1414","44900","700","27800","-2900","1.62"
"1417","142100","23700","25100","4200","5.66"
"1418","728900","2200","101200","-67300","7.2"
"1419","199400","-5700","432800","-26800","0.46"
"1420","33700","-1900","3700","-","9.11"
"1429","641000","28500","6600","100","97.12"
"1430","83100","-1400","64100","-19900","1.3"
"1431","53400","4600","19700","-600","2.71"
"1433","211100","3100","119500","3300","1.77"
"1434","268500","-12700","26400","-6400","10.17"
"1435","2183600","121500","1000","-","2183.6"
"1436","95600","-2100","-","-","-"
"1438","45100","-600","-","-","-"
"1439","44000","-1400","-","-","-"
"1443","770800","-2100","-","-","-"
"1444","30400","3100","-","-","-"
"1446","45600","-100","38400","-1300","1.19"
"1447","2135200","111800","-","-","-"
"1450","21400","-800","-","-","-"
"1451","57000","4900","-","-","-"
"1491","1468500","18600","-","-","-"
"1514","3367800","922100","35300","32000","95.41"
"1515","58400","-4600","11200","-1400","5.21"
"1518","1011300","118500","619500","-98500","1.63"
"1605","9421900","1351200","996800","-66600","9.45"
"1662","389200","-8500","61300","-5500","6.35"
"1663","459200","14700","11900","4800","38.59"
"1711","579600","800","-","-","-"
"1712","496400","-32800","5900","-2700","84.14"
"1716","167600","23600","2300","-600","72.87"
"1717","199500","-18700","-","-","-"
"1718","36100","-19300","-","-","-"
"1719","488500","20800","103000","8800","4.74"
"1720","388200","-48300","52200","-7900","7.44"
"1721","30200","4600","53600","-10000","0.56"
"1723","17100","-100","-","-","-"
"1724","201500","3900","-","-","-"
"1726","342500","-16500","8000","-","42.81"
"1730","140300","34100","3500","3500","40.09"
"1736","6100","-1300","-","-","-"
"1739","307100","-600","-","-","-"
"1743","31400","-1700","-","-","-"
"1757","5338200","587000","-","-","-"
"1758","90400","-4100","-","-","-"
"1762","17700","1700","1700","-100","10.41"
"1764","8700","-","-","-","-"
"1766","9600","-1600","9500","1400","1.01"
"1768","7200","500","31000","-100","0.23"
"1770","56400","-4300","-","-","-"
"1773","9000","1000","-","-","-"
"1775","41800","-1800","-","-","-"
"1776","103500","-3100","-","-","-"
"1780","28000","800","16900","-1200","1.66"
"1783","3760400","244400","-","-","-"
"1786","968800","18800","54000","24200","17.94"
"1787","3800","200","-","-","-"
"1788","3600","-300","-","-","-"
"1789","148000","-2400","8800","-1000","16.82"
"1793","1400","-3400","-","-","-"
"1795","2800","400","-","-","-"
"1798","95500","100","-","-","-"
"1799","85800","-6700","700","200","122.57"
"1801","174100","43400","225100","3200","0.77"
"1802","496700","43700","208700","-90000","2.38"
"1803","1342700","312900","317200","-22400","4.23"
"1805","770100","40800","11500","-100","66.97"
"1807","113400","-22600","-","-","-"
"1808","384300","73800","240500","-10700","1.6"
"1810","91900","39500","4900","1900","18.76"
"1811","86400","600","1300","300","66.46"
"1812","655600","-198800","329200","17900","1.99"
"1813","136000","11000","10900","-1300","12.48"
"1814","104200","-5100","14600","-4200","7.14"
"1815","171700","-32500","7800","-100","22.01"
"1820","159600","-18600","59800","-4100","2.67"
"1821","1216800","-145000","209800","2700","5.8"
"1822","37100","2700","9600","-900","3.86"
"1826","966800","-800","50200","2300","19.26"
"1827","1419500","-60600","44000","-7700","32.26"
"1828","132000","900","-","-","-"
"1833","177900","3100","7100","1400","25.06"
"1835","8800","1700","40200","-900","0.22"
"1840","457200","-24300","-","-7000","-"
"1841","35700","-500","-","-","-"
"1844","374200","-20200","-","-","-"
"1847","130600","12000","400","-","326.5"
"1848","45800","-700","19600","100","2.34"
"1850","708100","29300","-","-","-"
"1852","120000","14600","15400","1100","7.79"
"1853","485700","5400","-","-","-"
"1860","562200","-102200","120900","3700","4.65"
"1861","58600","-7900","13900","2300","4.22"
