"SC","信用買残高","信用買残高 前週比","信用売残高","信用売残高 前週比","貸借倍率"
"1301","31800","500","4300","-600","7.4"
"1332","923700","-91500","264700","1800","3.49"
"1333","524600","-29300","79600","8800","6.59"
"1375","158100","11200","1700","300","93"
"1376","43700","10000","-","-","-"
"1377","120700","77600","15800","-2200","7.64"
"1379","49900","-1200","6700","-300","7.45"
"1380","5200","-300","-","-","-"
"1381","8800","-1400","-","-","-"
"1382","88700","2100","-","-","-"
"1383","16600","900","-","-","-"
"1384","160400","-","-","-","-"
"1401","104800","13000","-","-","-"
"1407","294400","57600","79900","-34500","3.68"
"1414","41400","-3400","40700","2200","1.02"
"1417","86800","-3100","23000","400","3.77"
"1418","660400","-11300","30200","-5400","21.87"
"1419","252200","17500","468800","-6100","0.54"
"1420","42800","2900","300","-500","142.67"
"1429","751700","25400","10000","1200","75.17"
"1430","66400","-5900","2700","-500","24.59"
"1431","80700","-2000","13700","-2400","5.89"
"1433","307200","27800","414900","59700","0.74"
"1434","245500","27700","50900","-7500","4.82"
"1435","2221500","36600","1000","-","2221.5"
"1436","97500","200","-","-","-"
"1438","45400","300","-","-","-"
"1439","31800","-","-","-","-"
"1443","853800","-400","-","-","-"
"1444","18800","-7600","-","-","-"
"1446","62600","10500","37600","-200","1.66"
"1447","3559600","318100","2100","900","1695.05"
"1450","21600","-300","-","-","-"
"1451","65700","-1600","-","-","-"
"1491","1022800","-109700","-","-","-"
"1514","3135600","-27000","5600","-6100","559.93"
"1515","32900","-9300","5300","-400","6.21"
"1518","835000","-29400","572400","-200","1.46"
"1605","7770300","79700","364700","-162000","21.31"
"1662","415400","11100","41000","5200","10.13"
"1663","408600","-29600","5700","-4600","71.68"
"1711","1067500","79000","-","-200","-"
"1712","624700","100400","15200","3400","41.1"
"1716","185300","-8500","1200","-","154.42"
"1717","215200","2800","-","-100","-"
"1718","38300","-100","-","-","-"
"1719","658900","49600","115000","7800","5.73"
"1720","336600","18000","15500","-1200","21.72"
"1721","33100","-1000","27400","-2000","1.21"
"1723","16100","800","-","-","-"
"1724","237300","-2700","-","-","-"
"1726","332100","-7300","-","-300","-"
"1730","261900","16600","-","-","-"
"1736","7500","-300","-","-","-"
"1739","22100","-2000","-","-","-"
"1743","47400","3400","-","-","-"
"1757","4736900","-9700","-","-","-"
"1758","46600","-9600","-","-","-"
"1762","10500","-1000","6300","900","1.67"
"1764","5000","-3300","-","-","-"
"1766","6800","-100","8400","-300","0.81"
"1768","13100","1300","600","100","21.83"
"1770","55500","-300","-","-","-"
"1773","29000","13000","-","-","-"
"1775","41300","100","-","-","-"
"1776","82800","-12600","-","-","-"
"1780","53500","9300","199200","57000","0.27"
"1783","3422100","-19900","-","-","-"
"1786","988500","-168900","42200","12600","23.42"
"1787","2600","-200","-","-","-"
"1788","3400","-400","-","-","-"
"1789","145600","700","7600","-","19.16"
"1793","1900","200","-","-","-"
"1795","2300","-400","-","-","-"
"1798","97700","600","-","-","-"
"1799","102800","12700","1300","-200","79.08"
"1801","97400","-33200","186900","12500","0.52"
"1802","359200","-4900","297900","86000","1.21"
"1803","1034300","-39000","417400","49200","2.48"
"1805","753000","7000","31200","-3700","24.13"
"1807","117500","1900","-","-","-"
"1808","230700","-200","282600","14200","0.82"
"1810","98700","-3000","700","400","141"
"1811","107600","3000","2200","-1300","48.91"
"1812","590000","86200","241900","22800","2.44"
"1813","245000","-7900","23800","-8800","10.29"
"1814","115400","1600","13900","900","8.3"
"1815","191700","7000","6000","200","31.95"
"1820","136300","12100","66700","4900","2.04"
"1821","1455500","46900","222600","5800","6.54"
"1822","29100","2900","2800","1000","10.39"
"1826","972100","10400","44000","3500","22.09"
"1827","1317300","24500","36400","-4700","36.19"
"1828","126000","1200","-","-","-"
"1833","144100","19900","32600","3800","4.42"
"1835","12400","2800","42200","1000","0.29"
"1840","535000","30300","-","-","-"
"1841","18600","-","-","-","-"
"1844","326300","47300","-","-","-"
"1847","136500","100","400","-","341.25"
"1848","38500","1200","1200","-800","32.08"
"1850","739000","7100","-","-","-"
"1852","156600","7500","42700","2400","3.67"
"1853","596200","27800","-","-","-"
"1860","45700","-6900","110100","-1400","0.42"
"1861","51700","-6700","10900","200","4.74"
"1866","91700","8200","-","-100","-"
"1867","59200","-2400","8600","-33000","6.88"
"1870","37000","-4600","11400","1100","3.25"
"1871","230300","-5100","9500","-14100","24.24"
"1873","540100","-2800","251400","-100","2.15"
"1878","14900","-1700","28000","-4100","0.53"
"1879","561600","25800","9700","3700","57.9"
"1882","358100","3600","14300","-4200","25.04"
"1884","55900","1200","10500","1000","5.32"
"1885","34600","-4400","3100","-1600","11.16"
"1887","443500","196500","74200","50600","5.98"
"1888","38200","2800","400","-500","95.5"
"1890","575000","-102000","55400","-500","10.38"
"1893","801100","42500","55400","5200","14.46"
"1897","3900","200","-","-","-"
"1898","829400","7600","62200","5900","13.33"
"1899","55600","-1200","18600","-4600","2.99"
"1904","36700","400","58400","-3900","0.63"
"1905","165100","-400","-","-","-"
"1909","227800","1000","-","-","-"
"1911","463500","15900","134500","2400","3.45"
"1914","135500","2500","4600","-1200","29.46"
"1921","180700","56400","5400","300","33.46"
"1925","219200","58200","119900","-39100","1.83"
"1926","71200","-8300","16400","500","4.34"
"1928","813200","205100","480600","190500","1.69"
"1929","134100","-13200","50700","-600","2.64"
"1930","231100","-5300","218100","-110700","1.06"
"1934","125800","6600","8000","500","15.72"
"1938","159600","-10300","300","-","532"
"1939","39600","-6600","19500","1900","2.03"
"1941","29100","3200","14500","-500","2.01"
"1942","42700","4500","112400","-2900","0.38"
"1944","15500","-3900","82000","-1900","0.19"
"1945","124100","13700","12200","-2300","10.17"
"1946","3800","-600","4100","-1000","0.93"
"1948","19000","-100","-","-","-"
"1949","55600","800","5200","300","10.69"
"1950","13000","-2500","7200","100","1.81"
"1951","57100","3300","44700","1500","1.28"
"1952","21600","-2600","31600","4300","0.68"
"1959","32900","-3300","42400","3000","0.78"
"1960","252900","11900","-","-","-"
"1961","69000","2400","9900","-13500","6.97"
"1963","960700","-37300","149400","-24400","6.43"
"1964","72700","-2100","4600","-100","15.8"
"1965","22500","-1200","3900","-700","5.77"
"1966","355700","-9800","22300","3500","15.95"
"1967","523800","1800","2500","200","209.52"
"1968","5200","100","4200","-1000","1.24"
"1969","46700","-9700","54100","7300","0.86"
"1971","139900","-7600","-","-","-"
"1972","134800","6400","600","-","224.67"
"1973","41000","-32400","29800","1700","1.38"
"1975","27600","-1500","4300","-","6.42"
"1976","38500","7500","16200","600","2.38"
"1979","58400","700","17900","-800","3.26"
"1980","85500","-7000","118400","4300","0.72"
"1981","2600","-300","-","-","-"
"1982","35400","600","13100","100","2.7"
"1992","1500","200","-","-","-"
"1994","35000","-2600","-","-","-"
"1997","24300","-100","-","-","-"
"2001","148200","-18500","16400","-2000","9.04"
"2002","312100","-12200","50300","3100","6.2"
"2003","44900","-200","300","-","149.67"
"2004","12500","-3600","2200","-1800","5.68"
"2009","131400","33300","-","-","-"
"2053","274800","8200","4400","100","62.45"
"2055","381900","7500","2800","300","136.39"
"2060","513100","22100","14000","4500","36.65"
"2107","53900","-4500","100","-","539"
"2108","10800","-1400","900","200","12"
"2109","22000","-400","7700","-100","2.86"
"2112","520400","8200","4400","-4500","118.27"
"2114","41300","5000","67200","-2700","0.61"
"2117","28900","900","23500","-1700","1.23"
"2120","3133100","163200","123300","22200","25.41"
"2121","376600","500","32400","13800","11.62"
"2122","146000","-1200","-","-","-"
"2124","237800","-8500","18100","2800","13.14"
"2127","10443300","10000","268600","-95800","38.88"
"2130","300300","2300","112100","-41300","2.68"
"2134","7861100","18300","-","-","-"
"2136","53700","100","-","-","-"
"2138","1683000","28900","145000","26500","11.61"
"2139","61100","3100","1400","-200","43.64"
"2146","423800","12500","51200","1000","8.28"
"2148","211900","-19500","100","-","2119"
"2150","1173600","130400","-","-","-"
"2152","31100","100","-","-","-"
"2153","262100","-3400","900","100","291.22"
"2154","36000","-3100","40200","-5700","0.9"
"2156","97700","-3900","-","-","-"
