"SC","信用買残高","信用買残高 前週比","信用売残高","信用売残高 前週比","貸借倍率"
"1301","52200","20900","68400","32200","0.76"
"1332","1092000","-38600","991900","354400","1.1"
"1333","519300","1700","39500","-3200","13.15"
"1375","126900","4900","34000","4500","3.73"
"1376","7700","700","-","-","-"
"1377","88600","-8200","18300","-4500","4.84"
"1379","37700","600","95200","20700","0.4"
"1380","4600","-500","-","-","-"
"1381","7300","900","100","100","73"
"1382","28600","-5500","-","-","-"
"1383","18600","1200","-","-","-"
"1384","226700","-1300","24600","24600","9.22"
"1400","260900","3700","-","-","-"
"1401","40800","-400","-","-","-"
"1407","473200","-15200","68300","-5500","6.93"
"1414","161000","-9400","21600","-1500","7.45"
"1417","97700","-4300","46100","-14500","2.12"
"1418","179000","-34400","1500","-4900","119.33"
"1419","164500","-24900","1054600","-107500","0.16"
"1420","37900","-5000","23200","11400","1.63"
"1429","331800","-37500","51700","-17300","6.42"
"1430","182800","30500","4800","-1700","38.08"
"1431","60200","1700","200300","-3500","0.3"
"1433","187600","-10100","110100","-7600","1.7"
"1434","171800","-500","100","-","1718"
"1435","2182400","-57400","13500","5400","161.66"
"1436","87900","-3300","-","-","-"
"1438","41000","28400","-","-","-"
"1439","70100","-1800","-","-","-"
"1443","916000","-29300","-","-","-"
"1444","54600","2000","100","100","546"
"1446","61000","-","36600","-1100","1.67"
"1447","2367100","86800","-","-","-"
"1450","22700","-900","-","-","-"
"1451","38900","-2900","-","-","-"
"1491","1650700","-132600","-","-","-"
"1514","13925900","260200","9500","-4500","1465.88"
"1515","72200","-2000","24700","2300","2.92"
"1518","998000","34800","349100","-50300","2.86"
"1605","9666900","1964800","597200","-421100","16.19"
"1662","374400","60700","98000","-48800","3.82"
"1663","270700","-11000","16700","-5300","16.21"
"1711","519000","-22800","-","-","-"
"1712","141500","8000","41800","-6900","3.39"
"1716","45900","-3800","1100","800","41.73"
"1717","225400","-14700","-","-","-"
"1718","67500","-400","-","-","-"
"1719","197700","38300","14200","-17800","13.92"
"1720","688300","-191300","57000","-27300","12.08"
"1721","157100","-8200","96300","-1500","1.63"
"1723","33300","-2900","-","-","-"
"1724","259900","-1800","-","-","-"
"1726","234600","28900","434300","143300","0.54"
"1730","62900","3800","-","-","-"
"1736","9700","-","-","-","-"
"1739","353300","-","-","-","-"
"1743","55400","8900","-","-","-"
"1757","24676200","168100","-","-","-"
"1758","31800","-2600","-","-","-"
"1762","27700","-2200","626800","221900","0.04"
"1764","11200","1500","-","-","-"
"1766","34100","5700","8200","-1100","4.16"
"1768","4900","-600","30100","-","0.16"
"1770","386000","-1300","-","-","-"
"1773","56000","28000","-","-","-"
"1775","39700","-2400","-","-","-"
"1776","188300","13500","-","-","-"
"1780","71100","13900","557200","49600","0.13"
"1783","3688200","-100600","-","-","-"
"1786","1110900","-6100","75800","-45100","14.66"
"1787","2300","-100","-","-","-"
"1788","6000","400","-","-","-"
"1789","112200","-100","10800","-100","10.39"
"1793","1400","-600","-","-","-"
"1795","700","200","-","-","-"
"1798","95500","-100","-","-","-"
"1799","20200","-1500","100","-100","202"
"1801","138100","87500","217400","31100","0.64"
"1802","730700","304300","269700","-165900","2.71"
"1803","798400","143500","807100","-88900","0.99"
"1805","288400","34200","8300","-300","34.75"
"1807","107400","3300","-","-","-"
"1808","369800","-1300","228400","-61200","1.62"
"1810","40800","-600","2600","-2100","15.69"
"1811","58700","-6400","1100","-400","53.36"
"1812","525600","99100","110300","-56000","4.77"
"1813","168500","29300","20700","-1700","8.14"
"1814","185700","-5400","700","-400","265.29"
"1815","119400","23700","8200","5100","14.56"
"1820","417300","43900","59300","7300","7.04"
"1821","1500100","179600","403100","315100","3.72"
"1822","49700","500","11500","1900","4.32"
"1826","1430800","400","4800","-1900","298.08"
"1827","570900","-13600","1700","-800","335.82"
"1828","118900","-3800","-","-","-"
"1833","261000","-2200","28800","-8900","9.06"
"1835","19200","3900","9900","-","1.94"
"1840","733700","-56000","-","-","-"
"1841","25500","5100","-","-","-"
"1844","339600","-2900","-","-","-"
"1847","159900","-17000","400","-","399.75"
"1848","34800","2600","45600","-900","0.76"
"1850","773800","-4700","-","-","-"
"1852","142000","22700","59400","-1200","2.39"
"1853","223200","-11000","-","-","-"
"1860","335100","18800","311400","-27100","1.08"
"1861","225400","65200","34200","-13800","6.59"
"1866","84600","-3900","6100","-","13.87"
"1867","9200","-1900","1200","-800","7.67"
"1870","135000","7000","19100","-1700","7.07"
"1871","309900","-11300","52700","-6900","5.88"
"1873","533100","-11000","251400","-","2.12"
"1878","64800","6900","23600","-100","2.75"
"1879","494100","-97500","7400","-3300","66.77"
"1882","6100","-2000","5900","-1600","1.03"
"1884","9400","1700","5000","-600","1.88"
"1885","28400","-8400","4600","-200","6.17"
"1887","240100","-13900","1100","-1100","218.27"
"1888","63300","2400","47100","2500","1.34"
"1890","129700","-6100","10200","-2200","12.72"
"1893","883700","59100","229400","-39300","3.85"
"1897","3400","400","-","-","-"
"1898","2142600","10500","2400","100","892.75"
"1899","110500","3100","300","-100","368.33"
"1904","5500","-1200","5300","-2700","1.04"
"1905","168000","600","-","-","-"
"1909","91200","4100","100","-100","912"
"1911","636600","-51700","224600","-77800","2.83"
"1914","33400","-2900","5700","-12700","5.86"
"1921","120500","-1500","3600","-600","33.47"
"1925","370600","28400","84200","-2400","4.4"
"1926","56400","10100","3500","-1300","16.11"
"1928","357700","-16000","401300","-24400","0.89"
"1929","126200","15800","53500","9500","2.36"
"1930","110500","-100","17300","-4700","6.39"
"1934","156100","-19400","3100","-5200","50.35"
"1938","64700","4700","1000","-","64.7"
"1939","30600","1100","400","-1200","76.5"
"1941","26700","-1100","26700","-7600","1"
"1942","147200","-22800","71300","-16700","2.06"
"1944","33500","-10700","85800","-7700","0.39"
"1945","108100","7500","20000","-","5.41"
"1946","17900","400","300","-900","59.67"
"1948","15400","200","-","-","-"
"1949","18200","-2400","1700","-100","10.71"
"1950","23300","1100","9800","-400","2.38"
"1951","103700","3400","32600","-6600","3.18"
"1952","13000","3200","37700","3400","0.34"
"1954","37500","4300","400","-200","93.75"
"1959","30700","5400","7700","-6000","3.99"
"1960","143500","-700","-","-","-"
"1961","71300","10500","19100","-1100","3.73"
"1963","1372200","208600","196800","-9600","6.97"
"1964","44800","10500","4300","-3200","10.42"
"1965","14100","-6700","5200","1900","2.71"
"1966","535100","-200","73900","-9500","7.24"
"1967","575100","4500","123600","29300","4.65"
"1968","12400","800","10100","-4000","1.23"
"1969","26000","-1900","15200","-12800","1.71"
"1971","74400","-1300","-","-","-"
"1972","76400","-16400","9700","-1600","7.88"
"1973","98100","4100","36400","-900","2.7"
"1975","4400","1400","100","-1100","44"
"1976","187300","700","932800","445800","0.2"
"1979","5200","1600","40300","200","0.13"
"1980","118500","17200","1000","-2000","118.5"
