"SC","信用買残高","信用買残高 前週比","信用売残高","信用売残高 前週比","貸借倍率"
"1301","26300","1300","21200","12300","1.24"
"1332","1185600","-35300","317400","161800","3.74"
"1333","513500","17200","41300","-1300","12.43"
"1375","131500","-8400","26400","6700","4.98"
"1376","7700","700","-","-","-"
"1377","86000","1500","19100","-100","4.5"
"1379","48300","1600","58800","14800","0.82"
"1380","4500","200","-","-","-"
"1381","7200","-400","-","-","-"
"1382","33500","-7400","-","-","-"
"1383","13500","-800","-","-","-"
"1384","201600","-7400","-","-","-"
"1400","244500","9600","-","-","-"
"1401","42100","-4100","-","-","-"
"1407","516700","29200","66600","-5200","7.76"
"1414","181100","4800","21100","2900","8.58"
"1417","122300","36000","41300","7800","2.96"
"1418","242200","23900","9700","-87700","24.97"
"1419","138300","23300","1204700","-81000","0.11"
"1420","45000","-7300","6300","2500","7.14"
"1429","366900","-1700","73300","-8400","5.01"
"1430","146900","17200","6800","-14300","21.6"
"1431","62100","1200","203600","2500","0.31"
"1433","191200","-2500","114400","-400","1.67"
"1434","158300","-3700","400","-300","395.75"
"1435","2277900","68000","7800","3400","292.04"
"1436","92800","-800","-","-","-"
"1438","12300","2300","-","-","-"
"1439","67300","-9800","200","200","336.5"
"1443","972800","40100","-","-","-"
"1444","60000","-3400","-","-600","-"
"1446","57000","-4900","42500","-","1.34"
"1447","2282900","2700","-","-","-"
"1450","25500","-1800","100","100","255"
"1451","47400","-2100","-","-","-"
"1491","1791200","-1100","-","-","-"
"1514","13546000","-178700","9500","-2500","1425.89"
"1515","93200","-12500","20600","1800","4.52"
"1518","1042600","248100","425300","-57000","2.45"
"1605","6936400","-1794500","1207700","197500","5.74"
"1662","281400","-30900","148300","-4500","1.9"
"1663","321900","-11500","19300","-900","16.68"
"1711","561700","-8500","-","-","-"
"1712","145200","3700","59100","-8100","2.46"
"1716","74700","-1200","300","-300","249"
"1717","241900","-23500","-","-","-"
"1718","66600","300","-","-","-"
"1719","164100","-49900","22800","2700","7.2"
"1720","847300","34900","87100","11200","9.73"
"1721","164000","2800","99000","-44100","1.66"
"1723","49700","-13600","-","-","-"
"1724","269300","-10000","-","-","-"
"1726","200400","-35600","176700","127000","1.13"
"1730","53200","400","-","-","-"
"1736","9400","-100","-","-","-"
"1739","335300","-15000","-","-","-"
"1743","42100","-2800","-","-","-"
"1757","24611100","-128200","-","-","-"
"1758","33700","300","-","-","-"
"1762","31200","-6900","225700","159900","0.14"
"1764","8200","-100","-","-","-"
"1766","25500","1600","8100","2300","3.15"
"1768","5000","-2500","30100","-","0.17"
"1770","389100","1100","-","-","-"
"1773","61000","14000","-","-","-"
"1775","46100","-1500","-","-","-"
"1776","156900","-2700","-","-","-"
"1780","48700","-10900","452700","40100","0.11"
"1783","3951500","73500","-","-","-"
"1786","1068800","7400","144400","5500","7.4"
"1787","2400","-200","-","-","-"
"1788","5100","-600","-","-","-"
"1789","117900","-5700","10900","-1500","10.82"
"1793","1300","-","-","-","-"
"1795","1500","-200","-","-","-"
"1798","95700","-1900","-","-","-"
"1799","22800","-2400","500","500","45.6"
"1801","89100","-6400","176300","13900","0.51"
"1802","489300","-343100","418400","97000","1.17"
"1803","863200","-116600","843600","-71700","1.02"
"1805","222500","-15300","5400","900","41.2"
"1807","103700","-1600","-","-","-"
"1808","402200","-25100","282100","5800","1.43"
"1810","68100","-171900","6100","900","11.16"
"1811","70400","1400","1100","-100","64"
"1812","327600","17500","152600","-3900","2.15"
"1813","131200","4900","22700","1100","5.78"
"1814","204800","-30600","1000","100","204.8"
"1815","102600","-9300","2400","700","42.75"
"1820","569600","-142100","62700","5800","9.08"
"1821","1332100","-9600","40200","2000","33.14"
"1822","53600","-","10700","-100","5.01"
"1826","1442800","1600","11100","-1700","129.98"
"1827","584200","21100","1500","-2400","389.47"
"1828","128000","-37900","-","-","-"
"1833","262600","1000","33400","3400","7.86"
"1835","16700","1900","10500","-2500","1.59"
"1840","827900","-76800","-","-","-"
"1841","20300","200","-","-","-"
"1844","181200","-2900","-","-","-"
"1847","191500","7500","400","-","478.75"
"1848","32800","-5600","51100","-600","0.64"
"1850","783300","3000","-","-","-"
"1852","123200","-1700","60200","-100","2.05"
"1853","225200","-1900","-","-","-"
"1860","707300","-129200","328000","6500","2.16"
"1861","85400","-19500","40100","1400","2.13"
"1866","89200","5300","5200","-1300","17.15"
"1867","13500","-900","1900","-900","7.11"
"1870","125600","10100","21100","1500","5.95"
"1871","302000","24100","48200","1500","6.27"
"1873","576100","-40100","259100","15800","2.22"
"1878","68400","-10900","23000","-2100","2.97"
"1879","576400","3700","11100","-4100","51.93"
"1882","6800","-600","8400","-5600","0.81"
"1884","15400","600","6400","-1600","2.41"
"1885","42900","3800","5600","-200","7.66"
"1887","246200","-14600","1900","-10100","129.58"
"1888","63900","-700","51600","-1900","1.24"
"1890","136300","9800","10700","-1000","12.74"
"1893","710000","-42700","287100","37400","2.47"
"1897","3000","100","-","-","-"
"1898","2135700","-6000","2800","-400","762.75"
"1899","112900","-2300","300","100","376.33"
"1904","7500","-3400","4800","2300","1.56"
"1905","165100","9200","-","-","-"
"1909","89300","20000","100","-200","893"
"1911","686100","-55100","291300","13500","2.36"
"1914","24500","-800","9500","-100","2.58"
"1921","127700","-17300","3500","-100","36.49"
"1925","396600","-11900","89200","-19200","4.45"
"1926","60400","2100","3800","-800","15.89"
"1928","193300","-38700","432900","17800","0.45"
"1929","126800","-21600","32500","-20000","3.9"
"1930","111300","-3100","22600","-200","4.92"
"1934","161800","-400","4200","-","38.52"
"1938","76500","-1100","1000","-","76.5"
"1939","31100","-2400","1300","800","23.92"
"1941","27200","-25900","32300","2000","0.84"
"1942","90100","-8400","111400","-72300","0.81"
"1944","52800","20800","112800","-28400","0.47"
"1945","115700","-3100","19800","200","5.84"
"1946","16200","-600","800","300","20.25"
"1948","15700","-400","-","-","-"
"1949","20700","-300","1300","-","15.92"
"1950","30000","-2000","10100","-","2.97"
"1951","98400","-1900","36200","900","2.72"
"1952","10500","-2400","30700","3200","0.34"
"1954","35200","600","900","-300","39.11"
"1959","26900","4600","13900","500","1.94"
"1960","145100","-50000","-","-","-"
"1961","73300","-2100","19400","-300","3.78"
"1963","1235500","-99700","186700","-1700","6.62"
"1964","38500","-600","7900","400","4.87"
"1965","23100","1300","1400","800","16.5"
"1966","482200","-31300","84000","1300","5.74"
"1967","574100","-3000","94400","-100","6.08"
"1968","11300","-5000","14300","2500","0.79"
"1969","36200","300","24400","1200","1.48"
"1971","74000","-","-","-","-"
"1972","89800","2000","12200","400","7.36"
"1973","98900","-14400","38500","500","2.57"
"1975","2400","-100","1900","500","1.26"
"1976","250500","13300","222100","158400","1.13"
"1979","4200","200","40000","600","0.1"
"1980","102300","15400","4000","1800","25.57"
"1981","100","-200","-","-","-"
"1982","25100","700","21400","800","1.17"
"1992","7400","-300","-","-","-"
"1994","96600","1700","-","-","-"
"1997","22300","100","-","-","-"
"2001","12400","-14300","17400","12100","0.71"
"2002","144000","-25000","57600","-12300","2.5"
"2003","43700","400","-","-","-"
"2004","21800","-3600","19600","7300","1.11"
"2009","100700","-11900","-","-","-"
"2053","157900","-1700","5600","3800","28.2"
"2055","164400","10700","400","400","411"
"2060","293300","9800","1900","-","154.37"
"2107","62200","-3000","-","-","-"
"2108","14800","3400","22900","16400","0.65"
"2109","98200","7900","61400","39500","1.6"
"2112","207400","-16300","16000","4700","12.96"
"2114","158000","-24200","900","-","175.56"
"2117","63000","-15100","23900","9900","2.64"
"2120","2697800","-140900","343500","23100","7.85"
"2121","284800","30400","80000","17100","3.56"
"2122","188000","3300","-","-","-"
"2124","82300","16700","20100","400","4.09"
"2127","4701900","181800","388400","19400","12.11"
"2130","385700","-13000","43900","-8000","8.79"
"2134","7938200","143300","-","-","-"
"2136","82300","-500","-","-","-"
"2138","1423300","-77700","422100","-247200","3.37"
"2139","63100","900","2000","500","31.55"
"2146","574900","85900","106700","13700","5.39"
"2148","158500","15000","-","-","-"
"2150","1472500","-500","-","-100","-"
"2152","53300","-1200","-","-","-"
"2153","212900","9000","1600","100","133.06"
"2154","45400","-16900","37300","-7500","1.22"
"2156","68300","-3800","-","-","-"
"2157","865300","-75100","154500","-5700","5.6"
"2158","2675100","-91300","34200","300","78.22"
"2160","3904600","-20800","51900","-2200","75.23"
"2162","1566700","166500","524300","-119800","2.99"
"2163","147600","400","10400","4600","14.19"
"2164","106500","13000","-","-","-"
"2168","92100","-2200","35300","-10700","2.61"
"2169","18100","-1500","600","-400","30.17"
"2170","1513300","47300","418500","249100","3.62"
"2173","126900","-300","2800","-100","45.32"
"2175","280200","11400","132200","12100","2.12"
"2179","9900","100","-","-","-"
"2180","104200","-22800","2700","-","38.59"
"2181","102900","8300","100300","-21400","1.03"
"2183","90900","-17200","200","-","454.5"
"2185","49200","2800","-","-","-"
"2186","111700","51300","-","-","-"
"2193","1721700","63900","159500","-4200","10.79"
"2195","466500","-2400","-","-21000","-"
"2196","617600","51200","57400","16500","10.76"
"2198","99700","5100","16600","1600","6.01"
"2201","17400","-20600","16200","-26100","1.07"
"2204","5100","-900","13600","11800","0.38"
"2206","84500","-19000","96200","5300","0.88"
"2207","3900","-1400","56700","39100","0.07"
"2208","6200","3800","-","-","-"
"2209","14800","700","3800","3100","3.89"
"2211","52500","3700","9000","-300","5.83"
"2212","248500","-28700","139900","9900","1.78"
"2215","148500","-4500","11500","-4100","12.91"
"2216","46500","-3500","10600","-20500","4.39"
"2217","13500","6600","7000","1800","1.93"
"2220","17800","2400","22900","-300","0.78"
"2221","3000","1400","-","-","-"
"2222","104400","-38200","138800","21100","0.75"
"2224","5000","-2600","-","-","-"
"2226","1300","-100","1500","-100","0.87"
"2229","189400","42100","106300","9800","1.78"
"2264","62500","2600","55600","-60200","1.12"
"2266","14700","800","10300","-400","1.43"
"2267","128700","-9900","198400","20300","0.65"
"2268","8400","2800","7100","7100","1.18"
"2269","183200","34000","117900","79000","1.55"
"2270","107700","-4000","60100","-8800","1.79"
