"SC","信用買残高","信用買残高 前週比","信用売残高","信用売残高 前週比","貸借倍率"
"1301","27100","2800","3500","-3000","7.74"
"1332","821800","-29000","313500","-37800","2.62"
"1333","628400","17000","60800","600","10.34"
"1375","233100","2200","2100","-","111"
"1376","41000","8600","-","-","-"
"1377","49900","20200","28100","-1200","1.78"
"1379","37100","3600","17300","-1300","2.14"
"1380","5100","700","-","-","-"
"1381","5900","-200","-","-","-"
"1382","89400","-10600","-","-","-"
"1383","10000","1000","-","-","-"
"1384","169600","28300","-","-","-"
"1400","561700","-33400","-","-","-"
"1401","77800","-3600","-","-","-"
"1407","270000","-25000","139000","37000","1.94"
"1414","62800","3400","22200","1100","2.83"
"1417","83800","9200","15900","-600","5.27"
"1418","475500","-277300","22200","-201600","21.42"
"1419","625100","210400","212000","46800","2.95"
"1420","30000","2200","3000","200","10"
"1429","537000","32100","18800","5500","28.56"
"1430","128800","-9300","53000","2300","2.43"
"1431","49800","600","116900","500","0.43"
"1433","248900","-8600","137100","-8000","1.82"
"1434","267700","2100","79400","15200","3.37"
"1435","2110600","400","1000","-","2110.6"
"1436","97400","500","-","-","-"
"1438","43100","-900","-","-","-"
"1439","49400","-1100","-","-","-"
"1443","810800","21500","-","-","-"
"1444","32600","700","-","-","-"
"1446","42600","2100","52300","-35400","0.81"
"1447","2037000","-59700","-","-","-"
"1450","20700","-","-","-","-"
"1451","55100","-3300","-","-","-"
"1491","1834300","6500","-","-","-"
"1514","11495000","-18200","9500","-11300","1210"
"1515","78000","-3800","9300","100","8.39"
"1518","1381900","-28000","609700","-10300","2.27"
"1605","9387500","-89000","1311500","-24800","7.16"
"1662","512400","156900","37400","-2500","13.7"
"1663","315700","9000","5300","-300","59.57"
"1711","559600","-11300","-","-","-"
"1712","568900","17700","8800","-7000","64.65"
"1716","68400","-700","2600","-100","26.31"
"1717","186200","5600","-","-","-"
"1718","72700","900","-","-","-"
"1719","467900","7600","89300","-5100","5.24"
"1720","344600","34500","43600","6300","7.9"
"1721","21900","-1400","87100","-2300","0.25"
"1723","17200","100","-","-","-"
"1724","191100","-2000","-","-","-"
"1726","152700","7500","5200","-","29.37"
"1730","99700","-1700","-","-","-"
"1736","11500","-","-","-","-"
"1739","496200","2300","-","-","-"
"1743","33100","900","-","-","-"
"1757","5583300","22400","-","-","-"
"1758","105500","-900","-","-","-"
"1762","12500","-700","4800","2400","2.6"
"1764","8100","300","-","-","-"
"1766","30000","-2800","6900","100","4.35"
"1768","4900","400","31200","-300","0.16"
"1770","46200","200","-","-","-"
"1773","4000","-","-","-","-"
"1775","31600","-900","-","-","-"
"1776","122900","-100","-","-","-"
"1780","12600","2700","8600","-400","1.47"
"1783","3597500","7000","-","-","-"
"1786","1116100","-20600","35400","5600","31.53"
"1787","3300","-","-","-","-"
"1788","3800","-","-","-","-"
"1789","90300","1900","2200","-2400","41.05"
"1793","2700","800","-","-","-"
"1795","800","-100","-","-","-"
"1798","94700","-100","-","-","-"
"1799","82000","-2800","1300","-700","63.08"
"1801","135600","100","216200","-11300","0.63"
"1802","403000","23500","331000","-13000","1.22"
"1803","1111200","-24400","386200","-31000","2.88"
"1805","403900","3900","11200","400","36.06"
"1807","135500","2000","-","-","-"
"1808","279900","4100","310400","4700","0.9"
"1810","43300","500","2700","-","16.04"
"1811","88300","-600","1200","-500","73.58"
"1812","705400","7700","350800","-5000","2.01"
"1813","130600","-38500","9700","1000","13.46"
"1814","163900","-2400","8700","-800","18.84"
"1815","189400","3700","7700","-800","24.6"
"1820","226600","14200","41200","3200","5.5"
"1821","1250100","82300","228200","100","5.48"
"1822","11400","800","7100","-400","1.61"
"1826","999600","29200","28300","-21900","35.32"
"1827","1180100","-8700","2700","-","437.07"
"1828","114700","-1000","-","-","-"
"1833","208100","2100","15000","-700","13.87"
"1835","9600","2400","36200","1200","0.27"
"1840","457000","21500","-","-","-"
"1841","28000","-300","-","-","-"
"1844","409300","-34500","-","-","-"
"1847","82400","600","400","-","206"
"1848","29500","-500","24000","100","1.23"
"1850","675500","-7200","-","-","-"
"1852","109700","3300","15100","900","7.26"
"1853","459800","9100","-","-","-"
"1860","828600","-103100","147800","2100","5.61"
"1861","162200","-4600","56000","800","2.9"
"1866","16600","900","400","-","41.5"
"1867","7300","1000","2700","-1900","2.7"
"1870","68400","-3300","13800","500","4.96"
"1871","648600","17900","37700","900","17.2"
"1873","429900","28900","1588400","476300","0.27"
"1878","20700","-5700","31100","200","0.67"
"1879","332000","600","15000","300","22.13"
"1882","112200","-3000","14200","-2000","7.9"
"1884","37300","-4800","20900","-1500","1.78"
"1885","47300","-200","7300","-8000","6.48"
"1887","242000","12600","15900","-100","15.22"
"1888","43300","1400","7200","-400","6.01"
"1890","576700","22100","16900","300","34.12"
"1893","449300","-22900","176000","-7200","2.55"
"1897","3500","100","-","-","-"
"1898","1141300","-27200","107300","-54300","10.64"
"1899","73700","-6100","1800","-100","40.94"
"1904","27400","7100","2400","500","11.42"
"1905","161800","200","-","-","-"
"1909","221500","-3100","-","-","-"
"1911","642700","52000","168100","-15600","3.82"
"1914","50800","9200","300","100","169.33"
"1921","81200","10600","3500","100","23.2"
"1925","223800","8500","121400","1700","1.84"
"1926","101800","-7000","25900","200","3.93"
"1928","629600","22500","84100","3500","7.49"
"1929","94900","-7900","24700","200","3.84"
"1930","165000","700","3400","-200","48.53"
"1934","157700","-7600","1900","-800","83"
"1938","62000","10200","300","-","206.67"
"1939","44700","-2300","21300","400","2.1"
"1941","62400","25900","41400","-400","1.51"
"1942","94400","-9500","140900","-16900","0.67"
"1944","10200","-2900","49300","-3600","0.21"
"1945","67900","2400","9100","2900","7.46"
"1946","6800","-500","300","-100","22.67"
"1948","15700","-100","-","-","-"
"1949","28000","9200","1400","400","20"
"1950","8000","-2900","31200","200","0.26"
"1951","65700","100","52200","4000","1.26"
"1952","19000","-","25500","-300","0.75"
"1959","52800","4100","45500","-2400","1.16"
"1960","143600","-35700","-","-","-"
"1961","124000","7000","19300","-300","6.42"
"1963","691300","-36800","214500","-18300","3.22"
"1964","69300","-3000","1300","800","53.31"
"1965","21300","-200","4200","-400","5.07"
"1966","453100","-25300","51500","-","8.8"
"1967","520600","4800","23700","-32900","21.97"
"1968","5600","200","1500","-700","3.73"
"1969","41400","-1000","31700","1100","1.31"
"1971","129000","-3100","-","-","-"
"1972","151300","4800","900","100","168.11"
