"SC","信用買残高","信用買残高 前週比","信用売残高","信用売残高 前週比","貸借倍率"
"1301","26600","-400","4100","-1000","6.49"
"1332","920300","2900","329900","-46600","2.79"
"1333","603200","17300","58100","-4800","10.38"
"1375","234400","1300","2100","-1000","111.62"
"1376","26000","-","-","-","-"
"1377","30100","-18400","27700","-200","1.09"
"1379","36100","-4400","28700","1500","1.26"
"1380","4100","100","-","-","-"
"1381","7200","100","-","-","-"
"1382","105400","-6900","1500","1300","70.27"
"1383","9900","-1700","-","-","-"
"1384","139900","4800","-","-","-"
"1400","589900","-14900","-","-","-"
"1401","74700","-5100","-","-","-"
"1407","308500","-26900","102200","-9800","3.02"
"1414","59700","-2500","21500","-2100","2.78"
"1417","92800","11600","20400","700","4.55"
"1418","768200","10500","226600","-2200","3.39"
"1419","377800","100100","204400","-6000","1.85"
"1420","31300","5200","3300","200","9.48"
"1429","487800","-35600","16500","-2000","29.56"
"1430","142200","-3600","51000","-400","2.79"
"1431","60800","9400","119100","-8300","0.51"
"1433","275800","-19300","147600","-1500","1.87"
"1434","304900","20400","65000","-1300","4.69"
"1435","2168900","5300","1100","-","1971.73"
"1436","102200","-4100","-","-","-"
"1438","46300","-100","-","-","-"
"1439","54300","-1200","-","-","-"
"1443","815800","18700","-","-","-"
"1444","36700","-800","-","-","-"
"1446","39700","-53500","158700","-92100","0.25"
"1447","2134700","-5900","-","-","-"
"1450","21100","-1300","-","-","-"
"1451","45800","-2600","-","-","-"
"1491","1821800","-28000","-","-","-"
"1514","11720700","523400","26200","16500","447.35"
"1515","114300","-17600","15300","-6800","7.47"
"1518","1358000","-25500","680600","-44700","2"
"1605","7854200","-401500","1450500","-16200","5.41"
"1662","326300","-4400","45200","-5900","7.22"
"1663","298100","-1100","8100","200","36.8"
"1711","568300","18900","-","-","-"
"1712","367900","-10700","12200","-4200","30.16"
"1716","72200","100","3200","400","22.56"
"1717","183100","5500","-","-100","-"
"1718","71900","-200","-","-","-"
"1719","446800","56900","135300","-3800","3.3"
"1720","304300","-22900","58900","-18900","5.17"
"1721","23900","3200","83800","-7800","0.29"
"1723","17500","1000","-","-","-"
"1724","193900","-800","-","-","-"
"1726","144900","-11800","22800","-766400","6.36"
"1730","107900","9200","-","-","-"
"1736","11000","-1900","-","-","-"
"1739","492000","13100","-","-","-"
"1743","32700","-1600","-","-","-"
"1757","6801900","-263400","-","-","-"
"1758","105200","-200","-","-","-"
"1762","14000","-200","4800","-700","2.92"
"1764","7600","1100","-","-","-"
"1766","37600","-1300","7400","-1600","5.08"
"1768","5800","500","41900","-15500","0.14"
"1770","48500","-1200","-","-","-"
"1773","18000","-2000","-","-","-"
"1775","33900","-500","-","-","-"
"1776","119200","1400","-","-","-"
"1780","15000","3100","15500","-2600","0.97"
"1783","3654000","36800","-","-","-"
"1786","1188400","-146000","14700","-2300","80.84"
"1787","3000","-300","-","-","-"
"1788","4300","300","-","-","-"
"1789","91600","1600","13900","-20000","6.59"
"1793","1700","700","-","-","-"
"1795","700","-3500","-","-","-"
"1798","94800","-300","-","-","-"
"1799","91100","600","1700","1000","53.59"
"1801","152300","-9800","235000","-45400","0.65"
"1802","395400","39700","334200","-113400","1.18"
"1803","1228400","17600","356600","-21300","3.44"
"1805","385400","5600","14600","2700","26.4"
"1807","135600","-1500","-","-","-"
"1808","264300","-93900","339500","-8800","0.78"
"1810","39800","4400","4400","-100","9.05"
"1811","92800","-2900","2800","200","33.14"
"1812","693400","11600","326300","-22800","2.13"
"1813","215900","11500","10200","-1600","21.17"
"1814","161600","-50500","10600","-5800","15.25"
"1815","174500","11100","15900","-1700","10.97"
"1820","210400","19600","48300","7400","4.36"
"1821","1183300","-25100","266300","-3800","4.44"
"1822","10400","1700","9400","-","1.11"
"1826","965700","8900","9300","4900","103.84"
"1827","1207300","56000","4800","1000","251.52"
"1828","121700","-11700","-","-","-"
"1833","196500","15300","16200","-1700","12.13"
"1835","7300","-1800","33800","-400","0.22"
"1840","507700","-40800","-","-","-"
"1841","28700","-100","-","-","-"
"1844","440800","14700","-","-","-"
"1847","82300","16700","500","100","164.6"
"1848","25900","-2200","38700","-12800","0.67"
"1850","630900","3200","-","-","-"
"1852","111200","25600","15100","-1300","7.36"
"1853","450700","33400","-","-","-"
"1860","866900","151100","169900","-68100","5.1"
"1861","161400","3200","58200","10100","2.77"
"1866","15700","600","1100","-200","14.27"
"1867","7100","-6000","9700","-23300","0.73"
"1870","74100","15600","14100","-2300","5.26"
"1871","623000","7900","39800","-600","15.65"
"1873","338900","-133800","488100","130200","0.69"
