"SC","信用買残高","信用買残高 前週比","信用売残高","信用売残高 前週比","貸借倍率"
"1301","25400","-2500","3500","-100","7.26"
"1332","820900","-140300","563300","124300","1.46"
"1333","662200","-22600","50300","600","13.17"
"1375","251900","20300","14400","1200","17.49"
"1376","37800","9400","400","400","94.5"
"1377","59500","-3400","25200","-3000","2.36"
"1379","48100","12200","35100","-3000","1.37"
"1380","3500","-300","-","-","-"
"1381","4800","400","-","-","-"
"1382","21400","-900","-","-","-"
"1383","9200","100","-","-","-"
"1384","143500","-29700","-","-","-"
"1400","572200","-23200","-","-","-"
"1401","92500","-1500","-","-","-"
"1407","573300","11200","86400","12400","6.64"
"1414","69200","-15500","20700","-2100","3.34"
"1417","81500","-76100","23100","-7900","3.53"
"1418","740600","-40300","233800","-5200","3.17"
"1419","386400","16100","221400","-34100","1.75"
"1420","24400","-2500","3200","-","7.63"
"1429","390300","-4400","25800","8500","15.13"
"1430","171000","9400","51500","-","3.32"
"1431","53900","9800","117000","-1500","0.46"
"1433","264600","4500","139300","-2200","1.9"
"1434","120500","4600","218300","106200","0.55"
"1435","2275900","95700","1000","-100","2275.9"
"1436","101600","-6400","-","-","-"
"1438","44900","-1600","-","-","-"
"1439","55600","-12600","-","-","-"
"1443","731900","-17900","-","-","-"
"1444","30500","1400","-","-","-"
"1446","88200","-21800","50000","1800","1.76"
"1447","2085900","-180900","-","-","-"
"1450","21500","-5800","-","-","-"
"1451","37700","-700","-","-","-"
"1491","1460500","-35000","-","-","-"
"1514","11619200","-62500","9500","-","1223.07"
"1515","130400","-3900","12200","-1100","10.69"
"1518","1319800","177800","685200","-78900","1.93"
"1605","5642100","613900","1824000","-716600","3.09"
"1662","377100","8100","58500","900","6.45"
"1663","355600","57700","5700","-6500","62.39"
"1711","541900","-48000","-","-","-"
"1712","297800","-15000","31200","-23900","9.54"
"1716","89200","34600","156900","154700","0.57"
"1717","205800","-5200","-","-","-"
"1718","72100","-100","-","-","-"
"1719","292500","-38300","147200","-6400","1.99"
"1720","369800","10500","42700","-2600","8.66"
"1721","23100","-72400","102800","-8500","0.22"
"1723","22600","3900","-","-","-"
"1724","196700","200","-","-","-"
"1726","167200","7100","39200","11100","4.27"
"1730","82700","1000","-","-","-"
"1736","16800","2000","-","-","-"
"1739","410800","52000","-","-","-"
"1743","34000","-3100","-","-","-"
"1757","6832200","-195700","-","-","-"
"1758","81200","1000","-","-","-"
"1762","20300","-2900","5700","-1500","3.56"
"1764","8200","-","-","-","-"
"1766","63200","-700","4100","-1000","15.41"
"1768","6800","100","30700","200","0.22"
"1770","51700","2300","-","-","-"
"1773","16000","-36000","-","-","-"
"1775","18500","-2000","-","-","-"
"1776","127600","2000","-","-","-"
"1780","11600","-10200","27200","-15300","0.43"
"1783","3664900","151000","-","-","-"
"1786","1472800","-57000","71600","-9900","20.57"
"1787","2500","-","-","-","-"
"1788","5100","1300","-","-","-"
"1789","104100","-6700","13000","-400","8.01"
"1793","900","-","-","-","-"
"1795","2400","-300","-","-","-"
"1798","94100","-","-","-","-"
"1799","83900","3900","1100","100","76.27"
"1801","296400","2400","235200","-27100","1.26"
"1802","484700","-450800","418400","-10600","1.16"
"1803","1315700","-74800","500300","-19200","2.63"
"1805","408100","-1900","8500","-5200","48.01"
"1807","121900","-","-","-","-"
"1808","369700","-27400","318200","-22600","1.16"
"1810","30200","-5100","4400","-1000","6.86"
"1811","114300","1200","1900","500","60.16"
"1812","470900","-233000","361400","-21800","1.3"
"1813","193900","-3100","10100","900","19.2"
"1814","190700","-3500","13200","-3400","14.45"
"1815","146300","2900","13100","100","11.17"
"1820","182200","3600","85900","-14300","2.12"
"1821","1520500","-171400","274400","-18300","5.54"
"1822","15000","900","12400","-2800","1.21"
"1826","1279600","-1100","600","400","2132.67"
"1827","1026200","4800","14500","8400","70.77"
"1828","158500","6900","-","-","-"
"1833","208400","100","30400","-400","6.86"
"1835","31200","-6000","10400","-800","3"
"1840","603900","-6500","-","-","-"
"1841","31600","-1800","-","-","-"
"1844","427400","1200","-","-","-"
"1847","73900","-1500","400","-","184.75"
"1848","33800","-500","3600","800","9.39"
