"SC","信用買残高","信用買残高 前週比","信用売残高","信用売残高 前週比","貸借倍率"
"1301","33300","8600","2600","500","12.81"
"1332","1578000","736000","220400","-241400","7.16"
"1333","727800","60500","76400","13400","9.53"
"1375","210600","-5100","3300","100","63.82"
"1376","37700","1200","-","-","-"
"1377","46100","1800","45200","19200","1.02"
"1379","41300","4000","18200","-800","2.27"
"1380","3700","-600","-","-","-"
"1381","5400","700","-","-","-"
"1382","62400","-11200","-","-","-"
"1383","11600","2000","-","-","-"
"1384","184900","9700","-","-","-"
"1400","675200","65000","-","-","-"
"1401","90500","-14200","-","-","-"
"1407","230900","3700","97200","-5700","2.38"
"1414","49500","-2800","26600","1800","1.86"
"1417","84300","5600","19000","5800","4.44"
"1418","352800","-2100","42100","-1000","8.38"
"1419","285600","-53200","442600","151700","0.65"
"1420","33700","2900","3400","1300","9.91"
"1429","657200","90800","14800","1700","44.41"
"1430","132700","5100","81100","24900","1.64"
"1431","70800","16300","100100","-6700","0.71"
"1433","219300","-4500","113500","-2200","1.93"
"1434","289400","5700","30700","-15500","9.43"
"1435","2022300","-10100","2000","1000","1011.15"
"1436","94700","1500","-","-","-"
"1438","44800","-100","-","-","-"
"1439","58000","3600","-","-","-"
"1443","783100","-31900","-","-","-"
"1444","32500","1200","-","-","-"
"1446","43400","-200","40900","400","1.06"
"1447","2026200","16100","-","-","-"
"1450","21300","200","-","-","-"
"1451","51100","5000","-","-","-"
"1491","1329500","-79700","-","-","-"
"1514","4093700","-5534500","9500","-","430.92"
"1515","83300","19300","6800","-1500","12.25"
"1518","1220900","-60000","755600","65000","1.62"
"1605","8660400","707900","1101500","-245000","7.86"
"1662","609300","84600","40100","9700","15.19"
"1663","380400","23800","4600","-13300","82.7"
"1711","601200","42600","800","800","751.5"
"1712","577100","-13800","4500","-800","128.24"
"1716","86500","8600","2400","-300","36.04"
"1717","185700","-23900","-","-","-"
"1718","71700","-300","-","-","-"
"1719","529300","153500","78100","4400","6.78"
"1720","431700","79900","51000","11500","8.46"
"1721","66600","45500","115200","34600","0.58"
"1723","16600","-2500","-","-","-"
"1724","192400","3900","-","-","-"
"1726","135200","-7000","1200","-100","112.67"
"1730","96200","-2000","-","-","-"
"1736","9100","-100","-","-","-"
"1739","366300","-116500","-","-","-"
"1743","31500","-1000","-","-","-"
"1757","5145200","5800","-","-","-"
"1758","94100","-3200","-","-","-"
"1762","15200","4800","1300","-2700","11.69"
"1764","9300","600","-","-","-"
"1766","10700","-1100","7300","-1400","1.47"
"1768","6200","-400","30800","-","0.2"
"1770","48400","2300","-","-","-"
"1773","3000","-","-","-","-"
"1775","39400","1400","-","-","-"
"1776","142300","21200","-","-","-"
"1780","14300","1500","10600","3100","1.35"
"1783","3695600","-12600","-","-","-"
"1786","958800","40000","41500","7500","23.1"
"1787","3400","300","-","-","-"
"1788","3700","-","-","-","-"
"1789","138400","4900","11000","-9000","12.58"
"1793","4900","300","-","-","-"
"1795","3800","2700","-","-","-"
"1798","94200","200","-","-","-"
"1799","83800","1400","400","-600","209.5"
"1801","140600","38000","251700","28500","0.56"
"1802","370300","6000","291000","-47500","1.27"
"1803","1214500","232200","392400","-3500","3.1"
"1805","701400","141400","14600","-200","48.04"
"1807","139000","1400","-","-","-"
"1808","263100","5700","294200","4300","0.89"
"1810","26500","-6800","700","-300","37.86"
"1811","88000","2500","1800","800","48.89"
"1812","630200","60100","327100","-2500","1.93"
"1813","184200","12700","7000","600","26.31"
"1814","160000","17100","17700","-5800","9.04"
"1815","178900","4000","6400","-2400","27.95"
"1820","202400","-3300","44600","1100","4.54"
"1821","1203100","-114400","213400","16200","5.64"
"1822","14600","3900","9600","3600","1.52"
"1826","982700","-","54200","3600","18.13"
"1827","1286600","92700","2400","100","536.08"
"1828","134800","15400","-","-","-"
"1833","190900","24600","16100","1300","11.86"
"1835","44300","38500","32400","-4600","1.37"
"1840","417300","-5100","-","-","-"
"1841","28500","-100","-","-","-"
"1844","415900","-7300","-","-","-"
"1847","126400","32000","400","-","316"
"1848","35500","800","19800","-","1.79"
"1850","665900","4800","-","-","-"
"1852","112700","-8200","16600","-900","6.79"
"1853","483700","8100","-","-","-"
"1860","226500","-314400","132900","-17700","1.7"
"1861","62600","-91600","39700","-13100","1.58"
"1866","18500","6800","2600","1800","7.12"
"1867","7200","-300","500","-200","14.4"
"1870","63900","-24100","11700","-800","5.46"
"1871","419400","-196400","221600","180100","1.89"
"1873","547600","90600","259800","-47500","2.11"
"1878","33200","8700","27400","-3000","1.21"
"1879","356100","25200","14300","-1300","24.9"
"1882","117600","4900","32000","15700","3.67"
"1884","30700","6700","11600","-10600","2.65"
"1885","107800","25100","3700","-1500","29.14"
"1887","304500","-6100","12900","-500","23.6"
"1888","43000","1500","4700","-800","9.15"
"1890","477100","-47100","16600","-","28.74"
"1893","597700","154700","69800","-105700","8.56"
"1897","3500","100","-","-","-"
"1898","1085500","41400","54400","-45600","19.95"
"1899","54500","-2300","8100","2200","6.73"
"1904","33600","4300","1700","700","19.76"
"1905","160300","-1900","-","-","-"
"1909","219900","5200","-","-","-"
"1911","779400","-21800","153500","-3200","5.08"
"1914","81900","2100","10000","7700","8.19"
"1921","66400","100","3500","-2100","18.97"
"1925","117400","-29900","103300","-4800","1.14"
"1926","91700","-12200","34100","-","2.69"
"1928","417000","-39300","95900","-800","4.35"
"1929","96900","5500","23300","1600","4.16"
"1930","144400","600","5000","400","28.88"
"1934","180400","-3200","3100","-400","58.19"
"1938","77600","7200","300","-","258.67"
"1939","40000","-1800","14300","700","2.8"
"1941","57000","-4900","23400","-16400","2.44"
"1942","102600","-19700","90300","-3900","1.14"
"1944","12600","-43600","80700","900","0.16"
"1945","70600","-12300","200","-700","353"
"1946","10500","800","500","300","21"
"1948","5300","-9900","-","-","-"
"1949","27200","4500","1400","200","19.43"
"1950","7600","-700","32400","-600","0.23"
"1951","59600","-200","45800","1400","1.3"
"1952","36000","10500","33000","2700","1.09"
"1959","45100","-4000","31000","1200","1.45"
"1960","134200","-4200","-","-","-"
"1961","125200","3800","24700","-500","5.07"
"1963","1220000","441200","223000","26600","5.47"
"1964","82600","-1400","800","-100","103.25"
"1965","31100","-500","3400","1000","9.15"
"1966","527800","88400","71400","20100","7.39"
"1967","515900","-700","7900","2100","65.3"
"1968","4700","100","1800","500","2.61"
