"SC","信用買残高","信用買残高 前週比","信用売残高","信用売残高 前週比","貸借倍率"
"1301","22000","-1400","4300","-1200","5.12"
"1332","776400","-150700","470900","-120000","1.65"
"1333","580100","27600","68100","9100","8.52"
"1375","252200","1000","14100","-","17.89"
"1376","36500","-2100","-","-","-"
"1377","61600","4300","30500","3600","2.02"
"1379","41800","-3300","34300","-3000","1.22"
"1380","3800","-200","-","-","-"
"1381","6400","1400","-","-","-"
"1382","42200","21600","1000","1000","42.2"
"1383","10300","1100","-","-","-"
"1384","132700","-4400","-","-","-"
"1400","560800","-10400","-","-","-"
"1401","104400","12600","-","-","-"
"1407","418100","-108600","128500","35500","3.25"
"1414","61900","-1600","20900","700","2.96"
"1417","83900","-3700","23700","1800","3.54"
"1418","732500","-8300","229800","-1600","3.19"
"1419","335800","-35000","209500","-5000","1.6"
"1420","25300","-100","3100","-100","8.16"
"1429","476000","47600","21800","1400","21.83"
"1430","160900","2000","51400","-1300","3.13"
"1431","59400","-5600","119700","2700","0.5"
"1433","322600","34100","134100","-6600","2.41"
"1434","239900","107400","95100","-225500","2.52"
"1435","2235400","-41200","1100","-","2032.18"
"1436","100000","-2800","-","-","-"
"1438","44100","-700","-","-","-"
"1439","54100","100","-","-","-"
"1443","797900","7900","-","-","-"
"1444","34700","1500","-","-","-"
"1446","110300","23700","59100","8200","1.87"
"1447","2157000","78400","-","-","-"
"1450","21600","-","-","-","-"
"1451","49500","11800","-","-","-"
"1491","1442200","53700","-","-","-"
"1514","11256500","-158500","9500","-","1184.89"
"1515","142700","11900","34400","23600","4.15"
"1518","1123200","-221200","773800","74400","1.45"
"1605","5055700","-601300","2137500","253400","2.37"
"1662","370100","-47300","48700","-3500","7.6"
"1663","352700","-18700","5200","-7100","67.83"
"1711","558000","-3000","-","-","-"
"1712","297100","2500","31600","3300","9.4"
"1716","103100","-39600","10100","-10800","10.21"
"1717","191700","-9700","-","-100","-"
"1718","70300","-100","-","-","-"
"1719","314800","-5800","143200","1100","2.2"
"1720","269400","-53900","51400","8800","5.24"
"1721","46000","20800","81400","-1600","0.57"
