"SC","信用買残高","信用買残高 前週比","信用売残高","信用売残高 前週比","貸借倍率"
"1301","26100","-1600","2200","200","11.86"
"1332","1581700","9900","356300","-7800","4.44"
"1333","772300","-14800","52800","1900","14.63"
"1375","232800","-2300","13200","-","17.64"
"1376","23600","-10000","-","-","-"
"1377","79500","-2200","25400","8000","3.13"
"1379","36100","-","38600","-2600","0.94"
"1380","3700","-600","-","-","-"
"1381","3500","-900","-","-","-"
"1382","18800","-","-","-","-"
"1383","7500","1100","-","-","-"
"1384","167700","4400","-","-","-"
"1400","613100","-37300","-","-","-"
"1401","98100","-14400","-","-300","-"
"1407","540100","-24600","105500","12100","5.12"
"1414","75800","-8500","28800","200","2.63"
"1417","90100","1400","31000","2600","2.91"
"1418","801700","-20600","251200","-2800","3.19"
"1419","419800","-19500","312500","-80300","1.34"
"1420","23100","-1600","4200","1600","5.5"
"1429","334400","10700","17700","-3600","18.89"
"1430","171200","-2100","55400","100","3.09"
"1431","53100","3000","120000","100","0.44"
"1433","269800","-60800","143400","-26500","1.88"
"1434","204900","-19700","28200","24500","7.27"
"1435","2172100","18600","3000","-","724.03"
"1436","112600","100","-","-","-"
"1438","46600","-","-","-","-"
"1439","69600","-2300","-","-","-"
"1443","812800","-96800","-","-","-"
"1444","27100","2200","-","-","-"
"1446","105600","200","45700","3000","2.31"
"1447","2270000","-5500","-","-","-"
"1450","24900","-500","-","-","-"
"1451","39000","-500","-","-","-"
"1491","1811700","96100","-","-","-"
"1514","11790900","-12200","9500","-","1241.15"
"1515","145800","-5300","12500","-1100","11.66"
"1518","1376600","-34100","734200","-23700","1.87"
"1605","4559500","277200","2139100","120200","2.13"
"1662","393700","-35200","65700","2700","5.99"
"1663","253000","-24600","4800","200","52.71"
"1711","625500","1200","-","-","-"
"1712","352500","-70800","122700","-32800","2.87"
"1716","59400","-4400","2600","300","22.85"
"1717","227200","3300","-","-","-"
"1718","40800","2300","-","-","-"
"1719","256000","24400","149800","-334800","1.71"
"1720","298800","-52000","48800","3600","6.12"
"1721","86400","-500","106800","-2700","0.81"
"1723","17900","-900","-","-","-"
"1724","200300","-3700","-","-","-"
"1726","154500","-3900","14200","3800","10.88"
"1730","83900","-700","-","-","-"
"1736","13000","-1500","-","-","-"
"1739","179900","-2600","-","-","-"
"1743","36600","-700","-","-","-"
"1757","7208800","-22100","-","-","-"
"1758","77400","51000","-","-","-"
"1762","18600","-4500","7200","-","2.58"
"1764","6800","-300","-","-","-"
"1766","69500","-100","4900","100","14.18"
"1768","7700","900","31100","700","0.25"
"1770","396700","-1900","-","-","-"
"1773","124000","93000","-","-","-"
"1775","22100","-4000","-","-","-"
"1776","125300","-5300","-","-","-"
"1780","12900","200","43500","-1900","0.3"
"1783","3614300","-24900","-","-","-"
"1786","1699100","-63200","72400","-7800","23.47"
"1787","2500","-2700","-","-","-"
"1788","4100","200","-","-","-"
"1789","112400","5000","8800","100","12.77"
"1793","800","-1800","-","-","-"
"1795","2400","200","-","-","-"
"1798","93600","-3000","-","-","-"
"1799","75000","5700","1000","-600","75"
"1801","181300","79300","385800","-99600","0.47"
"1802","1102800","528200","463000","-8700","2.38"
"1803","1506800","282400","503800","-291900","2.99"
"1805","401100","41800","12700","-2500","31.58"
"1807","116400","300","-","-","-"
"1808","224800","-7800","324800","-5200","0.69"
"1810","27300","1200","5500","-200","4.96"
"1811","108700","14800","2100","1500","51.76"
"1812","821200","94500","228300","-6400","3.6"
"1813","198600","-400","9700","300","20.47"
"1814","205100","2300","7600","1800","26.99"
"1815","140700","300","13500","300","10.42"
"1820","174800","-25200","52900","-3600","3.3"
"1821","1950800","-98100","309600","16100","6.3"
"1822","14700","1300","16700","-2600","0.88"
"1826","1284800","-9700","7300","5500","176"
"1827","868400","112600","11200","3800","77.54"
"1828","152800","-4900","-","-","-"
"1833","211400","23300","34700","2500","6.09"
"1835","44400","-3800","11300","400","3.93"
"1840","611400","-84200","-","-","-"
"1841","31600","-700","-","-","-"
"1844","364600","82600","-","-","-"
"1847","89000","-6700","400","-200","222.5"
