"SC","信用買残高","信用買残高 前週比","信用売残高","信用売残高 前週比","貸借倍率"
"1301","31300","2100","4900","2900","6.39"
"1332","1015200","-256000","262900","28000","3.86"
"1333","553900","-20400","70800","3300","7.82"
"1375","146900","-22400","1400","300","104.93"
"1376","33700","100","-","-","-"
"1377","43100","-4600","18000","3200","2.39"
"1379","51100","-6400","7000","2200","7.3"
"1380","5500","400","-","-","-"
"1381","10200","2500","-","-100","-"
"1382","86600","-2000","-","-","-"
"1383","15700","1000","-","-","-"
"1384","160400","-24500","-","-","-"
"1401","91800","-13200","-","-","-"
"1407","236800","8400","114400","38900","2.07"
"1414","44800","2200","38500","6800","1.16"
"1417","89900","-10900","22600","-4500","3.98"
"1418","671700","-26400","35600","700","18.87"
"1419","234700","119700","474900","60900","0.49"
"1420","39900","500","800","300","49.88"
"1429","726300","-18100","8800","-200","82.53"
"1430","72300","-2200","3200","-3500","22.59"
"1431","82700","19300","16100","-15100","5.14"
"1433","279400","52800","355200","189400","0.79"
"1434","217800","-1500","58400","4600","3.73"
"1435","2184900","34000","1000","-","2184.9"
"1436","97300","-700","-","-","-"
"1438","45100","-","-","-","-"
"1439","31800","2700","-","-","-"
"1443","854200","57700","-","-","-"
"1444","26400","-4600","-","-","-"
"1446","52100","-2800","37800","-600","1.38"
"1447","3241500","890200","1200","1200","2701.25"
"1450","21900","200","-","-","-"
"1451","67300","3900","-","-","-"
"1491","1132500","19100","-","-","-"
"1514","3162600","116300","11700","3700","270.31"
"1515","42200","-5300","5700","-300","7.4"
"1518","864400","-187500","572600","-200","1.51"
"1605","7690600","-766100","526700","47000","14.6"
"1662","404300","-9300","35800","11300","11.29"
"1663","438200","-19400","10300","4500","42.54"
"1711","988500","143000","200","200","4942.5"
"1712","524300","67900","11800","2100","44.43"
"1716","193800","9200","1200","-1100","161.5"
"1717","212400","-2200","100","100","2124"
"1718","38400","4200","-","-","-"
"1719","609300","94000","107200","25100","5.68"
"1720","318600","-29000","16700","4400","19.08"
"1721","34100","1300","29400","11600","1.16"
"1723","15300","-100","-","-","-"
"1724","240000","14000","-","-","-"
"1726","339400","-4400","300","-100","1131.33"
"1730","245300","300","-","-","-"
"1736","7800","1300","-","-","-"
"1739","24100","-8700","-","-","-"
"1743","44000","3400","-","-","-"
"1757","4746600","-134900","-","-","-"
"1758","56200","-27100","-","-","-"
"1762","11500","-3700","5400","2500","2.13"
"1764","8300","200","-","-","-"
"1766","6900","800","8700","-2500","0.79"
"1768","11800","2100","500","-500","23.6"
"1770","55800","-100","-","-","-"
"1773","16000","-12000","-","-","-"
"1775","41200","200","-","-","-"
"1776","95400","-15700","-","-","-"
"1780","44200","11200","142200","82300","0.31"
"1783","3442000","98400","-","-","-"
"1786","1157400","188800","29600","13000","39.1"
"1787","2800","-300","-","-","-"
"1788","3800","200","-","-","-"
"1789","144900","-11900","7600","-800","19.07"
"1793","1700","400","-","-","-"
"1795","2700","300","-","-","-"
"1798","97100","800","-","-","-"
"1799","90100","5800","1500","1200","60.07"
"1801","130600","-114100","174400","33200","0.75"
"1802","364100","-70000","211900","29000","1.72"
"1803","1073300","-375100","368200","21400","2.91"
"1805","746000","-14100","34900","30500","21.38"
"1807","115600","-2900","-","-","-"
"1808","230900","-65500","268400","70300","0.86"
"1810","101700","11500","300","-800","339"
"1811","104600","5600","3500","2000","29.89"
"1812","503800","-148600","219100","13800","2.3"
"1813","252900","100100","32600","23700","7.76"
"1814","113800","16000","13000","2300","8.75"
"1815","184700","-6700","5800","800","31.84"
"1820","124200","-28200","61800","5800","2.01"
"1821","1408600","33100","216800","14600","6.5"
"1822","26200","-800","1800","300","14.56"
"1826","961700","2500","40500","1400","23.75"
"1827","1292800","-81200","41100","14800","31.45"
"1828","124800","-2400","-","-","-"
"1833","124200","-33700","28800","6000","4.31"
"1835","9600","400","41200","2300","0.23"
"1840","504700","48500","-","-","-"
"1841","18600","1200","-","-","-"
"1844","279000","-33400","-","-","-"
"1847","136400","-7000","400","-","341"
"1848","37300","-2800","2000","-2200","18.65"
"1850","731900","14000","-","-","-"
"1852","149100","18400","40300","15800","3.7"
"1853","568400","14800","-","-","-"
"1860","52600","9900","111500","1900","0.47"
"1861","58400","4100","10700","-1500","5.46"
"1866","83500","3100","100","-100","835"
"1867","61600","28900","41600","41400","1.48"
"1870","41600","1100","10300","1400","4.04"
"1871","235400","2600","23600","-15100","9.97"
"1873","542900","-66000","251500","-","2.16"
"1878","16600","500","32100","-100","0.52"
"1879","535800","24100","6000","-1700","89.3"
"1882","354500","3900","18500","-500","19.16"
"1884","54700","34600","9500","3200","5.76"
"1885","39000","-12000","4700","1800","8.3"
"1887","247000","-104100","23600","8700","10.47"
"1888","35400","-3600","900","300","39.33"
"1890","677000","40700","55900","100","12.11"
"1893","758600","108900","50200","7900","15.11"
"1897","3700","-","-","-","-"
"1898","821800","-231600","56300","20000","14.6"
"1899","56800","7000","23200","9300","2.45"
"1904","36300","-3400","62300","-6300","0.58"
"1905","165500","17000","-","-","-"
"1909","226800","6500","-","-","-"
"1911","447600","-41900","132100","2400","3.39"
"1914","133000","31400","5800","5400","22.93"
"1921","124300","31700","5100","100","24.37"
"1925","161000","12100","159000","88400","1.01"
"1926","79500","-25200","15900","14100","5"
"1928","608100","43100","290100","144400","2.1"
"1929","147300","44200","51300","26100","2.87"
"1930","236400","171500","328800","321200","0.72"
"1934","119200","-71300","7500","-400","15.89"
"1938","169900","1100","300","-","566.33"
"1939","46200","-8900","17600","3200","2.63"
"1941","25900","-26200","15000","-9600","1.73"
"1942","38200","-7400","115300","800","0.33"
"1944","19400","-4200","83900","-5500","0.23"
"1945","110400","-37000","14500","3100","7.61"
"1946","4400","-2100","5100","1800","0.86"
"1948","19100","2300","-","-","-"
"1949","54800","-2000","4900","1400","11.18"
"1950","15500","2100","7100","200","2.18"
"1951","53800","7600","43200","-4400","1.25"
"1952","24200","-400","27300","500","0.89"
"1959","36200","900","39400","-2600","0.92"
"1960","241000","21300","-","-","-"
"1961","66600","2600","23400","-1300","2.85"
"1963","998000","-159700","173800","-11800","5.74"
"1964","74800","2200","4700","1500","15.91"
"1965","23700","-2900","4600","1000","5.15"
"1966","365500","10700","18800","-200","19.44"
"1967","522000","5200","2300","-200","226.96"
"1968","5100","-600","5200","100","0.98"
"1969","56400","-9600","46800","-3400","1.21"
"1971","147500","34100","-","-","-"
"1972","128400","12500","600","200","214"
"1973","73400","-15300","28100","-400","2.61"
"1975","29100","2800","4300","-200","6.77"
"1976","31000","-6900","15600","300","1.99"
"1979","57700","400","18700","300","3.09"
"1980","92500","-400","114100","-72500","0.81"
"1981","2900","400","-","-","-"
"1982","34800","-1100","13000","800","2.68"
"1992","1300","300","-","-","-"
"1994","37600","4800","-","-","-"
"1997","24400","2000","-","-","-"
"2001","166700","21100","18400","4700","9.06"
"2002","324300","-91600","47200","7800","6.87"
"2003","45100","-200","300","-300","150.33"
"2004","16100","-1200","4000","1800","4.03"
"2009","98100","16400","-","-800","-"
"2053","266600","-59300","4300","1300","62"
"2055","374400","20000","2500","-800","149.76"
"2060","491000","-9300","9500","6800","51.68"
"2107","58400","-4700","100","100","584"
"2108","12200","-2000","700","100","17.43"
"2109","22400","-4200","7800","2500","2.87"
"2112","512200","-17000","8900","6100","57.55"
"2114","36300","4900","69900","1100","0.52"
"2117","28000","-7100","25200","3100","1.11"
"2120","2969900","-35100","101100","-6600","29.38"
"2121","376100","74900","18600","2100","20.22"
"2122","147200","-3900","-","-","-"
"2124","246300","-67800","15300","-10500","16.1"
"2127","10433300","-243300","364400","18600","28.63"
"2130","298000","-32400","153400","-6400","1.94"
"2134","7842800","-78900","-","-","-"
"2136","53600","2000","-","-","-"
"2138","1654100","155500","118500","-16400","13.96"
"2139","58000","4000","1600","-100","36.25"
"2146","411300","2000","50200","900","8.19"
"2148","231400","-33700","100","-","2314"
"2150","1043200","274400","-","-100","-"
"2152","31000","-200","-","-","-"
"2153","265500","9600","800","-","331.88"
"2154","39100","-100","45900","-3100","0.85"
"2156","101600","2400","-","-","-"
"2157","833200","71500","44500","200","18.72"
"2158","2019600","-24700","-","-","-"
"2160","4921000","-154200","542500","29300","9.07"
"2162","1470800","12600","20400","-9500","72.1"
"2163","101000","4400","300","300","336.67"
"2164","51000","-2100","-","-","-"
"2168","303800","18500","241700","4500","1.26"
"2169","13400","2700","1000","100","13.4"
"2170","680600","15900","193500","7400","3.52"
"2173","231400","19900","12700","-2300","18.22"
"2175","221200","700","118900","-100","1.86"
"2179","5800","-700","-","-","-"
