"SC","信用買残高","信用買残高 前週比","信用売残高","信用売残高 前週比","貸借倍率"
"1301","34300","-2800","3200","-1100","10.72"
"1332","1849600","200100","223600","50300","8.27"
"1333","564800","10700","47800","3400","11.82"
"1375","113300","-8300","14200","-","7.98"
"1376","8500","-","-","-","-"
"1377","88800","-16000","28500","3200","3.12"
"1379","51000","-8800","43700","-1600","1.17"
"1380","5100","700","-","-","-"
"1381","7800","200","-","-","-"
"1382","24400","-300","-","-","-"
"1383","8200","-2800","-","-","-"
"1384","181000","-18900","-","-","-"
"1400","394600","-7900","-","-","-"
"1401","42100","200","-","-","-"
"1407","548500","18800","170900","-8500","3.21"
"1414","134300","-34000","23600","4500","5.69"
"1417","89200","-1500","23800","-2200","3.75"
"1418","1325800","493200","1033400","347600","1.28"
"1419","297600","-59700","960500","7600","0.31"
"1420","30200","-8900","3300","-4000","9.15"
"1429","315100","1200","48300","-2600","6.52"
"1430","168900","38200","23500","-2500","7.19"
"1431","51900","-3400","175400","-1600","0.3"
"1433","163300","-1000","109500","-200","1.49"
"1434","177800","-12200","7100","-4800","25.04"
"1435","2457900","6200","18300","-700","134.31"
"1436","109600","-15400","-","-","-"
"1438","44400","1200","-","-","-"
"1439","67100","-1100","-","-","-"
"1443","877200","24100","-","-","-"
"1444","39000","1700","-","-","-"
"1446","69400","3400","35900","500","1.93"
"1447","2362400","-5500","-","-","-"
"1450","20500","300","-","-","-"
"1451","42000","100","-","-","-"
"1491","1613900","19700","-","-","-"
"1514","12748700","144400","9500","-","1341.97"
"1515","104500","19700","17800","-300","5.87"
"1518","1243900","-83800","551300","-7800","2.26"
"1605","7601500","957700","1084700","-291100","7.01"
"1662","465000","10600","156600","10800","2.97"
"1663","232800","-600","26100","8400","8.92"
"1711","564400","55800","-","-","-"
"1712","168000","-62300","23100","6100","7.27"
"1716","46800","1100","700","400","66.86"
"1717","251300","7000","-","-","-"
"1718","68600","-","-","-","-"
"1719","169000","-31400","248200","33000","0.68"
"1720","677700","32800","54400","1600","12.46"
"1721","152000","-7600","56500","-3100","2.69"
"1723","21100","6000","-","-","-"
"1724","265400","9400","-","-","-"
"1726","194900","6500","300","-","649.67"
"1730","63600","2700","-","-","-"
"1736","9200","-","-","-","-"
"1739","372500","6600","-","-","-"
"1743","54800","-300","-","-","-"
"1757","24943300","-175000","-","-","-"
"1758","37300","-300","-","-","-"
"1762","20800","-200","4700","-900","4.43"
"1764","11200","-","-","-","-"
"1766","45400","5300","379100","162300","0.12"
"1768","5300","-900","30600","400","0.17"
"1770","390400","4600","-","-","-"
"1773","104000","79000","-","-","-"
"1775","29600","1900","-","-","-"
"1776","157000","-37500","-","-","-"
"1780","3700","-200","70800","600","0.05"
"1783","3913300","228800","-","-","-"
"1786","966700","-67200","93800","-5700","10.31"
"1787","3600","700","-","-","-"
"1788","5100","-400","-","-","-"
"1789","124500","-4300","9400","-","13.24"
"1793","600","100","-","-","-"
"1795","900","-","-","-","-"
"1798","97000","-200","-","-","-"
"1799","24400","3000","1000","-600","24.4"
"1801","127500","1200","228600","14100","0.56"
"1802","1143700","4200","291600","-14400","3.92"
"1803","679000","95600","749400","-113100","0.91"
"1805","261300","-4800","1600","100","163.31"
"1807","111100","300","-","-","-"
"1808","250300","-43700","283200","28300","0.88"
"1810","36700","-700","3300","-","11.12"
"1811","82100","1200","1300","300","63.15"
"1812","673900","31000","134600","27400","5.01"
"1813","165800","-3900","3300","-600","50.24"
"1814","208100","-5600","1500","-300","138.73"
"1815","138300","1300","8700","-1900","15.9"
"1820","344300","-11600","48100","400","7.16"
"1821","2302800","-107200","161200","2400","14.29"
"1822","40500","-1700","17900","6300","2.26"
"1826","1400400","-5700","3600","900","389"
"1827","551300","21300","1600","300","344.56"
"1828","125900","900","-","-","-"
"1833","236100","-39500","6900","-13000","34.22"
"1835","15000","-7000","16200","6800","0.93"
"1840","647600","-7200","-","-","-"
"1841","27500","900","-","-","-"
"1844","352400","80200","-","-","-"
"1847","133200","-500","400","-","333"
"1848","41700","5700","46600","1000","0.89"
"1850","829400","18000","400","400","2073.5"
"1852","192500","-6500","26900","400","7.16"
"1853","358400","3400","-","-","-"
"1860","132300","-118700","301100","12700","0.44"
"1861","246000","-3200","34500","100","7.13"
"1866","74700","-100","7000","-400","10.67"
"1867","13000","400","3700","700","3.51"
"1870","133000","-3000","22800","3300","5.83"
"1871","274900","-4700","76000","-","3.62"
"1873","436300","-50100","257800","6400","1.69"
"1878","36900","-3900","23900","200","1.54"
"1879","405900","-5600","9800","2200","41.42"
"1882","82900","2900","24000","3700","3.45"
"1884","7700","400","4100","-100","1.88"
"1885","21600","-3100","6700","1200","3.22"
"1887","146700","-23600","7800","-9900","18.81"
"1888","59400","-1800","59900","400","0.99"
"1890","1449300","-48400","12400","200","116.88"
"1893","931800","-60900","101500","-75100","9.18"
"1897","2700","-","-","-","-"
"1898","2863000","119400","19100","6800","149.9"
"1899","106000","100","800","-100","132.5"
"1904","3800","-200","2100","-500","1.81"
"1905","192100","100","-","-","-"
"1909","98100","4100","-","-","-"
"1911","474000","44100","265700","7800","1.78"
"1914","16600","-6600","7500","1200","2.21"
"1921","129900","1100","3900","700","33.31"
"1925","282700","-11800","73200","12200","3.86"
"1926","68000","4800","4500","-1100","15.11"
"1928","190000","-31800","363800","-91200","0.52"
"1929","88300","-4300","35500","900","2.49"
"1930","102300","4500","7100","400","14.41"
"1934","160200","1000","7700","2700","20.81"
"1938","126600","31200","1000","-","126.6"
"1939","26700","-1800","300","-900","89"
"1941","40500","-3500","35800","9100","1.13"
"1942","73100","-6600","83000","8500","0.88"
"1944","33800","10600","88700","800","0.38"
"1945","83300","-18000","14500","1000","5.74"
"1946","15400","-700","700","200","22"
"1948","15000","-300","-","-","-"
"1949","18900","100","1800","500","10.5"
"1950","17100","400","12600","1200","1.36"
"1951","88500","-1800","47700","1700","1.86"
"1952","9000","300","26400","-300","0.34"
"1954","38500","-4900","600","-","64.17"
"1959","30200","-1300","7900","-1000","3.82"
"1960","157300","3400","-","-","-"
"1961","89800","900","19000","-","4.73"
"1963","1164100","24700","216900","-300","5.37"
"1964","39600","-100","800","-100","49.5"
"1965","11900","-900","1400","-1200","8.5"
"1966","565100","15400","72600","-2800","7.78"
"1967","570000","-600","94800","800","6.01"
"1968","13000","-1500","6600","-400","1.97"
"1969","35000","5900","36700","9000","0.95"
"1971","72700","100","-","-","-"
"1972","108100","9400","8500","500","12.72"
"1973","89300","-5100","30600","-6500","2.92"
"1975","2800","400","3300","1000","0.85"
"1976","247200","11800","21200","3200","11.66"
"1979","6100","-1200","36600","-","0.17"
"1980","111900","-2700","2600","300","43.04"
"1981","200","-","-","-","-"
"1982","21600","-300","15600","-100","1.38"
"1992","7600","-2100","-","-","-"
"1994","177500","2500","-","-","-"
"1997","22700","-100","-","-","-"
"2001","16600","3100","7200","200","2.31"
"2002","88400","-21900","110700","-10700","0.8"
"2003","41900","1000","-","-100","-"
"2004","20900","400","11100","-1000","1.88"
"2009","117500","26700","-","-","-"
"2053","144000","6600","800","-","180"
"2055","236800","8800","4800","2500","49.33"
"2060","270700","-21500","2200","-","123.05"
"2107","64600","-3000","-","-","-"
"2108","6600","-2000","1600","-400","4.13"
"2109","10600","-1800","8300","200","1.28"
"2112","251500","76600","13400","-300","18.77"
"2114","75900","6500","400","-700","189.75"
"2117","12700","-9100","7800","-1000","1.63"
"2120","2252800","84500","331600","-25300","6.79"
"2121","222900","16700","76400","31500","2.92"
"2122","248100","41200","-","-","-"
"2124","50600","-10600","18500","800","2.74"
"2127","6302000","-312000","534100","-8400","11.8"
"2130","425900","-400","38200","4100","11.15"
"2134","7001900","-135000","-","-","-"
"2136","84100","1300","-","-","-"
"2138","1158700","-49600","357200","-63400","3.24"
"2139","67800","7000","1400","-","48.43"
"2146","471300","10300","92900","-1700","5.07"
"2148","176800","7700","-","-","-"
"2150","1627000","62300","-","-","-"
"2152","50600","-800","-","-","-"
"2153","195100","-11000","1100","-100","177.36"
"2154","44200","-13300","50700","23200","0.87"
"2156","99100","4900","-","-","-"
"2157","595400","43800","250200","35000","2.38"
"2158","3130400","133400","37100","2600","84.38"
"2160","3874300","59100","42000","-14100","92.25"
"2162","1372200","120800","338300","-56800","4.06"
"2163","145500","4500","200","-4100","727.5"
"2164","64800","11700","-","-","-"
"2168","132200","-3400","37200","-12100","3.55"
"2169","11100","600","400","-500","27.75"
"2170","1878900","-8500","377700","4000","4.97"
"2173","117200","-3600","1200","-100","97.67"
"2175","265300","-700","188500","4500","1.41"
"2179","2700","-1400","-","-","-"
"2180","94300","19400","2800","100","33.68"
"2181","76600","-9500","88500","-500","0.87"
"2183","75500","6300","-","-","-"
"2185","83500","9300","-","-","-"
"2186","224800","-2900","-","-","-"
"2193","819100","-137500","148200","-4000","5.53"
"2195","432800","-12200","-","-","-"
"2196","587000","28600","45500","-8500","12.9"
"2198","95800","-16100","271100","-366800","0.35"
"2201","23100","900","3800","-900","6.08"
"2204","1600","-1000","1200","-","1.33"
"2206","70900","-40700","95800","-3800","0.74"
"2207","1100","-","4300","300","0.26"
"2208","3100","-300","-","-","-"
"2209","8100","-","300","-","27"
"2211","53600","900","8300","500","6.46"
"2212","222400","-4800","154200","10400","1.44"
"2215","137300","-5400","3800","300","36.13"
"2216","59500","200","7000","-1500","8.5"
"2217","6300","-100","7000","900","0.9"
"2220","11700","-300","25600","-300","0.46"
"2221","1500","-300","-","-","-"
"2222","69600","10200","176800","10400","0.39"
"2224","1600","-600","-","-","-"
"2226","1400","-","900","300","1.56"
"2229","80200","2500","105100","-300","0.76"
"2264","60900","-31500","12800","800","4.76"
"2266","12700","-900","6400","-3300","1.98"
"2267","119500","-12000","255600","43500","0.47"
"2268","10300","1300","100","100","103"
"2269","222200","-20100","54400","6600","4.08"
"2270","63300","-6000","62600","-1700","1.01"
"2281","112600","-3500","19600","-300","5.74"
"2282","213700","-11900","64400","-2100","3.32"
"2286","279800","3900","1700","-300","164.59"
"2288","20400","1800","4700","900","4.34"
"2291","5700","500","4200","100","1.36"
"2292","24400","-12200","16800","-2100","1.45"
"2293","200","-200","-","-","-"
"2294","37600","-4500","106000","44500","0.35"
"2296","46300","-5200","83500","21700","0.55"
"2300","2800","-8100","-","-","-"
"2301","96500","-2100","69300","-9700","1.39"
"2303","88300","-2300","-","-","-"
"2304","174400","44100","70000","55300","2.49"
"2305","23300","500","57400","14400","0.41"
"2307","437300","6200","900","-","485.89"
"2309","51800","1800","32800","-2300","1.58"
"2311","95800","5600","-","-","-"
"2315","6659700","-42000","1467200","-308200","4.54"
"2317","4153600","240600","401400","14200","10.35"
"2321","1463200","-18900","-","-","-"
"2323","231000","8100","-","-","-"
"2325","19500","800","800","-100","24.38"
"2326","138700","2500","7000","-1100","19.81"
"2327","21700","-1500","50800","800","0.43"
"2329","33300","10900","-","-","-"
"2330","2489200","3400","-","-","-"
"2331","71900","-7500","36500","3200","1.97"
"2332","28600","-1000","1500","-200","19.07"
"2334","326300","12000","-","-","-"
"2335","32300","2000","4400","200","7.34"
"2337","4250200","2092600","193100","74300","22.01"
"2338","54500","21000","-","-","-"
"2340","129200","-13300","-","-","-"
"2341","1324400","51100","-","-","-"
"2342","745000","10000","-","-","-"
"2344","93400","5900","-","-","-"
"2345","1955100","-40700","-","-","-"
"2349","8500","1100","-","-","-"
"2351","212000","-2800","-","-","-"
"2353","7640400","-249600","164500","-34300","46.45"
"2354","364900","9400","-","-","-"
