"SC","信用買残高","信用買残高 前週比","信用売残高","信用売残高 前週比","貸借倍率"
"1301","37900","8200","4400","1200","8.61"
"1332","2756900","924600","354400","106300","7.78"
"1333","672400","114800","62100","4900","10.83"
"1375","97900","-9300","14300","100","6.85"
"1376","8000","-800","-","-","-"
"1377","83600","2800","149500","108100","0.56"
"1379","34700","-6300","45300","1000","0.77"
"1380","4300","300","-","-","-"
"1381","10100","2300","100","100","101"
"1382","21300","-1100","-","-","-"
"1383","5500","-100","-","-","-"
"1384","165900","-10000","-","-","-"
"1400","356000","-51500","-","-","-"
"1401","42200","-800","-","-","-"
"1407","488200","5300","120800","-38700","4.04"
"1414","100400","-19600","25600","-4200","3.92"
"1417","114000","25700","25800","-900","4.42"
"1418","943400","-124000","523500","-257100","1.8"
"1419","270100","-24300","1466900","473300","0.18"
"1420","25200","-2900","2600","-300","9.69"
"1429","322700","16300","48400","1300","6.67"
"1430","119000","-13100","27900","4200","4.27"
"1431","62800","16500","137900","-11800","0.46"
"1433","150500","-8000","111600","1200","1.35"
"1434","177800","4100","2500","400","71.12"
"1435","2548900","153700","16700","-600","152.63"
"1436","110700","-2100","-","-","-"
"1438","53700","9300","-","-","-"
"1439","66400","-400","-","-","-"
"1443","810200","-49100","-","-","-"
"1444","40100","1300","-","-","-"
"1446","78100","9800","37100","-900","2.11"
"1447","2293700","-20300","-","-","-"
"1450","20300","200","-","-","-"
"1451","40400","-1800","-","-","-"
"1491","2171800","403900","-","-","-"
"1514","12804400","-15100","9500","-","1347.83"
"1515","187800","58500","33300","15500","5.64"
"1518","1168900","-44300","747200","-21900","1.56"
"1605","7058900","-469400","885700","-38800","7.97"
"1662","514800","34600","127400","-26700","4.04"
"1663","209300","-14300","10900","-11300","19.2"
"1711","542500","-31900","-","-","-"
"1712","151100","-4800","15500","-7200","9.75"
"1716","46000","2800","1300","300","35.38"
"1717","254400","3400","-","-","-"
"1718","43300","-24500","-","-","-"
"1719","172900","86800","305500","13700","0.57"
"1720","614500","8000","63600","1100","9.66"
"1721","141500","-4700","98300","40300","1.44"
"1723","17200","-2700","-","-","-"
"1724","242000","3400","-","-","-"
"1726","146800","-82500","600","-","244.67"
"1730","61500","-1900","-","-","-"
"1736","9100","200","-","-","-"
"1739","184200","-106500","-","-","-"
"1743","50500","-2100","-","-","-"
"1757","24560500","-999000","-","-","-"
"1758","35300","-","200","-100","176.5"
"1762","17700","-800","7700","2100","2.3"
"1764","11600","800","-","-","-"
"1766","74000","-70700","10900","-29900","6.79"
"1768","4500","-1500","30500","-100","0.15"
"1770","395900","5600","-","-","-"
"1773","69000","45000","-","-","-"
"1775","29700","-700","-","-","-"
"1776","146900","-3900","-","-","-"
"1780","3600","400","65500","-5500","0.05"
"1783","3850100","154900","-","-","-"
"1786","1030400","91100","73800","-21300","13.96"
"1787","3200","100","-","-","-"
"1788","4500","-500","-","-","-"
"1789","113500","3400","11500","2400","9.87"
"1793","900","400","-","-","-"
"1795","1400","600","-","-","-"
"1798","96100","-600","-","-","-"
"1799","29100","4200","500","400","58.2"
"1801","61500","-14800","299400","70100","0.21"
"1802","429400","-495700","430800","-63400","1"
"1803","768500","96800","543600","-154700","1.41"
"1805","294800","20400","4800","2900","61.42"
"1807","113900","3300","-","-","-"
"1808","191100","5800","317500","13400","0.6"
"1810","57500","13500","9500","3900","6.05"
"1811","80800","-3600","2600","900","31.08"
"1812","684200","-255800","238900","34900","2.86"
"1813","139100","-23300","32600","19500","4.27"
"1814","274800","52000","5500","2700","49.96"
"1815","143200","5600","18500","8300","7.74"
"1820","311400","16800","65400","22500","4.76"
"1821","2279000","-171600","210300","-7800","10.84"
"1822","21400","-15200","23500","4400","0.91"
"1826","1336000","-42400","2200","-3100","607.27"
"1827","680400","37700","7100","-300","95.83"
"1828","129900","2200","-","-","-"
"1833","224800","4700","16100","5500","13.96"
"1835","33600","19800","24500","1900","1.37"
"1840","738000","86100","-","-","-"
"1841","27400","-100","-","-","-"
"1844","417400","21800","-","-","-"
"1847","116100","-10100","400","-","290.25"
"1848","40400","-700","1500","-45000","26.93"
"1850","826200","-14100","200","200","4131"
"1852","176500","-4500","22800","-500","7.74"
"1853","341200","-4100","-","-","-"
"1860","89300","-15100","460500","109700","0.19"
"1861","211600","-38900","46800","10600","4.52"
"1866","75600","-","6500","300","11.63"
"1867","10300","-5200","1100","-1700","9.36"
"1870","286900","150700","25900","5200","11.08"
"1871","237600","-28200","53300","-4700","4.46"
"1873","440500","12000","252100","-5000","1.75"
"1878","30800","-14000","21600","2100","1.43"
"1879","380100","-17700","19000","7100","20.01"
"1882","82900","-300","29400","5000","2.82"
"1884","15000","10600","5000","-100","3"
"1885","23200","2700","11300","1500","2.05"
"1887","164000","-","19300","12900","8.5"
"1888","60300","900","72000","3900","0.84"
"1890","1390200","-63300","12500","-400","111.22"
"1893","613400","-153400","118800","3700","5.16"
"1897","2700","-","-","-","-"
"1898","3951800","850500","111700","86800","35.38"
"1899","98500","-2500","1000","-","98.5"
"1904","5700","1200","800","-","7.13"
"1905","195700","4300","-","-","-"
"1909","130200","12000","-","-","-"
"1911","368500","-25000","277700","11800","1.33"
"1914","19500","2700","8900","-700","2.19"
"1921","135600","-2200","5600","800","24.21"
"1925","210300","19300","220600","-41700","0.95"
"1926","52900","200","4800","-3100","11.02"
"1928","168900","6600","404000","30000","0.42"
"1929","81400","-2200","35900","-1700","2.27"
"1930","38700","-12600","10800","1900","3.58"
"1934","119500","-23900","9400","1800","12.71"
"1938","102600","1700","1000","-500","102.6"
"1939","35300","5800","400","-","88.25"
"1941","32700","-4400","47500","300","0.69"
"1942","53300","-58500","178800","98700","0.3"
"1944","19300","-5300","105500","-1000","0.18"
"1945","69600","-10400","17300","2000","4.02"
"1946","14600","-900","2000","1500","7.3"
"1948","13500","-1500","-","-","-"
"1949","18400","-100","3300","1100","5.58"
"1950","13500","2000","24400","10200","0.55"
"1951","46400","-88300","50400","2600","0.92"
"1952","31100","23200","23600","-3800","1.32"
"1954","78700","-1800","2900","-100","27.14"
"1959","22100","-8100","19300","-1500","1.15"
"1960","154500","-3800","-","-","-"
"1961","82400","-1600","20800","200","3.96"
"1963","1111900","12000","214600","5400","5.18"
"1964","51500","7600","800","-","64.38"
"1965","17500","6700","1300","-","13.46"
"1966","525500","-38500","62100","-6700","8.46"
"1967","570800","1700","91700","-4500","6.22"
"1968","15700","4800","7700","1300","2.04"
"1969","22500","1400","61500","10300","0.37"
"1971","73400","800","-","-","-"
"1972","130200","600","6400","-2300","20.34"
"1973","40100","-29100","57300","27900","0.7"
"1975","3700","2100","3300","-","1.12"
"1976","390900","-53900","50800","-35500","7.69"
"1979","9100","-100","41600","2200","0.22"
"1980","78700","-37200","1800","-","43.72"
"1981","200","-","-","-","-"
"1982","23400","2100","14500","100","1.61"
"1992","5700","-800","-","-","-"
"1994","180500","3100","-","-","-"
"1997","21500","-400","-","-","-"
"2001","18900","-1400","15300","5700","1.24"
"2002","139700","59600","68900","-58800","2.03"
"2003","41500","-300","100","-","415"
"2004","27600","4600","8900","-2300","3.1"
"2009","127100","14900","-","-","-"
"2053","194900","40800","5800","-500","33.6"
"2055","256800","200","-","-5800","-"
"2060","324100","-5200","17000","-4300","19.06"
"2107","53300","-11400","-","-","-"
"2108","9600","2100","3700","2200","2.59"
"2109","12300","-9400","16700","800","0.74"
"2112","272700","4300","15000","2200","18.18"
"2114","58900","-27000","1000","-100","58.9"
"2117","8800","-1000","6400","-1400","1.38"
"2120","1742900","-387800","384600","-5800","4.53"
"2121","238800","36100","66800","3000","3.57"
"2122","283700","22200","-","-","-"
"2124","56300","3900","16100","-500","3.5"
"2127","6193800","205300","398800","-110100","15.53"
"2130","304900","-105200","50400","7800","6.05"
"2134","6835400","-120500","-","-","-"
"2136","96000","14000","-","-","-"
"2138","1835300","692500","133400","-3400","13.76"
"2139","60500","-15500","1900","-200","31.84"
"2146","454100","-38400","93200","5100","4.87"
"2148","208400","19200","-","-","-"
"2150","1674800","59000","1300","1300","1288.31"
"2152","50200","1600","-","-","-"
"2153","178200","-16100","1100","-","162"
"2154","36100","4600","56200","-8400","0.64"
"2156","117700","11300","-","-","-"
"2157","548800","-67200","172600","-53200","3.18"
"2158","3051000","-46700","37300","200","81.8"
"2160","4096400","217700","81500","33100","50.26"
"2162","1410600","-88200","425500","-158700","3.32"
"2163","126300","-18900","100","-","1263"
"2164","69100","2000","-","-","-"
"2168","95900","-20300","55700","14100","1.72"
"2169","7700","-1700","600","200","12.83"
"2170","1786600","-63500","409700","21900","4.36"
"2173","123800","3800","1600","-","77.38"
"2175","260800","-22500","164300","900","1.59"
"2179","3600","1000","-","-","-"
"2180","97500","6100","2700","-","36.11"
"2181","46700","-5900","67300","-16700","0.69"
"2183","77100","3500","-","-","-"
"2185","96000","3600","-","-","-"
"2186","220500","-7200","-","-","-"
"2193","852200","15800","126600","-11000","6.73"
"2195","386800","-29300","100","100","3868"
"2196","814400","78900","113300","43200","7.19"
"2198","98800","34600","22900","-114000","4.31"
"2201","54200","25700","38300","9200","1.42"
"2204","1200","-100","1200","-700","1"
"2206","61100","-31800","96400","400","0.63"
"2207","3600","1000","5000","-100","0.72"
"2208","4100","-1200","-","-","-"
"2209","12000","4600","300","-","40"
"2211","60100","15600","8800","-1700","6.83"
"2212","67300","-48600","524300","199600","0.13"
"2215","140300","-100","12200","5500","11.5"
"2216","242500","-32300","83000","57700","2.92"
"2217","4000","-1200","10800","3700","0.37"
"2220","9900","2000","24500","-2500","0.4"
