"SC","信用買残高","信用買残高 前週比","信用売残高","信用売残高 前週比","貸借倍率"
"1301","28400","-200","2700","-200","10.52"
"1332","1647900","12300","316600","4100","5.2"
"1333","796100","-13900","48700","-1800","16.35"
"1375","219000","20000","13300","-","16.47"
"1376","28100","11700","-","-","-"
"1377","63400","-4300","18700","-600","3.39"
"1379","37900","4500","39400","-1000","0.96"
"1380","4000","800","-","-","-"
"1381","4300","-900","-","-","-"
"1382","18700","-700","-","-100","-"
"1383","6800","-700","-","-","-"
"1384","158300","-10600","-","-","-"
"1400","637100","46800","-","-","-"
"1401","59000","2000","-","-","-"
"1407","596600","-46200","113300","16800","5.27"
"1414","86700","12400","30700","-1500","2.82"
"1417","82100","3700","26500","800","3.1"
"1418","847600","-10700","283800","-12800","2.99"
"1419","677000","-22900","577900","-179200","1.17"
"1420","23200","1800","2500","-","9.28"
"1429","322700","-31600","32000","-900","10.08"
"1430","243700","62100","60000","-","4.06"
"1431","50200","-9100","128900","-13300","0.39"
"1433","393200","27400","173100","2100","2.27"
"1434","202900","23900","1400","-900","144.93"
"1435","2198200","-39300","3100","100","709.1"
"1436","106100","-4000","-","-","-"
"1438","47900","-300","-","-100","-"
"1439","76400","2400","-","-","-"
"1443","929800","48400","-","-","-"
"1444","30100","-2100","-","-","-"
"1446","103900","16200","41500","500","2.5"
"1447","2207100","96900","-","-","-"
"1450","23400","500","-","-","-"
"1451","39400","300","-","-","-"
"1491","1709500","-91300","-","-","-"
"1514","11046600","-64400","14500","5000","761.83"
"1515","154100","-2700","12000","-2300","12.84"
"1518","1354300","-126300","887800","-49400","1.53"
"1605","5137200","-216300","1198200","-132500","4.29"
"1662","456200","-25400","52600","-9900","8.67"
"1663","267200","15700","7900","-300","33.82"
"1711","636900","-4700","-","-","-"
"1712","511200","285100","209300","173000","2.44"
"1716","65400","-200","4000","-2200","16.35"
"1717","244800","-800","-","-","-"
"1718","38300","-","-","-","-"
"1719","304100","38400","472700","-9100","0.64"
"1720","376700","-49100","46800","-3100","8.05"
"1721","85300","-4700","107900","-5200","0.79"
"1723","14800","200","-","-","-"
"1724","200400","-900","-","-","-"
"1726","154800","11100","5500","1500","28.15"
"1730","86300","-600","-","-","-"
"1736","13600","800","-","-","-"
"1739","180100","4200","-","-","-"
"1743","37100","-6500","-","-","-"
"1757","6980700","-90800","-","-","-"
"1758","27600","-900","-","-","-"
"1762","15000","-1900","6600","-1700","2.27"
"1764","5900","-200","-","-","-"
"1766","71600","-2200","8800","1400","8.14"
"1768","7000","-1600","30100","-200","0.23"
"1770","407100","2800","-","-","-"
"1773","30000","-","-","-","-"
"1775","24400","300","-","-","-"
"1776","136400","-2500","-","-","-"
"1780","11400","3200","52800","-2200","0.22"
"1783","3876800","31800","-","-","-"
