"SC","名称","市場","業種","日付","株価","前日比","前日比（％）","前日終値","始値","高値","安値","出来高","売買代金（千円）","時価総額（百万円）","値幅下限","値幅上限"
"1305","iFreeETF_TOPIX（年1回決算型）","東証","ETF","20240110","2584","33","1.29","2551","2555","2592","2555","229970","590752","-","2051","3051"
"1306","NEXT_FUNDS_TOPIX連動型上場投信","東証","ETF","20240110","2556","34","1.35","2522","2529","2564.5","2527","2459440","6273150","-","2022","3022"
"1308","上場インデックスファンドTOPIX","東証","ETF","20240110","2529","35","1.4","2494","2497","2533","2497","571028","1439024","-","1994","2994"
"1309","NEXT_FUNDS_ChinaAMC・中国株式・上証50連動型上場投信","東証","ETF","20240110","35750","350","0.99","35400","35200","35750","35200","163","5770","-","28400","42400"
"1311","NEXT_FUNDS_TOPIX_Core_30連動型上場投信","東証","ETF","20240110","1233","16","1.31","1217","1213","1238","1213","12770","15697","-","917","1517"
"1319","NEXT_FUNDS_日経300株価指数連動型上場投信","東証","ETF","20240110","430","10","2.38","420","421.7","430","421.7","19000","8135","-","340","500"
"1320","iFreeETF_日経225（年1回決算型）","東証","ETF","20240110","35590","710","2.04","34880","35040","35690","35030","192605","6849950","-","27880","41880"
"1321","NEXT_FUNDS_日経225連動型上場投信","東証","ETF","20240110","35750","720","2.06","35030","35170","35820","35140","683803","24326362","-","28030","42030"
"1322","上場インデックスファンド中国A株（パンダ）E_Fund_CSI300","東証","ETF","20240110","6720","-160","-2.33","6880","6880","6880","6672","450","3043","-","5880","7880"
"1324","NEXT_FUNDS_ロシア株式指数連動型上場投信","東証","ETF","20240110","-","0","0","88.6","-","-","-","-","-","-","58.6","118.6"
"1325","NEXT_FUNDS_ブラジル株式指数・ボベスパ連動型上場投信","東証","ETF","20240110","247.5","2.4","0.98","245.1","245.2","247.5","245.1","15900","3918","-","165.1","325.1"
"1326","SPDRゴールド・シェア受益証券","東証","ETF","20240110","27190","105","0.39","27085","27175","27280","27165","2221","60443","-","22085","32090"
