"SC","名称","市場","業種","日付","株価","前日比","前日比（％）","前日終値","始値","高値","安値","出来高","売買代金（千円）","時価総額（百万円）","値幅下限","値幅上限"
"1305","iFreeETF_TOPIX（年1回決算型）","東証","ETF","20230512","2240","15","0.67","2225","2225","2242.5","2225","236540","528575","-","1725","2725"
"1306","NEXT_FUNDS_TOPIX連動型上場投信","東証","ETF","20230512","2216.5","16.5","0.75","2200","2200.5","2217.5","2200.5","1004270","2221187","-","1700","2700"
"1308","上場インデックスファンドTOPIX","東証","ETF","20230512","2189.5","14.5","0.67","2175","2177","2191.5","2175.5","372500","814839","-","1675","2675"
"1309","NEXT_FUNDS_ChinaAMC・中国株式・上証50連動型上場投信","東証","ETF","20230512","39690","-140","-0.35","39830","39800","39800","39260","115","4556","-","32830","46830"
"1311","NEXT_FUNDS_TOPIX_Core_30連動型上場投信","東証","ETF","20230512","1037","9.5","0.92","1027.5","1022","1038","1022","6350","6561","-","727.5","1327.5"
"1319","NEXT_FUNDS_日経300株価指数連動型上場投信","東証","ETF","20230512","361.9","8","2.26","353.9","361.9","361.9","361.9","1000","362","-","273.9","433.9"
"1320","iFreeETF_日経225（年1回決算型）","東証","ETF","20230512","30620","280","0.92","30340","30330","30650","30310","36106","1103565","-","23340","37340"
"1321","NEXT_FUNDS_日経225連動型上場投信","東証","ETF","20230512","30710","280","0.92","30430","30410","30740","30400","201492","6174988","-","23430","37430"
"1322","上場インデックスファンド中国A株（パンダ）E_Fund_CSI300","東証","ETF","20230512","7605","-89","-1.16","7694","7700","7732","7602","280","2151","-","6194","9194"
"1324","NEXT_FUNDS_ロシア株式指数連動型上場投信","東証","ETF","20230512","-","0","0","88.6","-","-","-","-","-","-","58.6","118.6"
"1325","NEXT_FUNDS_ブラジル株式指数・ボベスパ連動型上場投信","東証","ETF","20230512","203","0.9","0.45","202.1","205","205","202.1","13500","2745","-","122.1","282.1"
"1326","SPDRゴールド・シェア受益証券","東証","ETF","20230512","25160","-210","-0.83","25370","25210","25220","25130","8059","202898","-","20370","30370"
"1328","NEXT_FUNDS_金価格連動型上場投信","東証","ETF","20230512","6720","-71","-1.05","6791","6737","6743","6715","15910","107052","-","5791","7791"
"1329","iシェアーズ・コア_日経225_ETF","東証","ETF","20230512","30600","260","0.86","30340","30310","30630","30300","18167","554167","-","23340","37340"
"1330","上場インデックスファンド225","東証","ETF","20230512","30740","280","0.92","30460","30410","30750","30410","41210","1263748","-","23460","37460"
"1343","NEXT_FUNDS_東証REIT指数連動型上場投信","東証","ETF","20230512","1987.5","-3","-0.15","1990.5","1984.5","1989.5","1976","476780","944647","-","1590.5","2390.5"
"1345","上場インデックスファンドJリート（東証REIT指数）隔月分配型","東証","ETF","20230512","1874.5","-1.5","-0.08","1876","1878","1878","1865","29800","55813","-","1476","2276"
"1346","MAXIS_日経225上場投信","東証","ETF","20230512","30550","280","0.93","30270","30240","30560","30240","43755","1330323","-","23270","37270"
"1348","MAXIS_トピックス上場投信","東証","ETF","20230512","2190.5","14.5","0.67","2176","2176","2193","2176","32480","71055","-","1676","2676"
"1349","ABF汎アジア債券インデックス・ファンド（アジア国債・公債ETF）","東証","ETF","20230512","14840","0","0","14840","14840","14840","14840","3","45","-","11840","17840"
"1356","TOPIXベア2倍上場投信","東証","ETF","20230512","742.5","-10","-1.33","752.5","751.8","752.3","741.6","485120","361666","-","602.5","902.5"
"1357","NEXT_FUNDS_日経平均ダブルインバース・インデックス連動型上場投信","東証","ETF","20230512","295","-5","-1.67","300","301","301","294","66554435","19735132","-","220","380"
"1358","上場インデックスファンド日経レバレッジ指数","東証","ETF","20230512","30400","530","1.77","29870","29830","30460","29830","17736","537262","-","24870","34870"
"1360","日経平均ベア2倍上場投信","東証","ETF","20230512","719.3","-13.3","-1.82","732.6","735.7","735.7","718.5","11226140","8123421","-","582.6","882.6"
"1364","iシェアーズ_JPX日経400_ETF","東証","ETF","20230512","19420","105","0.54","19315","19310","19445","19020","992","19095","-","15315","23315"
"1365","iFreeETF_日経平均レバレッジ・インデックス","東証","ETF","20230512","25265","445","1.79","24820","24765","25310","24765","25034","629062","-","19820","29820"
"1366","iFreeETF_日経平均ダブルインバース・インデックス","東証","ETF","20230512","767","-14","-1.79","781","783","783","765","1094551","844054","-","631","931"
"1367","iFreeETF_TOPIXレバレッジ（2倍）指数","東証","ETF","20230512","22200","300","1.37","21900","21885","22220","21885","15125","334140","-","16900","26900"
"1368","iFreeETF_TOPIXダブルインバース（-2倍）指数","東証","ETF","20230512","1077","-16","-1.46","1093","1093","1093","1075","48963","52985","-","793","1393"
"1369","One_ETF_日経225","東証","ETF","20230512","29700","290","0.99","29410","29370","29700","29370","9005","266971","-","24410","34410"
"1385","UBS_ETF_ユーロ圏大型株50（ユーロ・ストックス50）","東証","ETF","20230512","6500","-20","-0.31","6520","6520","6520","6470","56","365","-","5520","7520"
"1386","UBS_ETF_欧州株（MSCI_ヨーロッパ）","東証","ETF","20230512","11350","-110","-0.96","11460","11415","11415","11000","158","1775","-","8460","14460"
"1387","UBS_ETF_ユーロ圏株（MSCI_EMU）","東証","ETF","20230512","-","0","0","22045","-","-","-","-","-","-","17045","27045"
"1388","UBS_ETF_ユーロ圏小型株（MSCI_EMU小型株）","東証","ETF","20230512","-","0","0","16740","-","-","-","-","-","-","12975","20975"
"1389","UBS_ETF_英国大型株100（FTSE_100）","東証","ETF","20230512","12095","30","0.25","12065","12095","12095","12095","1","12","-","9065","15065"
"1390","UBS_ETF_MSCIアジア太平洋株（除く日本）","東証","ETF","20230512","5780","10","0.17","5770","5760","5780","5760","28","162","-","4770","6770"
"1391","UBS_ETF_スイス株（MSCIスイス20/35）","東証","ETF","20230512","3325","5","0.15","3320","3320","3325","3315","4","13","-","2620","4020"
"1392","UBS_ETF_英国株（MSCI英国）","東証","ETF","20230512","3345","-5","-0.15","3350","3275","3345","3275","21","70","-","2650","4050"
"1393","UBS_ETF_米国株（MSCI米国）","東証","ETF","20230512","53350","150","0.28","53200","52970","53350","52970","24","1272","-","43200","63200"
"1394","UBS_ETF_先進国株（MSCIワールド）","東証","ETF","20230512","-","0","0","39010","-","-","-","-","-","-","31020","45020"
