"SC","名称","市場","業種","日付","株価","前日比","前日比（％）","前日終値","始値","高値","安値","出来高","売買代金（千円）","時価総額（百万円）","値幅下限","値幅上限"
"1305","ダイワ上場投信－トピックス","東証","ETF","20230323","2067","-5.5","-0.27","2072.5","2055.5","2070","2045.5","149450","307644","-","1572.5","2572.5"
"1306","NEXT_FUNDS_TOPIX連動型上場投信","東証","ETF","20230323","2045.5","-4","-0.2","2049.5","2032","2047.5","2023","1899420","3866377","-","1549.5","2549.5"
"1308","上場インデックスファンドTOPIX","東証","ETF","20230323","2020.5","-5.5","-0.27","2026","2008.5","2024","2000","105100","211931","-","1526","2526"
"1309","NEXT_FUNDS_ChinaAMC・中国株式・上証50連動型上場投信","東証","ETF","20230323","39200","-100","-0.25","39300","39270","40050","39200","76","3014","-","32300","46300"
"1311","NEXT_FUNDS_TOPIX_Core_30連動型上場投信","東証","ETF","20230323","964","-10","-1.03","974","950.5","964","950.5","1410","1349","-","824","1124"
"1319","NEXT_FUNDS_日経300株価指数連動型上場投信","東証","ETF","20230323","345","7.7","2.28","337.3","345","345","345","1000","345","-","257.3","417.3"
"1320","ダイワ上場投信－日経225","東証","ETF","20230323","28320","-35","-0.12","28355","28140","28345","28060","21026","593838","-","23355","33360"
"1321","NEXT_FUNDS_日経225連動型上場投信","東証","ETF","20230323","28400","-35","-0.12","28435","28215","28425","28140","348377","9849514","-","23435","33440"
"1322","上場インデックスファンド中国A株（パンダ）E_Fund_CSI300","東証","ETF","20230323","7650","-40","-0.52","7690","7770","7770","7600","140","1071","-","6190","9190"
"1324","NEXT_FUNDS_ロシア株式指数連動型上場投信","東証","ETF","20230323","-","0","0","88.6","-","-","-","-","-","-","58.6","118.6"
"1325","NEXT_FUNDS_ブラジル株式指数・ボベスパ連動型上場投信","東証","ETF","20230323","192.2","-0.5","-0.26","192.7","192.3","192.3","190.8","2400","461","-","142.7","242.7"
"1326","SPDRゴールド・シェア受益証券","東証","ETF","20230323","24040","175","0.73","23865","24005","24065","23925","4408","105815","-","18865","28865"
"1328","NEXT_FUNDS_金価格連動型上場投信","東証","ETF","20230323","6431","34","0.53","6397","6427","6445","6408","11730","75431","-","5397","7397"
"1329","iシェアーズ・コア_日経225_ETF","東証","ETF","20230323","28290","-30","-0.11","28320","28125","28320","28045","33206","936724","-","23320","33320"
"1330","上場インデックスファンド225","東証","ETF","20230323","28420","-25","-0.09","28445","28230","28440","28155","19120","541390","-","23445","33450"
"1343","NEXT_FUNDS_東証REIT指数連動型上場投信","東証","ETF","20230323","1898","-13","-0.68","1911","1912","1912","1887.5","1367950","2591784","-","1511","2311"
"1345","上場インデックスファンドJリート（東証REIT指数）隔月分配型","東証","ETF","20230323","1778.5","-12.5","-0.7","1791","1785","1785","1770","56700","100826","-","1391","2191"
"1346","MAXIS_日経225上場投信","東証","ETF","20230323","28230","-40","-0.14","28270","28075","28270","27985","18611","524156","-","23270","33270"
"1348","MAXIS_トピックス上場投信","東証","ETF","20230323","2021.5","-6.5","-0.32","2028","2009","2024","2002","32440","65414","-","1528","2528"
"1349","ABF汎アジア債券インデックス・ファンド（アジア国債・公債ETF）","東証","ETF","20230323","14455","-225","-1.53","14680","14475","14475","14455","10","145","-","11680","17680"
"1356","TOPIXベア2倍上場投信","東証","ETF","20230323","879.3","5","0.57","874.3","897.4","897.9","877.3","494170","438828","-","724.3","1024.5"
"1357","NEXT_FUNDS_日経平均ダブルインバース・インデックス連動型上場投信","東証","ETF","20230323","347","1","0.29","346","351","354","346","58389509","20419204","-","266","426"
"1358","上場インデックスファンド日経レバレッジ指数","東証","ETF","20230323","26020","-65","-0.25","26085","25720","26090","25560","10721","276703","-","21085","31090"
"1360","日経平均ベア2倍上場投信","東証","ETF","20230323","848.1","1.6","0.19","846.5","858.2","863.4","846.1","13087850","11198069","-","696.5","996.5"
"1364","iシェアーズ_JPX日経400_ETF","東証","ETF","20230323","17925","-120","-0.67","18045","17860","17950","17800","24","430","-","14045","22045"
"1365","ダイワ上場投信－日経平均レバレッジ・インデックス","東証","ETF","20230323","21645","-75","-0.35","21720","21405","21715","21260","19033","409466","-","16720","26720"
"1366","ダイワ上場投信－日経平均ダブルインバース・インデックス","東証","ETF","20230323","903","3","0.33","900","914","920","901","638684","581210","-","750","1050"
"1367","ダイワ上場投信－TOPIXレバレッジ（2倍）指数","東証","ETF","20230323","18955","-110","-0.58","19065","18715","18990","18530","9244","173684","-","15065","23065"
"1368","ダイワ上場投信－TOPIXダブルインバース（-2倍）指数","東証","ETF","20230323","1275","7","0.55","1268","1291","1303","1272","45225","58248","-","968","1568"
"1369","One_ETF_日経225","東証","ETF","20230323","27440","-70","-0.25","27510","27260","27450","27200","5622","153584","-","22510","32510"
"1385","UBS_ETF_ユーロ圏大型株50（ユーロ・ストックス50）","東証","ETF","20230323","6000","10","0.17","5990","5960","6000","5960","24","144","-","4990","6990"
"1386","UBS_ETF_欧州株（MSCI_ヨーロッパ）","東証","ETF","20230323","10455","-40","-0.38","10495","10530","10530","10455","5","53","-","7495","13495"
"1387","UBS_ETF_ユーロ圏株（MSCI_EMU）","東証","ETF","20230323","-","0","0","20165","-","-","-","-","-","-","15165","25165"
"1388","UBS_ETF_ユーロ圏小型株（MSCI_EMU小型株）","東証","ETF","20230323","-","0","0","15825","-","-","-","-","-","-","12265","20265"
"1389","UBS_ETF_英国大型株100（FTSE_100）","東証","ETF","20230323","11320","30","0.27","11290","11315","11320","11315","25","283","-","8290","14290"
"1390","UBS_ETF_MSCIアジア太平洋株（除く日本）","東証","ETF","20230323","5600","-90","-1.58","5690","5560","5600","5560","22","122","-","4690","6690"
"1391","UBS_ETF_スイス株（MSCIスイス20/35）","東証","ETF","20230323","2956","-35","-1.17","2991","2978","2990","2948","80","237","-","2491","3495"
"1392","UBS_ETF_英国株（MSCI英国）","東証","ETF","20230323","-","0","0","3045","-","-","-","-","-","-","2345","3745"
