"SC","è„èÍîNåé"
"5445","197106"
"5446","194906"
"5449","199412"
"5451","194905"
"5458","196110"
"5461","196110"
"5463","196203"
"5464","197306"
"5471","195009"
"5476","195202"
"5480","194905"
"5481","198011"
"5482","194905"
"5484","199709"
"5491","194905"
"5527","202212"
"5532","202306"
"5533","202306"
"5535","202310"
"5541","195201"
"5542","196305"
"5563","194905"
"5570","202304"
"5571","202304"
"5572","202304"
"5574","202306"
"5575","202306"
"5576","202306"
"5577","202306"
"5578","202306"
"5580","202306"
"5582","202307"
"5585","202307"
"5586","202307"
"5587","202308"
"5588","202309"
"5589","202309"
"5590","202309"
"5591","202309"
"5592","202310"
"5595","202312"
"5596","202312"
"5597","202312"
"5599","202312"
"5602","194905"
"5603","195204"
"5609","196110"
"5610","196111"
"5612","196207"
"5616","202312"
"5618","202312"
"5619","202312"
"5621","202312"
"5631","195106"
"5632","195104"
"5644","196211"
"5658","196110"
"5659","196203"
"5660","196208"
"5695","199002"
"5697","199612"
"5698","201309"
"5699","201808"
"5702","197907"
"5703","201210"
"5704","201611"
"5706","195010"
"5707","194905"
"5711","195009"
"5713","195006"
"5714","194908"
"5715","194905"
"5721","195312"
"5724","200811"
"5726","200203"
"5727","196110"
"5729","194909"
"5741","200512"
"5742","200606"
"5753","194905"
"5757","199312"
"5759","202106"
"5781","196410"
"5801","194905"
"5802","194905"
"5803","194905"
"5805","194905"
"5809","195402"
"5816","198608"
"5817","198712"
"5819","199112"
"5820","199602"
"5821","200605"
"5830","202210"
"5831","202210"
"5832","202210"
"5834","202210"
"5838","202304"
"5842","202309"
"5843","202310"
"5844","202310"
"5845","202310"
"5851","196006"
"5852","196110"
"5856","200410"
"5857","200904"
"5867","202312"
"5868","202312"
"5869","202312"
"5870","202312"
"5884","202306"
"5885","202306"
"5888","202311"
"5889","202311"
"5891","202312"
"5892","202312"
"5900","199702"
"5901","194905"
"5902","195005"
"5903","199701"
"5905","196312"
"5906","198909"
"5909","199611"
"5911","196110"
"5915","196108"
"5918","196110"
"5921","196201"
"5922","196202"
"5923","196206"
"5928","199112"
"5929","196309"
"5930","197311"
"5932","201212"
"5933","199303"
"5935","199310"
"5936","197510"
"5938","198508"
"5939","198811"
"5940","199208"
"5941","199611"
"5942","196110"
"5943","198408"
"5945","198811"
"5946","197909"
"5947","197911"
"5949","199002"
"5950","198111"
"5951","199011"
"5952","196110"
"5955","196209"
"5956","199601"
"5957","196802"
"5958","197102"
"5959","197207"
"5962","194905"
"5965","199608"
"5966","198003"
"5967","196305"
"5969","196411"
"5970","199604"
"5971","199603"
"5973","199512"
"5974","196111"
"5975","196208"
"5976","196404"
"5981","194905"
"5982","199510"
"5983","199504"
"5984","199504"
"5985","196410"
"5986","196309"
"5987","199702"
"5988","199504"
"5989","199409"
"5990","199403"
"5991","195403"
"5992","196110"
"5994","196206"
"5997","199306"
"5998","196405"
"6005","198212"
"6013","194905"
"6016","196110"
"6018","195509"
"6022","196110"
"6023","197711"
"6026","201412"
"6027","201412"
"6028","201412"
"6029","201412"
"6030","201412"
"6031","201412"
"6033","201412"
"6034","201412"
"6035","201502"
"6036","201502"
"6037","201502"
"6038","201503"
"6039","201503"
"6040","201504"
"6042","196110"
"6044","201504"
"6045","201504"
"6046","201504"
"6047","201504"
"6048","201504"
"6049","201507"
"6050","201012"
"6054","201112"
"6055","201112"
"6058","201203"
"6059","201204"
"6060","201204"
"6061","201204"
"6062","201204"
"6063","201206"
"6069","201210"
"6070","201211"
"6071","201212"
"6072","201212"
"6073","201303"
"6074","201306"
"6078","201310"
"6080","201311"
"6081","201311"
"6082","201312"
"6083","201312"
"6085","201312"
"6086","201312"
"6087","201312"
"6088","201312"
"6089","201312"
"6090","201312"
"6091","201402"
"6092","201403"
"6093","201403"
"6094","201406"
"6095","201406"
"6096","201406"
"6098","201410"
"6099","201411"
"6101","194906"
"6103","194905"
"6104","194908"
"6113","196110"
"6118","196206"
"6121","196209"
"6125","196306"
"6131","196307"
"6134","196405"
"6135","196407"
"6136","196412"
"6137","196910"
"6138","196206"
"6140","197210"
"6141","197911"
"6143","198602"
"6144","198612"
"6145","198901"
"6146","198910"
"6147","199003"
"6149","199107"
"6150","199207"
"6151","199510"
"6155","200102"
"6156","200303"
"6157","200411"
"6158","200506"
"6159","200506"
"6161","200601"
"6164","200712"
"6165","201212"
"6166","201506"
"6167","201506"
"6171","201508"
"6173","201508"
"6176","201509"
"6177","201510"
"6178","201511"
"6180","201510"
"6181","201510"
"6182","201511"
"6183","201511"
"6184","201512"
"6185","201512"
"6186","201512"
"6188","201603"
"6189","201603"
"6190","201603"
"6191","201603"
"6192","201604"
"6193","201606"
"6194","201606"
"6195","201606"
"6196","201606"
"6197","201606"
"6198","201606"
"6199","201607"
"6200","201607"
"6201","194905"
"6203","194905"
"6208","195301"
"6209","202310"
"6210","194905"
"6217","196110"
"6218","195308"
"6222","199012"
"6223","202310"
"6224","202308"
"6226","202203"
"6227","202107"
"6228","202309"
"6229","202012"
"6230","202012"
"6231","202003"
"6232","201812"
"6233","201809"
"6235","201712"
"6236","201604"
"6237","201603"
"6238","201512"
"6239","201506"
"6240","201410"
"6245","196204"
"6246","196401"
"6247","197111"
"6248","201306"
"6249","201104"
"6250","200812"
"6254","200710"
"6255","200706"
"6257","200702"
"6258","200612"
"6262","200602"
"6264","200612"
"6265","200410"
"6266","200407"
"6267","200312"
"6268","200309"
"6269","200307"
"6272","198511"
"6273","198712"
"6276","198903"
"6277","198906"
"6278","198906"
"6279","198910"
"6282","198912"
"6284","199005"
"6286","199010"
"6287","199010"
"6289","199104"
"6291","199111"
"6292","199112"
"6293","199112"
"6294","199208"
"6297","199403"
"6298","199406"
"6301","194905"
"6302","194905"
"6305","198112"
"6306","194905"
"6307","199509"
"6309","199605"
"6310","196007"
"6312","199607"
"6315","199609"
"6316","196110"
"6317","196108"
"6319","196208"
"6322","199710"
"6323","199712"
"6324","199803"
"6325","196211"
"6326","194905"
"6327","199806"
"6328","199811"
"6330","198011"
"6331","195003"
"6332","194905"
"6333","199905"
"6334","194905"
"6335","194905"
"6336","199912"
"6337","200004"
"6338","200004"
"6339","195406"
"6340","198202"
"6342","196110"
"6343","196307"
"6345","198101"
"6346","196404"
"6347","197312"
"6349","198304"
"6351","198105"
"6356","196110"
"6357","196411"
"6358","196409"
"6360","196307"
"6361","194905"
"6362","194905"
"6363","194905"
"6364","198010"
"6365","196110"
"6366","196103"
"6367","194905"
"6368","196110"
"6369","196110"
"6370","196110"
"6371","194905"
"6373","196110"
"6376","196110"
"6378","196110"
"6379","196110"
"6380","196110"
"6381","196110"
"6382","196308"
"6383","196110"
"6384","200012"
"6387","200105"
"6390","196208"
"6391","196207"
"6392","196209"
"6393","196210"
"6395","196209"
"6396","196211"
"6400","200108"
"6402","200203"
"6403","196306"
"6405","200304"
"6406","196305"
"6407","196210"
"6408","196305"
"6411","198608"
"6412","198808"
"6413","198910"
"6416","199109"
"6417","199110"
"6418","199309"
"6419","199311"
"6420","199402"
"6424","199610"
"6425","199809"
"6428","200010"
"6430","200211"
"6432","200212"
"6433","200406"
"6436","196110"
"6440","196110"
"6444","196208"
"6445","196209"
"6448","196301"
"6454","197003"
"6455","197305"
"6457","198311"
"6458","198508"
"6459","198510"
"6460","200410"
"6463","196110"
"6464","201512"
"6465","200812"
"6466","200003"
"6467","200003"
"6469","199910"
"6470","199903"
"6471","194905"
"6472","194905"
"6473","194905"
"6474","194905"
"6479","196110"
"6480","196310"
"6481","198911"
"6482","199612"
"6484","199311"
"6485","199110"
"6486","198201"
"6488","199010"
"6489","198702"
"6490","198405"
"6492","196204"
"6493","196209"
"6494","196305"
"6495","196309"
"6496","197112"
"6497","197206"
"6498","196110"
"6501","194905"
"6503","194905"
"6504","194905"
"6505","194905"
"6506","194905"
"6507","195202"
"6508","194905"
"6513","196110"
"6516","196209"
"6517","198009"
"6518","199509"
"6521","202104"
"6522","202109"
"6523","202110"
"6524","202112"
"6525","202310"
"6526","202210"
"6532","201609"
"6533","201609"
"6535","201610"
"6537","201611"
"6538","201612"
"6539","201612"
"6540","201612"
"6542","201701"
"6543","201702"
"6544","201703"
"6545","201703"
"6546","201703"
"6547","201703"
"6548","201704"
"6549","201706"
"6550","201706"
"6551","201706"
"6552","201706"
"6554","201709"
"6555","201710"
"6556","201710"
"6557","201912"
"6558","201711"
"6560","201712"
"6561","201712"
"6562","201712"
"6563","201712"
"6564","201712"
"6565","201712"
"6566","201712"
"6567","201803"
"6568","201803"
"6570","201803"
"6571","201803"
"6572","201803"
"6573","201803"
"6574","201804"
"6577","201804"
"6578","201804"
"6579","201806"
"6580","201806"
"6584","196110"
"6586","196208"
"6588","196211"
"6590","196910"
"6592","198407"
"6594","198811"
"6597","201909"
"6599","202006"
"6612","202012"
"6613","202102"
"6614","202103"
"6615","201603"
"6616","201404"
"6617","201210"
"6618","201206"
"6619","201112"
"6620","201110"
"6622","195311"
"6625","201110"
"6626","201106"
"6627","201012"
"6629","201004"
"6630","200912"
"6632","200810"
"6633","200707"
"6634","200706"
"6635","200703"
"6637","200703"
"6638","200703"
"6640","200611"
"6643","196110"
"6644","196201"
"6645","196204"
"6647","196209"
"6648","200411"
"6651","198101"
"6652","198211"
"6653","199010"
"6654","199406"
"6656","200606"
"6658","200603"
"6659","200603"
"6662","200506"
"6663","200412"
"6664","200411"
"6666","200408"
"6668","200407"
"6670","200406"
"6674","200404"
"6675","200402"
"6676","200310"
"6677","200309"
"6678","200309"
"6694","201703"
"6696","201708"
"6697","201709"
"6698","201712"
"6699","201810"
"6701","194905"
"6702","194905"
"6703","195111"
"6704","195703"
"6706","196110"
"6707","196110"
"6715","197410"
"6718","199011"
"6721","200309"
"6723","200307"
"6724","200306"
"6727","200304"
"6728","200404"
"6730","200212"
"6731","200212"
"6734","200207"
"6736","200203"
"6737","200203"
"6740","201403"
"6741","194905"
"6742","194905"
"6743","196209"
"6744","196212"
"6745","196307"
"6748","198912"
"6750","200611"
"6752","194905"
"6753","194905"
"6754","196110"
"6755","195509"
"6757","200108"
"6758","195812"
"6762","196109"
"6763","196110"
"6768","196110"
"6769","200108"
"6770","196110"
"6771","196110"
"6772","196110"
"6775","196110"
"6776","196110"
"6777","200107"
"6778","200107"
"6779","196306"
"6785","200102"
"6786","200012"
"6787","200012"
"6788","200011"
"6789","200010"
"6794","196205"
"6798","196209"
"6800","196210"
"6803","197004"
"6804","196308"
"6806","197212"
"6807","197304"
"6809","197709"
"6810","201403"
"6814","198210"
"6817","198808"
"6819","199004"
"6820","199012"
"6822","199508"
"6823","199602"
"6824","199611"
"6832","200008"
"6834","200007"
"6835","200007"
"6836","200007"
"6837","199911"
"6838","199908"
"6840","199811"
"6841","194905"
"6844","196110"
"6845","196110"
"6848","196111"
"6849","196111"
"6850","196204"
"6853","196306"
"6855","199808"
"6856","197103"
"6857","198302"
"6858","198308"
"6859","198309"
"6861","198710"
"6862","198811"
"6863","198910"
"6864","199004"
"6866","199107"
"6867","199111"
"6869","199511"
"6870","199606"
"6871","199704"
"6874","199806"
"6875","199808"
"6877","199806"
"6879","199709"
"6882","199709"
"6888","199612"
"6890","199610"
"6894","199608"
"6897","199602"
"6898","199512"
"6899","199509"
"6901","194905"
"6902","195112"
"6904","199504"
"6905","199412"
"6907","199411"
"6908","199409"
"6912","199111"
"6914","199107"
"6915","199104"
"6918","199102"
"6919","199012"
"6920","199012"
"6923","196110"
"6925","197005"
"6926","197009"
"6927","200212"
"6928","199011"
"6929","199011"
"6930","199009"
"6932","199002"
"6937","196112"
"6938","198911"
"6941","198812"
"6942","198812"
"6943","198809"
"6946","198802"
"6947","198706"
"6951","196204"
"6952","197009"
"6954","197611"
"6955","196910"
"6957","198509"
"6958","198507"
"6960","198205"
"6961","198206"
"6962","198303"
"6963","198311"
"6964","198405"
"6965","198408"
"6966","198409"
"6967","198412"
"6969","197406"
"6971","197110"
"6973","196212"
"6976","197003"
"6977","196410"
"6981","196303"
"6982","196307"
"6986","198504"
"6988","196208"
"6989","196208"
"6993","196110"
"6994","196110"
"6995","196110"
"6996","196110"
"6997","197009"
"6998","196110"
"6999","196112"
"7003","194905"
"7004","194905"
"7011","195005"
"7012","194905"
"7013","194905"
"7014","194906"
"7018","197411"
"7021","195110"
"7022","201110"
"7030","201806"
"7031","202012"
"7033","201807"
"7034","201807"
"7035","201809"
"7036","201809"
"7037","201812"
"7038","201809"
"7039","201810"
"7040","201810"
"7041","201810"
"7042","201811"
"7043","201812"
"7044","201812"
"7046","201812"
"7047","201812"
"7048","201812"
"7049","201902"
"7050","201902"
"7057","201903"
"7058","201903"
"7059","201903"
"7060","201903"
"7061","201903"
"7062","201903"
"7063","201903"
"7064","201904"
"7065","201906"
"7066","201906"
"7067","201906"
"7068","201907"
"7069","201909"
"7071","201910"
"7072","201910"
"7073","201910"
"7074","201911"
"7077","201912"
"7078","201912"
"7079","201912"
"7080","201912"
"7081","202002"
"7082","202002"
"7083","202002"
"7084","202003"
"7085","202003"
"7086","202003"
"7087","202003"
"7088","202003"
"7089","202003"
"7090","202003"
"7091","202003"
"7092","202012"
"7093","202003"
"7094","202003"
"7095","202003"
"7096","202106"
"7097","202010"
"7102","194905"
"7105","194905"
"7110","202208"
"7111","202210"
"7112","202210"
"7114","202212"
"7115","202212"
"7116","202212"
"7119","202303"
"7120","202303"
"7122","194905"
"7126","202108"
"7127","202110"
"7128","202110"
"7129","202110"
"7130","202110"
"7131","202112"
"7133","202112"
"7134","202112"
"7135","202201"
"7138","202203"
"7140","202204"
"7148","201009"
"7150","201103"
"7157","201203"
"7161","201210"
"7162","201210"
"7163","202303"
"7164","201212"
"7167","201312"
"7172","201409"
"7173","201410"
"7175","201412"
"7177","201504"
"7180","201510"
"7181","201511"
"7182","201511"
"7183","201511"
"7184","201603"
"7185","201603"
"7186","201604"
"7187","201606"
"7189","201610"
"7191","201612"
"7192","201612"
"7196","201710"
"7198","201712"
"7199","201712"
"7201","195101"
"7202","194905"
"7203","194905"
"7205","194905"
"7208","200512"
"7211","198812"
"7212","199609"
"7213","200512"
"7214","200412"
"7215","201303"
"7217","200204"
"7218","200012"
"7219","199906"
"7220","199812"
"7222","196110"
"7224","196208"
"7226","198912"
"7228","199710"
"7229","199710"
"7231","194905"
"7235","196110"
"7236","196110"
"7238","196110"
"7239","198612"
"7240","196109"
"7241","196811"
"7242","195910"
"7244","196110"
"7245","196110"
"7246","196108"
"7247","196110"
"7250","196211"
"7254","196308"
"7255","196312"
"7256","196407"
"7259","195207"
"7261","194905"
"7264","199708"
"7265","199705"
"7266","199612"
"7267","195712"
"7268","199610"
"7269","194905"
"7270","196003"
"7271","199602"
"7272","196109"
"7273","199508"
"7276","194905"
"7277","197111"
"7278","197310"
"7279","197706"
"7280","197705"
"7282","197812"
"7283","198011"
"7284","198101"
"7287","198902"
"7291","199012"
"7292","199111"
"7294","199111"
"7296","199408"
"7297","199409"
"7298","199410"
"7299","199412"
"7305","194905"
"7309","197211"
"7313","200702"
"7314","200903"
"7315","201310"
"7317","202004"
"7318","202106"
"7320","201803"
"7322","201803"
"7325","201809"
"7326","201809"
"7327","201810"
"7330","202304"
"7337","202010"
"7338","202010"
"7342","202012"
"7343","202103"
"7345","202106"
"7347","202107"
"7350","202110"
"7351","202006"
"7352","202007"
"7353","202007"
"7354","202010"
"7356","202010"
"7357","202011"
"7358","202012"
"7359","202012"
"7360","202012"
"7361","202103"
"7362","202103"
"7363","202103"
"7366","202104"
"7367","202104"
"7368","202104"
"7369","202106"
"7370","202106"
"7371","202106"
"7372","202106"
"7373","202106"
"7374","202106"
"7375","202107"
"7376","202107"
"7377","202107"
"7378","202107"
"7379","202107"
"7380","202110"
"7381","202110"
"7383","202112"
"7384","202204"
"7386","202206"
"7388","202209"
"7389","202210"
"7399","199611"
"7408","198811"
"7409","202307"
"7412","199411"
"7413","199411"
"7414","199411"
"7416","199411"
"7417","199411"
"7419","199412"
"7420","199412"
"7421","199412"
"7422","199412"
"7425","199501"
"7426","199502"
"7427","199503"
"7433","199503"
"7434","199503"
"7435","199503"
"7438","199504"
"7442","199504"
"7443","199504"
"7444","199505"
"7445","199505"
"7446","199506"
"7447","199506"
"7450","199507"
"7451","199507"
"7453","199508"
"7455","199508"
"7456","199508"
"7458","199509"
"7459","199509"
"7460","199509"
"7461","199509"
"7462","199509"
"7463","199510"
"7464","199510"
"7466","199510"
"7467","199510"
"7472","199511"
"7475","199511"
"7476","199511"
"7477","199511"
"7480","199512"
"7481","199512"
"7482","199512"
"7483","199512"
"7486","199602"
"7487","199602"
"7490","199603"
"7494","199603"
"7500","199606"
"7501","199606"
"7502","199607"
"7504","199608"
"7505","199608"
"7506","199608"
"7508","199608"
"7509","199609"
"7510","199609"
"7512","199609"
"7513","199609"
"7514","199609"
"7515","199609"
"7516","199609"
"7518","199610"
"7520","199610"
"7521","199610"
"7522","199610"
"7523","199611"
"7524","199611"
"7525","199611"
"7527","199611"
"7531","199612"
"7532","199612"
"7537","199701"
"7538","199703"
"7539","199704"
"7544","199707"
"7545","199707"
"7550","199708"
"7551","199709"
"7552","199708"
"7554","199709"
"7555","199709"
"7559","199709"
"7561","199709"
"7562","199709"
"7564","199709"
"7565","199709"
"7567","199710"
"7570","199711"
"7571","199711"
"7575","199712"
"7578","199802"
"7581","199804"
"7585","199806"
"7590","199809"
"7593","199809"
"7595","199811"
"7596","199811"
"7599","199812"
"7600","199812"
"7601","199902"
"7602","199902"
"7603","199902"
"7604","199904"
"7605","199906"
"7606","199907"
"7607","199908"
"7608","199908"
"7609","199909"
"7610","199909"
"7611","199909"
"7613","199909"
"7614","199910"
"7615","199910"
"7616","199910"
"7619","199911"
"7621","199911"
"7623","199912"
"7624","199912"
"7625","199912"
"7628","200001"
"7630","200002"
"7634","200002"
"7635","200002"
"7636","200003"
"7637","200003"
"7638","200003"
"7640","200004"
"7643","200004"
"7646","200006"
"7647","200005"
"7649","200006"
"7670","201812"
"7673","201903"
"7674","201903"
"7676","201904"
"7677","201906"
"7678","201906"
"7679","201909"
"7681","201910"
"7682","201910"
"7683","201911"
"7685","201912"
"7686","201912"
"7687","202003"
"7689","202006"
"7692","202010"
"7694","202012"
"7695","202012"
"7698","202104"
"7699","202106"
"7701","194905"
"7702","198112"
"7705","199509"
"7707","200102"
"7709","200102"
"7711","199104"
"7713","199611"
"7715","199812"
"7716","200007"
"7717","200012"
"7718","198110"
"7719","196110"
"7721","194905"
"7722","200102"
"7723","194912"
"7725","200102"
"7726","196110"
"7727","196110"
"7729","196208"
"7730","200106"
"7731","194905"
"7732","194905"
"7733","194905"
"7734","196110"
"7735","196205"
"7739","198108"
"7740","198408"
"7741","196110"
"7743","198912"
"7744","199602"
"7745","200304"
"7746","200312"
"7747","200407"
"7749","200506"
"7751","194905"
"7752","194905"
"7760","200507"
"7762","194905"
"7769","196308"
"7771","199709"
"7774","200712"
"7775","200903"
"7776","201003"
"7777","201110"
"7779","201403"
"7780","201506"
"7781","201507"
"7782","201612"
"7791","202106"
"7792","202107"
"7793","202203"
"7794","202206"
"7795","202210"
"7800","201909"
"7803","201907"
"7804","201907"
"7805","201810"
"7806","201807"
"7807","201711"
"7808","201711"
"7809","201709"
"7810","201707"
"7811","201603"
"7812","201507"
"7813","201503"
"7814","201501"
"7815","201412"
"7816","201412"
"7817","201110"
"7818","201010"
"7819","200909"
"7820","200802"
"7821","200708"
"7822","200702"
"7823","200702"
"7826","200609"
"7827","200609"
"7829","200512"
"7831","200510"
"7832","200509"
"7833","200509"
"7836","200504"
"7837","200502"
"7839","200407"
"7840","200403"
"7841","200303"
"7844","200211"
"7846","200201"
"7847","200112"
"7849","200108"
"7850","200107"
"7851","200103"
"7856","200006"
"7857","200003"
"7859","199903"
"7860","199810"
"7863","200010"
"7864","199710"
"7865","199804"
"7867","199709"
"7868","199708"
"7871","199703"
"7872","199702"
"7874","199606"
"7875","199601"
"7877","199511"
"7878","199510"
"7879","199510"
"7883","199509"
"7885","199507"
"7886","199504"
"7887","199504"
"7888","199503"
"7893","199407"
"7896","199105"
"7897","198611"
"7898","197812"
"7899","199405"
"7901","199403"
"7902","199402"
"7906","199402"
"7908","199401"
"7911","194905"
"7912","194905"
"7914","196110"
"7915","196110"
"7916","196110"
"7917","199310"
"7918","196306"
"7919","196112"
"7921","198812"
"7922","198911"
"7923","199111"
"7925","199309"
"7927","199307"
"7928","199304"
"7931","200609"
"7932","196306"
"7936","196402"
"7937","199109"
"7938","199012"
"7939","199011"
"7940","201704"
"7942","199002"
"7943","198912"
"7944","202012"
"7946","198911"
"7947","198911"
"7949","198908"
"7951","194905"
"7952","195401"
"7953","198811"
"7955","198809"
"7956","198809"
"7957","198808"
"7958","198808"
"7962","198702"
"7963","198612"
"7965","198609"
"7966","198607"
"7970","198312"
"7971","194905"
"7972","196110"
"7974","196201"
"7975","196209"
"7976","196209"
"7979","196307"
"7980","196304"
"7981","196307"
"7983","196310"
"7984","197103"
"7985","197406"
"7986","197412"
"7987","197710"
"7988","197907"
"7989","198206"
"7990","197010"
"7991","196502"
"7992","194906"
"7994","196110"
"7995","196110"
"7997","196110"
"7999","198306"
"8001","195007"
"8002","195007"
"8005","197110"
"8006","197209"
"8007","194905"
"8008","197212"
"8011","197107"
"8012","196409"
"8013","194905"
"8014","195909"
"8015","196110"
"8016","196110"
"8018","196110"
"8020","196110"
"8022","196110"
"8023","198611"
"8025","196310"
"8029","198109"
"8030","196409"
"8031","194905"
"8032","196403"
"8035","198006"
"8037","198610"
"8038","195609"
"8039","196309"
"8040","198608"
"8041","196110"
"8043","196211"
"8045","196306"
"8046","196304"
"8050","194905"
"8051","196210"
"8052","196210"
"8053","194908"
"8056","197010"
"8057","196401"
"8058","195406"
"8059","196208"
"8060","198108"
"8061","196109"
"8065","196205"
"8066","196312"
"8068","198612"
"8070","196110"
"8072","199711"
"8074","196110"
"8075","196110"
"8076","196110"
"8077","196110"
"8078","196308"
"8079","198608"
"8081","196305"
"8084","196304"
"8085","196304"
"8086","198702"
"8088","196208"
"8089","196207"
"8091","196205"
"8093","198703"
"8095","196307"
"8097","196110"
"8098","196110"
"8101","197302"
"8103","197304"
"8104","197309"
"8105","197404"
"8107","197408"
"8111","198102"
"8113","197608"
"8114","197703"
"8115","197703"
"8117","197712"
"8118","197809"
"8119","197812"
"8123","197907"
"8125","197910"
"8127","198005"
"8129","198010"
"8130","198011"
"8131","196208"
"8132","196301"
"8133","197802"
"8135","198103"
"8136","198204"
"8137","198205"
"8138","198207"
"8139","198302"
"8140","198307"
"8141","198308"
"8142","198309"
"8143","198310"
"8144","198403"
"8147","198505"
"8150","198507"
"8151","198507"
"8152","198508"
"8153","198511"
"8154","198512"
"8155","198601"
"8157","196301"
"8158","198602"
"8159","198605"
"8160","198711"
"8163","198403"
"8165","198405"
"8166","198409"
"8167","198410"
"8173","197209"
"8174","197302"
"8179","197808"
"8181","197810"
"8182","197810"
"8185","198004"
"8194","198210"
"8198","200407"
"8200","198510"
"8202","198512"
"8203","198604"
"8207","198611"
"8208","198611"
"8209","198611"
"8214","198704"
"8215","198709"
"8217","198710"
"8218","198710"
"8219","198711"
"8225","199410"
"8226","198812"
"8227","198812"
"8230","198811"
"8233","194905"
"8237","196110"
"8242","194905"
"8244","194907"
"8247","194907"
"8252","196304"
"8253","196307"
"8254","196408"
"8255","198810"
"8256","198811"
"8260","196112"
"8267","197409"
"8273","197810"
"8275","198811"
"8276","198110"
"8278","198710"
"8279","198802"
"8281","198804"
"8282","198804"
"8283","201003"
"8285","198807"
"8289","198810"
"8291","195710"
"8301","198311"
"8304","200611"
"8306","200104"
"8308","200112"
"8309","200201"
"8316","200212"
"8331","197010"
"8334","196904"
"8336","196910"
"8337","197209"
"8338","197404"
"8341","197210"
"8343","197304"
"8344","197310"
"8345","197304"
"8346","197304"
"8349","199703"
"8354","200704"
"8358","196306"
"8359","197110"
"8360","197210"
"8361","197110"
"8362","197210"
"8364","198310"
"8365","199311"
"8366","197710"
"8367","197404"
"8368","197304"
"8370","201310"
"8377","200309"
"8381","198310"
"8383","199612"
"8386","197210"
"8387","197304"
"8388","197005"
"8392","197304"
"8393","197510"
"8395","197410"
"8399","198310"
"8410","200802"
"8411","200303"
"8416","200603"
"8418","200610"
"8421","201212"
"8424","200412"
"8425","200410"
"8439","200309"
"8462","200110"
"8473","200012"
"8508","199809"
"8511","195004"
"8515","199707"
"8518","199609"
"8522","196110"
"8524","201210"
"8537","199002"
"8541","197104"
"8542","197107"
"8544","197304"
"8550","198210"
"8551","198212"
"8558","199002"
"8562","199210"
"8563","199212"
"8566","199601"
"8570","199412"
"8572","199310"
"8584","197304"
"8585","197410"
"8591","197004"
"8593","198503"
"8595","198706"
"8596","198811"
"8600","201004"
"8601","196110"
"8604","196110"
"8609","197306"
"8613","198605"
"8614","198606"
"8616","198706"
"8617","198805"
"8622","198904"
"8624","198904"
"8628","200108"
"8630","201004"
"8697","200404"
"8698","200408"
"8699","200410"
"8700","200411"
"8704","200504"
"8705","200504"
"8706","200504"
"8707","200602"
"8708","200602"
"8713","200910"
"8714","200910"
"8715","201003"
"8725","200804"
"8732","200706"
"8737","200302"
"8739","200112"
"8742","199709"
"8746","199603"
"8747","199511"
"8750","201004"
"8766","200204"
"8769","200612"
"8771","200703"
"8772","200702"
"8783","200602"
"8789","200506"
"8793","200502"
"8795","200404"
"8798","200204"
"8801","194905"
"8802","195305"
"8803","194905"
"8804","194905"
"8818","194905"
"8830","197010"
"8835","194905"
"8836","197210"
"8841","198312"
"8842","194905"
"8844","198610"
"8848","198902"
"8850","198905"
"8854","198911"
"8860","199012"
"8864","199304"
"8869","199609"
"8871","199807"
"8876","199909"
"8877","199910"
"8881","200006"
"8886","200012"
"8887","200012"
"8889","200103"
"8890","200104"
"8891","200107"
"8892","200108"
"8893","200109"
"8894","200109"
"8897","200111"
"8898","200111"
"8903","200206"
"8904","200207"
"8905","200207"
"8908","200210"
"8912","200302"
"8914","200308"
"8917","200309"
"8918","200312"
"8919","201712"
"8920","200402"
"8923","200402"
"8925","200403"
"8927","200406"
"8928","200406"
"8929","200407"
"8931","200409"
"8934","200411"
"8935","200412"
"8938","200503"
"8940","200504"
"8944","200507"
"8945","200509"
"8946","200509"
"8995","200602"
"8996","200602"
"8999","200512"
"9001","194905"
"9003","194905"
"9005","194905"
"9006","194905"
"9007","194905"
"9008","194905"
"9009","194905"
"9010","195009"
"9012","196306"
"9017","194907"
"9020","199310"
"9021","199610"
"9022","199710"
"9024","201404"
"9025","201303"
"9028","200508"
"9029","200503"
"9031","194905"
"9033","194906"
"9034","200103"
"9036","199911"
"9037","199709"
"9039","199610"
"9041","194905"
"9042","194905"
"9044","194905"
"9045","195004"
"9046","194906"
"9048","194905"
"9049","194905"
"9051","199608"
"9052","194905"
"9055","199509"
"9057","199504"
"9058","199504"
"9059","199410"
"9060","199407"
"9063","199211"
"9064","194905"
"9065","196203"
"9066","195005"
"9067","196110"
"9068","196110"
"9069","196110"
"9070","196111"
"9072","196507"
"9073","196609"
"9074","196704"
"9075","197011"
"9076","197111"
"9078","197805"
"9081","194905"
"9082","194905"
"9083","194909"
"9087","198912"
"9090","201404"
"9099","201510"
"9101","194905"
"9104","194907"
"9107","195001"
"9110","195101"
"9115","194905"
"9119","194905"
"9127","195202"
"9130","196102"
"9142","201610"
"9143","201712"
"9145","202012"
"9147","202201"
"9158","202306"
"9159","202306"
"9160","202306"
"9161","202307"
"9162","202307"
"9163","202307"
"9164","202307"
"9165","202307"
"9166","202307"
"9168","202309"
"9171","195004"
"9173","194905"
"9193","196209"
"9201","201209"
"9202","196110"
"9204","202212"
"9206","201112"
"9211","202112"
"9212","202112"
"9213","202202"
"9214","202202"
"9215","202202"
"9216","202203"
"9218","202203"
"9219","202203"
