"SC","信用買残高","信用買残高 前週比","信用売残高","信用売残高 前週比","貸借倍率"
"2971","2510","137","115","-3","21.83"
"2972","4022","-280","-","-","-"
"2979","2650","-130","-","-","-"
"2989","2035","8","-","-","-"
"3226","101","52","73","-8","1.38"
"3234","2031","275","72","-42","28.21"
"3249","1279","587","107","-235","11.95"
"3269","247","-31","32","-104","7.72"
"3278","256","-39","134","-9","1.91"
"3279","752","31","13","-21","57.85"
"3281","3475","1816","1772","-1448","1.96"
"3282","63","10","187","-69","0.34"
"3283","593","165","96","-69","6.18"
"3287","1196","117","86","2","13.91"
"3290","1973","-71","152","11","12.98"
"3292","618","10","146","-33","4.23"
"3295","489","-66","439","41","1.11"
"3296","1464","-24","28","-10","52.29"
"3309","3990","-256","719","-35","5.55"
"3451","1859","212","-","-5","-"
"3453","1333","-58","103","-15","12.94"
"3455","828","274","159","-55","5.21"
"3459","1472","198","-","-","-"
"3462","2299","-312","1463","1098","1.57"
"3463","3205","-221","1","-86","3205"
"3466","3008","976","456","-85","6.6"
"3468","4683","-296","148","-36","31.64"
"3470","1256","-","-","-","-"
"3471","886","577","4046","3809","0.22"
"3472","5102","-57","-","-","-"
"3476","10027","-81","201","91","49.89"
"3481","358","87","35","-8","10.23"
"3487","1684","892","85","-33","19.81"
"3488","2163","328","-","-","-"
"3492","7638","-459","169","59","45.2"
"3493","2449","1040","-","-5","-"
"8951","1574","38","288","-183","5.47"
"8952","400","-5","105","-81","3.81"
"8953","12216","-859","150","-117","81.44"
"8954","498","-30","99","-64","5.03"
"8955","326","-27","29","-24","11.24"
"8956","1375","-9","251","18","5.48"
"8957","253","41","434","-35","0.58"
"8958","2325","-133","140","-56","16.61"
"8960","2844","630","78","-136","36.46"
"8961","801","-677","101","-39","7.93"
"8963","45609","-3433","23613","-108864","1.93"
"8964","1056","177","55","-15","19.2"
"8966","3689","912","345","-94","10.69"
"8967","184","32","302","-27","0.61"
"8968","733","231","250","-19","2.93"
"8972","783","-19","250","-42","3.13"
"8975","11364","7","93","-21","122.19"
"8976","82","-103","152","89","0.54"
"8977","481","15","401","-5","1.2"
"8979","685","73","44","-","15.57"
"8984","964","94","106","9","9.09"
"8985","19780","-1045","319","-95","62.01"
"8986","620","68","32","-41","19.38"
"8987","1256","-1","623","-152","2.02"
