"SC","信用買残高","信用買残高 前週比","信用売残高","信用売残高 前週比","貸借倍率"
"2971","2564","-308","454","-90","5.65"
"2972","4820","-104","-","-","-"
"2979","5970","522","3","-8","1990"
"2989","4585","-126","210","-","21.83"
"3226","197","13","42","-31","4.69"
"3234","2317","520","201","-27","11.53"
"3249","2589","-243","20","-3","129.45"
"3269","427","41","267","10","1.6"
"3279","616","-8","35","-22","17.6"
"3281","3991","649","73","23","54.67"
"3282","368","37","4","-3","92"
"3283","628","-127","597","229","1.05"
"3287","1124","-52","64","24","17.56"
"3290","1515","-281","265","20","5.72"
"3292","2435","165","58","-12","41.98"
"3295","736","25","76","20","9.68"
"3296","1026","39","9","-7","114"
"3309","3771","669","658","-8","5.73"
"3451","1520","12","-","-","-"
"3455","1771","-28","21","-72","84.33"
"3459","2007","-366","12","-13","167.25"
"3462","1290","-84","118","-32","10.93"
"3463","4616","-4","-","-2","-"
"3466","732","-696","673","154","1.09"
"3468","5838","-750","783","319","7.46"
"3470","1516","85","-","-","-"
"3471","375","61","32","12","11.72"
"3472","1618","-95","-","-","-"
"3476","21938","465","16","-8","1371.13"
"3481","735","-11","18","-3","40.83"
"3487","1280","-570","6","-3","213.33"
"3488","2168","-349","-","-","-"
"3492","7904","-101","1234","24","6.41"
"3493","443","-57","3","-14","147.67"
"8951","800","82","156","-3","5.13"
"8952","812","314","51","-37","15.92"
"8953","5023","524","539","-133","9.32"
"8954","1067","192","72","-9","14.82"
"8955","339","117","7","-1","48.43"
"8956","2066","126","167","25","12.37"
"8957","678","300","256","-52","2.65"
"8958","3757","87","9","-3","417.44"
"8960","2531","50","48","10","52.73"
"8961","2725","257","70","12","38.93"
"8963","67596","2476","690","-275","97.97"
"8964","918","66","44","-10","20.86"
"8966","7166","-236","56","14","127.96"
"8967","279","2","385","53","0.72"
"8968","774","124","1223","97","0.63"
"8972","5589","2636","65","3","85.98"
"8975","2585","34","-","-","-"
"8976","343","38","3","-","114.33"
"8977","810","71","608","-11","1.33"
"8979","688","16","44","-","15.64"
"8984","2225","444","363","-23","6.13"
"8985","17111","576","303","-72","56.47"
"8986","1141","14","32","-5","35.66"
"8987","2098","19","140","-25","14.99"
