"SC","信用買残高","信用買残高 前週比","信用売残高","信用売残高 前週比","貸借倍率"
"2971","2374","55","31","-4","76.58"
"2972","4242","-16","-","-","-"
"2979","7324","418","230","31","31.84"
"2989","4047","-295","-","-","-"
"3226","166","-35","70","-9","2.37"
"3234","1395","85","53","-3","26.32"
"3249","4356","238","29","-17","150.21"
"3269","445","-38","88","-11","5.06"
"3279","660","146","8","-32","82.5"
"3281","1920","-245","492","-679","3.9"
"3282","69","-33","22","12","3.14"
"3283","755","-123","78","-33","9.68"
"3287","861","-58","128","3","6.73"
"3290","1787","67","196","22","9.12"
"3292","1120","323","107","-2","10.47"
"3295","991","481","216","-43","4.59"
"3296","826","45","27","-2","30.59"
"3309","4711","792","310","-95","15.2"
"3451","2256","41","-","-","-"
"3455","1015","-11","103","1","9.85"
"3459","2094","510","2","-","1047"
"3462","483","-242","1573","137","0.31"
"3463","6896","516","15","15","459.73"
"3466","799","-40","267","-89","2.99"
"3468","5987","512","94","16","63.69"
"3470","1347","42","-","-","-"
"3471","235","-36","83","-20","2.83"
"3472","4488","-49","-","-","-"
"3476","9612","1027","43","-35","223.53"
"3481","411","51","7","-9","58.71"
"3487","1123","-253","2","1","561.5"
"3488","2862","144","-","-","-"
"3492","8325","234","842","-40","9.89"
"3493","3551","-115","1","-","3551"
"8951","381","-11","381","43","1"
"8952","475","13","100","-80","4.75"
"8953","6118","-559","252","-33","24.28"
"8954","1028","662","48","7","21.42"
"8955","413","96","33","9","12.52"
"8956","1730","-497","863","-2496","2"
"8957","295","26","155","-47","1.9"
"8958","4150","330","18","13","230.56"
"8960","1706","-120","45","-69","37.91"
"8961","1954","140","217","-379","9"
"8963","60288","4735","1410","-44","42.76"
"8964","589","-22","49","-3","12.02"
"8966","1590","102","10","-29","159"
"8967","146","-21","194","-178","0.75"
"8968","941","-128","345","116","2.73"
"8972","4693","-682","379","-126","12.38"
"8975","1892","102","-","-","-"
"8976","117","29","46","-27","2.54"
"8977","671","120","395","-31","1.7"
"8979","482","43","44","-2","10.95"
"8984","1346","-177","317","-103","4.25"
"8985","24395","3365","205","5","119"
"8986","1271","47","618","-520","2.06"
"8987","748","-34","643","42","1.16"
