"SC","信用買残高","信用買残高 前週比","信用売残高","信用売残高 前週比","貸借倍率"
"2971","2372","-197","38","21","62.42"
"2972","4783","-206","-","-1","-"
"2979","1124","126","3","-1","374.67"
"2989","1813","-654","-","-","-"
"3226","61","10","35","-45","1.74"
"3234","1244","-73","247","-151","5.04"
"3249","934","115","222","-85","4.21"
"3269","344","34","199","-141","1.73"
"3278","296","-168","104","70","2.85"
"3279","720","4","29","-27","24.83"
"3281","2088","831","3011","-296","0.69"
"3282","86","26","383","-226","0.22"
"3283","570","-61","105","-86","5.43"
"3287","1428","73","61","-2","23.41"
"3290","2129","-114","155","11","13.74"
"3292","386","-382","90","-38","4.29"
"3295","403","-96","72","-28","5.6"
"3296","938","-474","59","-1","15.9"
"3309","5726","1286","932","11","6.14"
"3451","1793","-182","-","-","-"
"3453","1315","-548","719","580","1.83"
"3455","374","73","218","-30","1.72"
"3459","1155","-9","-","-","-"
"3462","1973","28","500","4","3.95"
"3463","5629","-913","13","12","433"
"3466","8625","8234","7608","7175","1.13"
"3468","4328","-258","9","-24","480.89"
"3470","1493","175","-","-","-"
"3471","260","27","162","-50","1.6"
"3472","5063","-56","-","-","-"
"3476","9242","-82","180","140","51.34"
"3481","242","2","42","-9","5.76"
"3487","963","324","123","-","7.83"
"3488","2707","31","-","-","-"
"3492","9530","-388","289","249","32.98"
"3493","1106","164","-","-","-"
"8951","2246","71","145","4","15.49"
"8952","735","-246","161","-13","4.57"
"8953","8767","1408","93","-320","94.27"
"8954","558","-122","81","-116","6.89"
"8955","237","-28","92","-143","2.58"
"8956","1525","-144","125","-38","12.2"
"8957","230","-260","315","-16","0.73"
"8958","2847","-176","200","111","14.23"
"8960","2282","138","28","-154","81.5"
"8961","922","-227","21","-158","43.9"
"8963","56922","-1698","2811","-6","20.25"
"8964","633","159","50","-18","12.66"
"8966","1659","450","610","-116","2.72"
"8967","92","29","520","-143","0.18"
"8968","615","-127","178","51","3.46"
"8972","435","-208","458","-128","0.95"
"8975","11582","-351","403","-80","28.74"
"8976","187","-161","87","47","2.15"
"8977","416","-32","422","-30","0.99"
"8979","288","-3","44","-","6.55"
"8984","1301","26","88","-62","14.78"
"8985","11235","-1639","387","-232","29.03"
"8986","735","-91","13","-95","56.54"
"8987","1584","-578","306","-4","5.18"
