"SC","信用買残高","信用買残高 前週比","信用売残高","信用売残高 前週比","貸借倍率"
"2971","2388","-8","22","5","108.55"
"2972","3441","-198","-","-","-"
"2979","4654","535","149","23","31.23"
"2989","4187","-12","-","-","-"
"3226","122","-21","94","11","1.3"
"3234","1464","-273","51","-10","28.71"
"3249","3667","530","36","13","101.86"
"3269","532","25","1341","-843","0.4"
"3278","177","6","-","-18","-"
"3279","610","-63","27","19","22.59"
"3281","3210","328","376","79","8.54"
"3282","71","-6","101","26","0.7"
"3283","382","-143","513","326","0.74"
"3287","874","49","63","-17","13.87"
"3290","1848","-9","100","-18","18.48"
"3292","798","44","75","30","10.64"
"3295","554","117","455","-18","1.22"
"3296","720","-17","47","5","15.32"
"3309","4336","-318","311","180","13.94"
"3451","1689","-32","-","-","-"
"3453","387","-172","111","20","3.49"
"3455","895","-39","108","16","8.29"
"3459","1451","19","-","-","-"
"3462","1573","-113","1620","949","0.97"
"3463","5652","230","-","-","-"
"3466","2359","-57","139","4","16.97"
"3468","5285","116","77","-264","68.64"
"3470","1545","-5","-","-","-"
"3471","389","-23","87","-6","4.47"
"3472","4907","-115","-","-","-"
"3476","8766","-587","570","441","15.38"
"3481","902","33","25","-1","36.08"
"3487","1310","174","1","-17","1310"
"3488","2760","-108","-","-","-"
"3492","8544","-19","840","-69","10.17"
"3493","4619","586","-","-","-"
"8951","590","147","155","-19","3.81"
"8952","419","6","196","-27","2.14"
"8953","9836","549","62","-167","158.65"
"8954","565","187","54","-35","10.46"
"8955","294","22","13","-9","22.62"
"8956","1243","-153","304","106","4.09"
"8957","322","113","406","8","0.79"
"8958","3992","74","5","-19","798.4"
"8960","2129","32","56","-25","38.02"
"8961","1737","-146","14","-12","124.07"
"8963","54289","7731","1473","-470","36.86"
"8964","543","13","44","-","12.34"
"8966","2730","28","47","-14","58.09"
"8967","143","-96","278","80","0.51"
"8968","1368","18","74","59","18.49"
"8972","583","124","390","18","1.49"
"8975","2126","-198","-","-","-"
"8976","106","-3","69","10","1.54"
"8977","559","26","287","18","1.95"
"8979","552","-28","44","-","12.55"
"8984","4695","346","370","-486","12.69"
"8985","15369","1599","319","-808","48.18"
"8986","7100","6205","36309","36165","0.2"
"8987","904","-93","441","-70","2.05"
