"SC","信用買残高","信用買残高 前週比","信用売残高","信用売残高 前週比","貸借倍率"
"2971","2344","-14","32","14","73.25"
"2972","4593","43","-","-","-"
"2979","7381","1049","179","5","41.23"
"2989","4336","-83","-","-","-"
"3226","234","-5","76","-13","3.08"
"3234","1328","-62","56","2","23.71"
"3249","4699","1334","22","-51","213.59"
"3269","503","-17","206","-177","2.44"
"3279","621","16","23","22","27"
"3281","2146","-434","1020","515","2.1"
"3282","125","3","37","22","3.38"
"3283","736","89","98","38","7.51"
"3287","882","-52","2152","2088","0.41"
"3290","1740","-181","153","9","11.37"
"3292","856","29","118","22","7.25"
"3295","628","3","257","-110","2.44"
"3296","760","67","41","-1","18.54"
"3309","3964","-816","25222","24806","0.16"
"3451","1333","9","36","36","37.03"
"3455","1110","116","103","1","10.78"
"3459","1533","2","3","3","511"
"3462","728","-342","1696","319","0.43"
"3463","5740","-47","-","-4","-"
"3466","801","-57","353","79","2.27"
"3468","4437","280","96","-60","46.22"
"3470","1265","-16","-","-","-"
"3471","318","-11","77","-23","4.13"
"3472","4723","-136","-","-","-"
"3476","8306","137","16704","15253","0.5"
"3481","368","-109","28","19","13.14"
"3487","1504","210","2","-3","752"
"3488","2694","38","-","-","-"
"3492","8194","19","985","71","8.32"
"3493","3661","395","-","-","-"
"8951","387","-109","622","483","0.62"
"8952","446","-8","205","-194","2.18"
"8953","7073","-2284","310","-3","22.82"
"8954","451","132","111","49","4.06"
"8955","305","-","18","5","16.94"
"8956","6406","5005","18595","18197","0.34"
"8957","267","-132","262","-61","1.02"
"8958","3750","-255","6","-20","625"
"8960","1952","-142","77","39","25.35"
"8961","1810","-226","723","309","2.5"
"8963","56008","-1423","1607","300","34.85"
"8964","677","-145","53","9","12.77"
"8966","1779","-22","35","-12","50.83"
"8967","175","65","222","-30","0.79"
"8968","1060","-161","203","39","5.22"
"8972","3281","2671","6091","5709","0.54"
"8975","1483","-107","444","300","3.34"
"8976","110","-40","68","13","1.62"
"8977","593","41","379","32","1.56"
"8979","494","-104","72","28","6.86"
"8984","2293","-914","348","191","6.59"
"8985","19507","-573","284","-29","68.69"
"8986","1246","-234","2537","-365","0.49"
"8987","677","-136","641","45","1.06"
