"SC","信用買残高","信用買残高 前週比","信用売残高","信用売残高 前週比","貸借倍率"
"2971","2487","13","32","9","77.72"
"2972","3887","35","4","-","971.75"
"2979","1968","-845","65","1","30.28"
"2989","2991","335","-","-","-"
"3226","174","102","97","-7","1.79"
"3234","1079","-37","69","6","15.64"
"3249","1128","36","23","10","49.04"
"3269","400","41","60","-40","6.67"
"3278","204","15","25","-21","8.16"
"3279","695","-15","12","-7","57.92"
"3281","3448","869","398","53","8.66"
"3282","107","7","150","-45","0.71"
"3283","639","345","60","-263","10.65"
"3287","939","-158","57","14","16.47"
"3290","1647","-258","110","-15","14.97"
"3292","622","40","49","-4","12.69"
"3295","426","-10","493","8","0.86"
"3296","743","-2","56","-1","13.27"
"3309","4644","5","281","-162","16.53"
"3451","1751","-37","-","-","-"
"3453","816","-484","157","-160","5.2"
"3455","757","-112","123","-26","6.15"
"3459","1449","-68","-","-","-"
"3462","1849","-239","1088","-340","1.7"
"3463","5689","957","-","-","-"
"3466","1164","384","226","2","5.15"
"3468","7267","329","3215","-8674","2.26"
"3470","1332","27","-","-","-"
"3471","245","-98","195","54","1.26"
"3472","5207","84","-","-","-"
"3476","10330","-342","148","-19","69.8"
"3481","376","-52","25","2","15.04"
"3487","1506","-844","15","12","100.4"
"3488","2863","207","-","-","-"
"3492","9388","778","952","-10","9.86"
"3493","1695","-104","-","-","-"
"8951","450","-163","153","-51","2.94"
"8952","298","4","234","-53","1.27"
"8953","8866","-743","235","4","37.73"
"8954","222","-325","100","-32","2.22"
"8955","244","-45","41","6","5.95"
"8956","1302","30","155","-19","8.4"
"8957","165","-126","371","-","0.44"
"8958","2574","63","118","8","21.81"
"8960","2648","-49","84","28","31.52"
"8961","1490","550","243","42","6.13"
"8963","39712","1826","5552","836","7.15"
"8964","427","-51","47","-4","9.09"
"8966","3293","-149","102","7","32.28"
"8967","111","21","432","158","0.26"
"8968","1208","-81","126","95","9.59"
"8972","598","-68","340","4","1.76"
"8975","1724","-9583","-","-41","-"
"8976","58","1","188","16","0.31"
"8977","426","-11","301","-5","1.42"
"8979","601","-25","44","-","13.66"
"8984","5051","1118","17445","15336","0.29"
"8985","17067","-2527","384","111","44.45"
"8986","906","22","193","129","4.69"
"8987","1200","128","415","-18","2.89"
