"SC","信用買残高","信用買残高 前週比","信用売残高","信用売残高 前週比","貸借倍率"
"2971","4479","-277","92","-34","48.68"
"2972","13624","-192","-","-1","-"
"2979","638","15","15","7","42.53"
"2989","6487","-1148","-","-","-"
"3226","110","-21","47","2","2.34"
"3234","711","-47","409","91","1.74"
"3249","1177","-426","362","-595","3.25"
"3269","637","23","54","-1","11.8"
"3278","131","22","79","3","1.66"
"3279","946","29","1","-3","946"
"3281","711","35","440","-82","1.62"
"3282","73","-20","807","68","0.09"
"3283","412","127","127","-37","3.24"
"3287","617","23","138","-21","4.47"
"3290","1251","9","199","5","6.29"
"3292","721","-48","68","4","10.6"
"3295","605","-77","26","-2","23.27"
"3296","2538","-13","28","-3","90.64"
"3309","6217","-303","89","-40","69.85"
"3451","2212","28","-","-","-"
"3453","2468","338","62","-5","39.81"
"3455","474","-72","121","5","3.92"
"3459","1271","85","-","-","-"
"3462","1576","-75","280","52","5.63"
"3463","8074","714","2176","975","3.71"
"3466","433","36","135","-14","3.21"
"3468","6930","-220","110","89","63"
"3470","2459","-97","-","-","-"
"3471","369","-13","59","5","6.25"
"3472","6133","36","-","-","-"
"3476","13594","-246","406","298","33.48"
"3481","445","-17","28","-","15.89"
"3487","3005","2144","5069","5031","0.59"
"3488","3215","916","-","-","-"
"3492","15475","521","445","239","34.78"
"3493","552","-29","-","-","-"
"8951","1370","134","514","256","2.67"
"8952","970","-66","495","355","1.96"
"8953","3032","204","205","-78","14.79"
"8954","774","63","63","-39","12.29"
"8955","277","-4","112","-17","2.47"
"8956","1658","55","378","74","4.39"
"8957","227","21","390","-10","0.58"
"8958","4413","102","91","-30","48.49"
"8960","2244","-191","65","5","34.52"
"8961","1562","-177","102","8","15.31"
"8963","60661","3578","2145","-243","28.28"
"8964","799","43","61","-","13.1"
"8966","164","7","491","3","0.33"
"8967","79","-2","506","115","0.16"
"8968","644","-113","132","-9","4.88"
"8972","394","120","12","-3","32.83"
"8975","7356","4057","1074","104","6.85"
"8976","258","25","44","30","5.86"
"8977","568","28","405","15","1.4"
"8979","320","3","44","-","7.27"
"8984","723","-129","97","4","7.45"
"8985","10818","1142","1091","174","9.92"
"8986","1051","-58","41","-22","25.63"
"8987","965","3","294","21","3.28"
