"SC","信用買残高","信用買残高 前週比","信用売残高","信用売残高 前週比","貸借倍率"
"2971","2668","-76","7","-3","381.14"
"2972","6690","-1876","1","-","6690"
"2979","680","57","3","-","226.67"
"2989","3903","-175","-","-","-"
"3226","29","-6","114","-42","0.25"
"3234","750","-95","280","-21","2.68"
"3249","618","-207","244","38","2.53"
"3269","217","-8","545","42","0.4"
"3278","159","-190","20","-12","7.95"
"3279","703","2","64","-58","10.98"
"3281","1145","-31","5457","-94","0.21"
"3282","46","-18","551","-3","0.08"
"3283","221","-243","508","-1242","0.44"
"3287","738","-4","227","-29","3.25"
"3290","2151","-158","154","6","13.97"
"3292","669","236","135","-194","4.96"
"3295","449","37","96","-24","4.68"
"3296","1787","-43","61","-","29.3"
"3309","4601","366","794","-136","5.79"
"3451","2018","71","-","-","-"
"3453","1859","-144","34","1","54.68"
"3455","254","-104","218","43","1.17"
"3459","1302","-32","-","-","-"
"3462","1727","304","529","-170","3.26"
"3463","6849","-913","-","-","-"
"3466","366","-5","357","79","1.03"
"3468","4545","-258","41","-28","110.85"
"3470","1675","-223","-","-","-"
"3471","273","-61","140","68","1.95"
"3472","5077","-117","-","-","-"
"3476","9138","-546","56","7","163.18"
"3481","268","-33","52","-4","5.15"
"3487","538","-65","266","41","2.02"
"3488","2642","-63","-","-","-"
"3492","11975","-120","32","-","374.22"
"3493","886","-20","-","-","-"
"8951","2049","-35","119","10","17.22"
"8952","1209","-190","117","-60","10.33"
"8953","6411","201","225","55","28.49"
"8954","445","-477","123","29","3.62"
"8955","206","-113","219","-3","0.94"
"8956","1498","-218","37","7","40.49"
"8957","337","175","307","-166","1.1"
"8958","3287","-264","89","25","36.93"
"8960","1810","-26","90","58","20.11"
"8961","1083","-24","30","-71","36.1"
"8963","56107","3082","2661","-483","21.08"
"8964","501","187","190","136","2.64"
"8966","475","53","824","-392","0.58"
"8967","50","-8","471","-35","0.11"
"8968","869","-34","79","-12","11"
"8972","600","-16","39","-111","15.38"
"8975","12126","728","701","-1","17.3"
"8976","378","-234","69","-60","5.48"
"8977","437","-56","533","13","0.82"
"8979","290","20","45","1","6.44"
"8984","610","31","61","-29","10"
"8985","8937","1296","372","-224","24.02"
"8986","941","14","14","-1","67.21"
"8987","2089","42","106","34","19.71"
