"SC","信用買残高","信用買残高 前週比","信用売残高","信用売残高 前週比","貸借倍率"
"2971","2534","-41","28","-8","90.5"
"2972","3760","-88","7","7","537.14"
"2979","2951","222","32","31","92.22"
"2989","1825","-65","-","-","-"
"3226","26","-89","192","94","0.14"
"3234","1230","-34","65","-24","18.92"
"3249","1183","-54","13","-211","91"
"3269","228","-25","123","54","1.85"
"3278","235","-1","19","-17","12.37"
"3279","711","4","5","-19","142.2"
"3281","2903","-102","2238","364","1.3"
"3282","117","-171","651","-148","0.18"
"3283","441","-150","176","8","2.51"
"3287","1004","-77","54","-9","18.59"
"3290","1809","-8","129","-11","14.02"
"3292","645","-4","102","-75","6.32"
"3295","435","-9","617","138","0.71"
"3296","743","-15","43","-14","17.28"
"3309","4744","-135","525","-140","9.04"
"3451","1820","-9","-","-","-"
"3453","1268","25","103","-","12.31"
"3455","964","8","161","-2","5.99"
"3459","1614","-30","1","-9","1614"
"3462","2466","119","1870","771","1.32"
"3463","4111","1377","1","-","4111"
"3466","1573","-1136","587","161","2.68"
"3468","8499","-17639","21522","-85840","0.39"
"3470","1284","13","-","-","-"
"3471","398","-68","167","-185","2.38"
"3472","5059","-53","-","-","-"
"3476","10275","195","125","-97","82.2"
"3481","341","-9","97","59","3.52"
"3487","3161","254","26","-18","121.58"
"3488","2344","60","-","-","-"
"3492","8900","-122","2771","629","3.21"
"3493","2566","-71","-","-","-"
"8951","896","-323","123","-79","7.28"
"8952","364","1","244","-8","1.49"
"8953","9896","254","317","65","31.22"
"8954","702","96","87","-30","8.07"
"8955","299","-10","16","-49","18.69"
"8956","1333","-37","219","-46","6.09"
"8957","290","84","380","-44","0.76"
"8958","2538","90","59","-42","43.02"
"8960","2632","-125","59","-92","44.61"
"8961","938","-45","72","-2","13.03"
"8963","46642","-2146","3746","-1477","12.45"
"8964","474","-34","53","-8","8.94"
"8966","3710","-243","112","-156","33.13"
"8967","99","-9","347","8","0.29"
"8968","1083","111","51","-27","21.24"
"8972","571","-97","294","26","1.94"
"8975","11355","-29","41","-35","276.95"
"8976","63","-4","202","38","0.31"
"8977","472","5","322","-26","1.47"
"8979","748","-1","44","-","17"
"8984","954","170","121","-142","7.88"
"8985","15994","2553","327","-120","48.91"
"8986","863","103","20","-46","43.15"
"8987","1137","-150","433","3","2.63"
