"SC","信用買残高","信用買残高 前週比","信用売残高","信用売残高 前週比","貸借倍率"
"2971","2951","107","17","10","173.59"
"2972","4179","38","-","-","-"
"2979","6647","1031","88","-76","75.53"
"2989","4201","53","-","-","-"
"3226","219","16","53","22","4.13"
"3234","1516","84","48","-8","31.58"
"3249","2898","-10","30","-5","96.6"
"3269","423","-48","87","-29","4.86"
"3279","735","115","10","3","73.5"
"3281","2002","-519","459","-45","4.36"
"3282","75","10","220","-101","0.34"
"3283","621","-184","87","29","7.14"
"3287","929","320","51","-42","18.22"
"3290","1627","-149","215","9","7.57"
"3292","4120","466","100","38","41.2"
"3295","805","80","51","-51","15.78"
"3296","859","-15","36","15","23.86"
"3309","4240","813","909","106","4.66"
"3451","2196","-37","-","-","-"
"3455","1080","47","15","-5","72"
"3459","2160","188","8","1","270"
"3462","713","94","788","-280","0.9"
"3463","7847","1474","8","1","980.87"
"3466","537","27","261","9","2.06"
"3468","6538","900","65","-9","100.58"
"3470","1874","112","-","-","-"
"3471","332","74","23","-8","14.43"
"3472","2863","-99","-","-","-"
"3476","19335","1105","53","-330","364.81"
"3481","658","233","19","-8","34.63"
"3487","1477","223","10","1","147.7"
"3488","2827","-35","-","-","-"
"3492","6923","560","859","-72","8.06"
"3493","1254","-31","-","-1","-"
"8951","362","28","234","-22","1.55"
"8952","396","-5","101","-4","3.92"
"8953","2865","197","1193","-214","2.4"
"8954","1449","-271","123","56","11.78"
"8955","250","-82","29","-13","8.62"
"8956","1946","-34","224","15","8.69"
"8957","644","167","139","-2","4.63"
"8958","3231","43","85","28","38.01"
"8960","1976","-13","41","24","48.2"
"8961","2451","582","27","-46","90.78"
"8963","54155","-3961","1838","71","29.46"
"8964","671","65","62","15","10.82"
"8966","5568","399","10","-18","556.8"
"8967","169","18","204","-43","0.83"
"8968","577","-184","1366","326","0.42"
"8972","3350","-226","291","11","11.51"
"8975","2119","177","-","-","-"
"8976","61","2","17","-13","3.59"
"8977","872","94","543","-1","1.61"
"8979","758","147","45","1","16.84"
"8984","3292","2015","41","7","80.29"
"8985","17324","-2423","290","101","59.74"
"8986","999","-111","23","-1359","43.43"
"8987","1047","133","454","-42","2.31"
