"SC","信用買残高","信用買残高 前週比","信用売残高","信用売残高 前週比","貸借倍率"
"2971","2319","-25","35","3","66.26"
"2972","4258","-335","-","-","-"
"2979","6906","-475","199","20","34.7"
"2989","4342","6","-","-","-"
"3226","201","-33","79","3","2.54"
"3234","1310","-18","56","-","23.39"
"3249","4118","-581","46","24","89.52"
"3269","483","-20","99","-107","4.88"
"3279","514","-107","40","17","12.85"
"3281","2165","19","1171","151","1.85"
"3282","102","-23","10","-27","10.2"
"3283","878","142","111","13","7.91"
"3287","919","37","125","-2027","7.35"
"3290","1720","-20","174","21","9.89"
"3292","797","-59","109","-9","7.31"
"3295","510","-118","259","2","1.97"
"3296","781","21","29","-12","26.93"
"3309","3919","-45","405","-24817","9.68"
"3451","2215","882","-","-36","-"
"3455","1026","-84","102","-1","10.06"
"3459","1584","51","2","-1","792"
"3462","725","-3","1436","-260","0.5"
"3463","6380","640","-","-","-"
"3466","839","38","356","3","2.36"
"3468","5475","1038","78","-18","70.19"
"3470","1305","40","-","-","-"
"3471","271","-47","103","26","2.63"
"3472","4537","-186","-","-","-"
"3476","8585","279","78","-16626","110.06"
"3481","360","-8","16","-12","22.5"
"3487","1376","-128","1","-1","1376"
"3488","2718","24","-","-","-"
"3492","8091","-103","882","-103","9.17"
"3493","3666","5","1","1","3666"
"8951","392","5","338","-284","1.16"
"8952","462","16","180","-25","2.57"
"8953","6677","-396","285","-25","23.43"
"8954","366","-85","41","-70","8.93"
"8955","317","12","24","6","13.21"
"8956","2227","-4179","3359","-15236","0.66"
"8957","269","2","202","-60","1.33"
"8958","3820","70","5","-1","764"
"8960","1826","-126","114","37","16.02"
"8961","1814","4","596","-127","3.04"
"8963","55553","-455","1454","-153","38.21"
"8964","611","-66","52","-1","11.75"
"8966","1488","-291","39","4","38.15"
"8967","167","-8","372","150","0.45"
"8968","1069","9","229","26","4.67"
"8972","5375","2094","505","-5586","10.64"
"8975","1790","307","-","-444","-"
"8976","88","-22","73","5","1.21"
"8977","551","-42","426","47","1.29"
"8979","439","-55","46","-26","9.54"
"8984","1523","-770","420","72","3.63"
"8985","21030","1523","200","-84","105.15"
"8986","1224","-22","1138","-1399","1.08"
"8987","782","105","601","-40","1.3"
