"SC","信用買残高","信用買残高 前週比","信用売残高","信用売残高 前週比","貸借倍率"
"2971","2566","207","35","6","73.31"
"2972","4200","-81","-","-","-"
"2979","6124","-585","227","39","26.98"
"2989","3925","-61","-","-","-"
"3226","209","31","50","-14","4.18"
"3234","1473","117","55","-1","26.78"
"3249","3661","-500","24","-8","152.54"
"3269","397","-12","110","-5","3.61"
"3279","721","269","31","-24","23.26"
"3281","1715","-235","245","-355","7"
"3282","71","-5","12","8","5.92"
"3283","635","-127","201","138","3.16"
"3287","638","15","147","4","4.34"
"3290","1757","25","214","6","8.21"
"3292","2530","768","92","35","27.5"
"3295","654","-54","139","-42","4.71"
"3296","817","-11","24","-16","34.04"
"3309","3094","-1250","544","290","5.69"
"3451","2374","159","-","-","-"
"3455","1013","101","53","-2","19.11"
"3459","1975","-312","2","-","987.5"
"3462","455","55","1395","-217","0.33"
"3463","7252","-231","-","-","-"
"3466","732","-49","161","-23","4.55"
"3468","6268","787","66","-6","94.97"
"3470","1546","170","-","-","-"
"3471","235","42","49","-43","4.8"
"3472","3706","94","-","-","-"
"3476","18595","2341","3801","-22610","4.89"
"3481","463","71","9","3","51.44"
"3487","1125","26","6","5","187.5"
"3488","2844","-216","-","-","-"
"3492","6659","-691","985","-75","6.76"
"3493","1905","-653","-","-1","-"
"8951","413","33","262","35","1.58"
"8952","485","51","74","-40","6.55"
"8953","3305","-2506","305","-136","10.84"
"8954","999","-221","72","14","13.88"
"8955","410","40","84","36","4.88"
"8956","2638","322","342","-53","7.71"
"8957","365","138","120","-4","3.04"
"8958","3598","-927","293","277","12.28"
"8960","2054","665","53","15","38.75"
"8961","1645","-436","51","-11","32.25"
"8963","55378","648","1994","-4","27.77"
"8964","566","-51","51","5","11.1"
"8966","4524","2489","43","25","105.21"
"8967","160","-12","186","-78","0.86"
"8968","813","-34","618","-54","1.32"
"8972","2662","-439","416","-117","6.4"
"8975","1807","-30","-","-","-"
"8976","94","29","23","-83","4.09"
"8977","764","101","547","38","1.4"
"8979","567","72","44","-","12.89"
"8984","1553","232","121","-80","12.83"
"8985","20324","-159","185","-","109.86"
"8986","884","-398","35","-42","25.26"
"8987","983","162","662","118","1.48"
