"SC","信用買残高","信用買残高 前週比","信用売残高","信用売残高 前週比","貸借倍率"
"2971","2791","225","27","-8","103.37"
"2972","4163","-37","-","-","-"
"2979","6462","338","131","-96","49.33"
"2989","3979","54","-","-","-"
"3226","182","-27","49","-1","3.71"
"3234","1489","16","46","-9","32.37"
"3249","3578","-83","47","23","76.13"
"3269","352","-45","152","42","2.32"
"3279","723","2","11","-20","65.73"
"3281","1967","252","361","116","5.45"
"3282","64","-7","91","79","0.7"
"3283","961","326","58","-143","16.57"
"3287","633","-5","83","-64","7.63"
"3290","1745","-12","218","4","8"
"3292","3144","614","77","-15","40.83"
"3295","853","199","95","-44","8.98"
"3296","866","49","21","-3","41.24"
"3309","3530","436","570","26","6.19"
"3451","2153","-221","-","-","-"
"3455","917","-96","32","-21","28.66"
"3459","1965","-10","8","6","245.63"
"3462","639","184","704","-691","0.91"
"3463","7104","-148","-","-","-"
"3466","815","83","151","-10","5.4"
"3468","5534","-734","78","12","70.95"
"3470","1655","109","-","-","-"
"3471","293","58","46","-3","6.37"
"3472","4021","315","-","-","-"
"3476","16861","-1734","740","-3061","22.79"
"3481","435","-28","31","22","14.03"
"3487","1324","199","9","3","147.11"
"3488","2991","147","-","-","-"
"3492","6651","-8","967","-18","6.88"
"3493","1304","-601","-","-","-"
"8951","369","-44","243","-19","1.52"
"8952","463","-22","100","26","4.63"
"8953","2926","-379","467","162","6.27"
"8954","632","-367","144","72","4.39"
"8955","380","-30","38","-46","10"
"8956","2038","-600","219","-123","9.31"
"8957","580","215","112","-8","5.18"
"8958","3208","-390","56","-237","57.29"
"8960","1894","-160","37","-16","51.19"
"8961","1579","-66","50","-1","31.58"
"8963","56320","942","1991","-3","28.29"
"8964","560","-6","47","-4","11.91"
"8966","4094","-430","18","-25","227.44"
"8967","130","-30","320","134","0.41"
"8968","747","-66","667","49","1.12"
"8972","2797","135","281","-135","9.95"
"8975","1971","164","-","-","-"
"8976","79","-15","22","-1","3.59"
"8977","781","17","539","-8","1.45"
"8979","579","12","44","-","13.16"
"8984","1186","-367","67","-54","17.7"
"8985","20368","44","174","-11","117.06"
"8986","1017","133","33","-2","30.82"
"8987","880","-103","559","-103","1.57"
