"SC","信用買残高","信用買残高 前週比","信用売残高","信用売残高 前週比","貸借倍率"
"2971","2890","326","438","-16","6.6"
"2972","4864","44","-","-","-"
"2979","7434","1464","-","-3","-"
"2989","5758","1173","210","-","27.42"
"3226","313","116","53","11","5.91"
"3234","3075","758","205","4","15"
"3249","12637","10048","13487","13467","0.94"
"3269","668","241","242","-25","2.76"
"3279","532","-84","43","8","12.37"
"3281","3418","-573","68","-5","50.26"
"3282","538","170","4","-","134.5"
"3283","639","11","777","180","0.82"
"3287","1001","-123","48","-16","20.85"
"3290","1160","-355","269","4","4.31"
"3292","3066","631","52","-6","58.96"
"3295","684","-52","130","54","5.26"
"3296","1078","52","14","5","77"
"3309","4284","513","423","-235","10.13"
"3451","1568","48","-","-","-"
"3455","2139","368","34","13","62.91"
"3459","2871","864","22","10","130.5"
"3462","1958","668","89","-29","22"
"3463","4921","305","-","-","-"
"3466","934","202","289","-384","3.23"
"3468","7475","1637","579","-204","12.91"
"3470","1525","9","-","-","-"
"3471","706","331","29","-3","24.34"
"3472","1476","-142","-","-","-"
"3476","16836","-5102","123","107","136.88"
"3481","905","170","8","-10","113.13"
"3487","1562","282","5","-1","312.4"
"3488","1848","-320","1","1","1848"
"3492","21779","13875","19595","18361","1.11"
"3493","669","226","-","-3","-"
"8951","949","149","185","29","5.13"
"8952","1159","347","43","-8","26.95"
"8953","6064","1041","454","-85","13.36"
"8954","1322","255","30","-42","44.07"
"8955","331","-8","9","2","36.78"
"8956","2027","-39","134","-33","15.13"
"8957","770","92","235","-21","3.28"
"8958","4562","805","5","-4","912.4"
"8960","2685","154","28","-20","95.89"
"8961","3107","382","87","17","35.71"
"8963","64514","-3082","1158","468","55.71"
"8964","1083","165","45","1","24.07"
"8966","7546","380","52","-4","145.12"
"8967","300","21","266","-119","1.13"
"8968","783","9","1256","33","0.62"
"8972","5760","171","47","-18","122.55"
"8975","2726","141","-","-","-"
"8976","342","-1","2","-1","171"
"8977","1142","332","578","-30","1.98"
"8979","757","69","43","-1","17.6"
"8984","3123","898","326","-37","9.58"
"8985","15575","-1536","303","-","51.4"
"8986","1180","39","34","2","34.71"
"8987","1982","-116","168","28","11.8"
