"SC","信用買残高","信用買残高 前週比","信用売残高","信用売残高 前週比","貸借倍率"
"2971","3753","864","91","-101","41.24"
"2972","12037","3085","-","-47","-"
"2979","892","-179","54","5","16.52"
"2989","6116","-703","-","-","-"
"3226","120","10","111","-975","1.08"
"3234","697","74","500","9","1.39"
"3249","1356","-107","31","-27","43.74"
"3269","294","-25","56","-4","5.25"
"3278","137","-109","77","-108","1.78"
"3279","787","56","21","-7","37.48"
"3281","705","2","439","-6048","1.61"
"3282","97","-17","606","-59","0.16"
"3283","345","13","186","-44","1.85"
"3287","374","78","264","-118","1.42"
"3290","1160","225","246","-1298","4.72"
"3292","702","-4","196","-210","3.58"
"3295","763","-8","204","-2134","3.74"
"3296","2302","42","19","-47","121.16"
"3309","5980","330","307","13","19.48"
"3451","2005","121","-","-47","-"
"3453","1455","4","82","-73","17.74"
"3455","464","77","208","-114","2.23"
"3459","1519","258","-","-","-"
"3462","1896","27","121","-13414","15.67"
"3463","5508","111","-","-","-"
"3466","387","-22","207","-2900","1.87"
"3468","7861","-15","220","46","35.73"
"3470","2464","-576","-","-","-"
"3471","475","10","29","-35","16.38"
"3472","5758","-368","-","-","-"
"3476","14306","1060","334","-171","42.83"
"3481","566","14","70","-1337","8.09"
"3487","982","-225","127","62","7.73"
"3488","2136","374","-","-25","-"
"3492","12684","322","1622","-10875","7.82"
"3493","473","-38","-","-","-"
"8951","1075","63","297","163","3.62"
"8952","486","68","331","144","1.47"
"8953","2340","-754","514","-7296","4.55"
"8954","413","91","336","-3243","1.23"
"8955","244","17","156","2","1.56"
"8956","1710","325","323","-40","5.29"
"8957","124","-2","411","-40","0.3"
"8958","4146","1068","442","-75","9.38"
"8960","2267","158","198","19","11.45"
"8961","1066","511","378","110","2.82"
"8963","52769","3895","3055","-324","17.27"
"8964","699","65","136","-52","5.14"
"8966","155","-10","532","-55","0.29"
"8967","128","-23","430","29","0.3"
"8968","508","-4","396","-1302","1.28"
"8972","269","-11","282","-44","0.95"
"8975","3556","383","1172","452","3.03"
"8976","261","-41","217","10","1.2"
"8977","749","163","389","11","1.93"
"8979","319","18","44","-","7.25"
"8984","634","-143","221","-3029","2.87"
"8985","10022","2118","643","-96","15.59"
"8986","1573","66","183","21","8.6"
"8987","1187","-24","407","-27","2.92"
