"SC","信用買残高","信用買残高 前週比","信用売残高","信用売残高 前週比","貸借倍率"
"2971","2396","33","17","-8","140.94"
"2972","3639","-411","-","-","-"
"2979","4119","1335","126","44","32.69"
"2989","4199","56","-","-","-"
"3226","143","-17","83","-1","1.72"
"3234","1737","87","61","-34","28.48"
"3249","3137","1100","23","8","136.39"
"3269","507","-1336","2184","-5346","0.23"
"3278","171","-113","18","-11","9.5"
"3279","673","35","8","-22","84.13"
"3281","2882","17","297","-33","9.7"
"3282","77","-31","75","-28","1.03"
"3283","525","-256","187","34","2.81"
"3287","825","-132","80","31","10.31"
"3290","1857","92","118","-3","15.74"
"3292","754","37","45","-2","16.76"
"3295","437","32","473","-19","0.92"
"3296","737","-16","42","-4","17.55"
"3309","4654","-109","131","-58","35.53"
"3451","1721","-96","-","-","-"
"3453","559","-40","91","-39","6.14"
"3455","934","86","92","-20","10.15"
"3459","1432","106","-","-","-"
"3462","1686","105","671","-749","2.51"
"3463","5422","-204","-","-","-"
"3466","2416","931","135","-51","17.9"
"3468","5169","-463","341","-441","15.16"
"3470","1550","176","-","-","-"
"3471","412","67","93","-13","4.43"
"3472","5022","-120","-","-","-"
"3476","9353","-1019","129","-37","72.5"
"3481","869","72","26","3","33.42"
"3487","1136","98","18","-","63.11"
"3488","2868","68","-","-","-"
"3492","8563","220","909","-32","9.42"
"3493","4033","1502","-","-","-"
"8951","443","-8","174","-84","2.55"
"8952","413","89","223","-139","1.85"
"8953","9287","-670","229","45","40.55"
"8954","378","-280","89","21","4.25"
"8955","272","16","22","-15","12.36"
"8956","1396","22","198","4","7.05"
"8957","209","17","398","5","0.53"
"8958","3918","908","24","-136","163.25"
"8960","2097","-345","81","16","25.89"
"8961","1883","182","26","-147","72.42"
"8963","46558","-124","1943","-952","23.96"
"8964","530","88","44","-1","12.05"
"8966","2702","-35","61","-27","44.3"
"8967","239","60","198","-173","1.21"
"8968","1350","82","15","-4","90"
"8972","459","-138","372","115","1.23"
"8975","2324","113","-","-","-"
"8976","109","14","59","-27","1.85"
"8977","533","46","269","-51","1.98"
"8979","580","-15","44","-","13.18"
"8984","4349","-1106","856","-129","5.08"
"8985","13770","-244","1127","-55","12.22"
"8986","895","178","144","-9","6.22"
"8987","997","-98","511","61","1.95"
