"SC","信用買残高","信用買残高 前週比","信用売残高","信用売残高 前週比","貸借倍率"
"2971","2844","53","7","-20","406.29"
"2972","4141","-22","-","-","-"
"2979","5616","-846","164","33","34.24"
"2989","4148","169","-","-","-"
"3226","203","21","31","-18","6.55"
"3234","1432","-57","56","10","25.57"
"3249","2908","-670","35","-12","83.09"
"3269","471","119","116","-36","4.06"
"3279","620","-103","7","-4","88.57"
"3281","2521","554","504","143","5"
"3282","65","1","321","230","0.2"
"3283","805","-156","58","-","13.88"
"3287","609","-24","93","10","6.55"
"3290","1776","31","206","-12","8.62"
"3292","3654","510","62","-15","58.94"
"3295","725","-128","102","7","7.11"
"3296","874","8","21","-","41.62"
"3309","3427","-103","803","233","4.27"
"3451","2233","80","-","-","-"
"3455","1033","116","20","-12","51.65"
"3459","1972","7","7","-1","281.71"
"3462","619","-20","1068","364","0.58"
"3463","6373","-731","7","7","910.43"
"3466","510","-305","252","101","2.02"
"3468","5638","104","74","-4","76.19"
"3470","1762","107","-","-","-"
"3471","258","-35","31","-15","8.32"
"3472","2962","-1059","-","-","-"
"3476","18230","1369","383","-357","47.6"
"3481","425","-10","27","-4","15.74"
"3487","1254","-70","9","-","139.33"
"3488","2862","-129","-","-","-"
"3492","6363","-288","931","-36","6.83"
"3493","1285","-19","1","1","1285"
"8951","334","-35","256","13","1.3"
"8952","401","-62","105","5","3.82"
"8953","2668","-258","1407","940","1.9"
"8954","1720","1088","67","-77","25.67"
"8955","332","-48","42","4","7.9"
"8956","1980","-58","209","-10","9.47"
"8957","477","-103","141","29","3.38"
"8958","3188","-20","57","1","55.93"
"8960","1989","95","17","-20","117"
"8961","1869","290","73","23","25.6"
"8963","58116","1796","1767","-224","32.89"
"8964","606","46","47","-","12.89"
"8966","5169","1075","28","10","184.61"
"8967","151","21","247","-73","0.61"
"8968","761","14","1040","373","0.73"
"8972","3576","779","280","-1","12.77"
"8975","1942","-29","-","-","-"
"8976","59","-20","30","8","1.97"
"8977","778","-3","544","5","1.43"
"8979","611","32","44","-","13.89"
"8984","1277","91","34","-33","37.56"
"8985","19747","-621","189","15","104.48"
"8986","1110","93","1382","1349","0.8"
"8987","914","34","496","-63","1.84"
