"SC","信用買残高","信用買残高 前週比","信用売残高","信用売残高 前週比","貸借倍率"
"2971","2872","406","544","-51","5.28"
"2972","4924","129","-","-","-"
"2979","5448","1141","11","-33","495.27"
"2989","4711","199","210","-161","22.43"
"3226","184","3","73","19","2.52"
"3234","1797","232","228","6","7.88"
"3249","2832","1246","23","-113","123.13"
"3269","386","14","257","32","1.5"
"3279","624","24","57","-19","10.95"
"3281","3342","933","50","-45","66.84"
"3282","331","92","7","-12","47.29"
"3283","755","246","368","-139","2.05"
"3287","1176","65","40","28","29.4"
"3290","1796","69","245","19","7.33"
"3292","2270","88","70","-241","32.43"
"3295","711","-47","56","23","12.7"
"3296","987","5","16","-8","61.69"
"3309","3102","-101","666","4","4.66"
"3451","1508","37","-","-","-"
"3455","1799","670","93","-234","19.34"
"3459","2373","450","25","-93","94.92"
"3462","1374","159","150","-53","9.16"
"3463","4620","771","2","-186","2310"
"3466","1428","948","519","202","2.75"
"3468","6588","-762","464","-1557","14.2"
"3470","1431","-157","-","-","-"
"3471","314","96","20","-53","15.7"
"3472","1713","-374","-","-","-"
"3476","21473","730","24","1","894.71"
"3481","746","282","21","-","35.52"
"3487","1850","-744","9","-","205.56"
"3488","2517","-608","-","-","-"
"3492","8005","607","1210","32","6.62"
"3493","500","44","17","12","29.41"
"8951","718","-48","159","-7","4.52"
"8952","498","-134","88","5","5.66"
"8953","4499","776","672","-47","6.69"
"8954","875","62","81","16","10.8"
"8955","222","-7","8","-9","27.75"
"8956","1940","-16","142","-7","13.66"
"8957","378","38","308","-28","1.23"
"8958","3670","67","12","-1","305.83"
"8960","2481","360","38","-21","65.29"
"8961","2468","749","58","16","42.55"
"8963","65120","573","965","-84","67.48"
"8964","852","66","54","9","15.78"
"8966","7402","443","42","-41","176.24"
"8967","277","136","332","-9","0.83"
"8968","650","-67","1126","-31","0.58"
"8972","2953","694","62","-18","47.63"
"8975","2551","133","-","-","-"
"8976","305","-15","3","1","101.67"
"8977","739","1","619","23","1.19"
"8979","672","107","44","-","15.27"
"8984","1781","-676","386","228","4.61"
"8985","16535","-794","375","-76","44.09"
"8986","1127","113","37","3","30.46"
"8987","2079","156","165","7","12.6"
