"SC","信用買残高","信用買残高 前週比","信用売残高","信用売残高 前週比","貸借倍率"
"2971","2885","-163","10","4","288.5"
"2972","10082","-585","1","-","10082"
"2979","541","12","86","68","6.29"
"2989","4991","-1103","-","-","-"
"3226","46","-21","159","-52","0.29"
"3234","922","130","316","-88","2.92"
"3249","675","-11","215","1","3.14"
"3269","230","-15","449","-414","0.51"
"3278","107","-11","18","-","5.94"
"3279","831","-63","211","115","3.94"
"3281","2072","-918","8151","-19368","0.25"
"3282","78","27","556","-196","0.14"
"3283","1650","1498","7179","6900","0.23"
"3287","697","130","268","102","2.6"
"3290","2299","125","568","377","4.05"
"3292","332","25","150","-11","2.21"
"3295","362","-60","130","67","2.78"
"3296","1767","48","64","13","27.61"
"3309","3706","16","944","-107","3.93"
"3451","1978","113","-","-","-"
"3453","1844","304","43","-10","42.88"
"3455","345","-45","169","69","2.04"
"3459","1229","40","-","-","-"
"3462","1430","51","721","100","1.98"
"3463","7908","1188","-","-1","-"
"3466","398","17","222","75","1.79"
"3468","4919","-182","100","18","49.19"
"3470","2304","-4","-","-","-"
"3471","357","29","84","10","4.25"
"3472","5150","-264","24","24","214.58"
"3476","9658","-183","50","-5","193.16"
"3481","319","28","190","125","1.68"
"3487","613","30","238","25","2.58"
"3488","2317","-8","-","-","-"
"3492","12733","-611","40","1","318.32"
"3493","636","30","-","-","-"
"8951","2833","198","296","43","9.57"
"8952","1725","95","463","181","3.73"
"8953","6503","1030","93","11","69.92"
"8954","782","-72","118","5","6.63"
"8955","410","81","193","-4","2.12"
"8956","1837","-127","49","-7","37.49"
"8957","159","-26","517","174","0.31"
"8958","3925","-1516","70","21","56.07"
"8960","1573","-135","459","252","3.43"
"8961","1104","-41","58","17","19.03"
"8963","54541","1807","2950","60","18.49"
"8964","280","37","58","-16","4.83"
"8966","807","700","4144","3374","0.19"
"8967","67","-32","549","118","0.12"
"8968","893","-12","42","-36","21.26"
"8972","532","-17","157","20","3.39"
"8975","11323","-395","702","-1","16.13"
"8976","1020","308","193","131","5.28"
"8977","506","-13","620","125","0.82"
"8979","266","1","44","-","6.05"
"8984","476","-133","115","47","4.14"
"8985","7081","-787","750","-177","9.44"
"8986","888","-4","244","36","3.64"
"8987","1982","-262","69","-5","28.72"
