"SC","信用買残高","信用買残高 前週比","信用売残高","信用売残高 前週比","貸借倍率"
"2971","2329","-43","63","25","36.97"
"2972","4765","-18","-","-","-"
"2979","1018","-106","2","-1","509"
"2989","1429","-384","-","-","-"
"3226","84","23","48","13","1.75"
"3234","1469","225","149","-98","9.86"
"3249","962","28","237","15","4.06"
"3269","567","223","185","-14","3.06"
"3278","378","82","71","-33","5.32"
"3279","731","11","21","-8","34.81"
"3281","2259","171","2946","-65","0.77"
"3282","73","-13","632","249","0.12"
"3283","494","-76","85","-20","5.81"
"3287","1549","121","53","-8","29.23"
"3290","2170","41","135","-20","16.07"
"3292","462","76","110","20","4.2"
"3295","470","67","201","129","2.34"
"3296","871","-67","63","4","13.83"
"3309","5503","-223","690","-242","7.98"
"3451","1782","-11","-","-","-"
"3453","662","-653","463","-256","1.43"
"3455","441","67","241","23","1.83"
"3459","997","-158","-","-","-"
"3462","2317","344","528","28","4.39"
"3463","5402","-227","22","9","245.55"
"3466","3652","-4973","3506","-4102","1.04"
"3468","4374","46","53","44","82.53"
"3470","1304","-189","-","-","-"
"3471","287","27","165","3","1.74"
"3472","5074","11","-","-","-"
"3476","9318","76","140","-40","66.56"
"3481","282","40","36","-6","7.83"
"3487","829","-134","106","-17","7.82"
"3488","2649","-58","-","-","-"
"3492","9328","-202","38","-251","245.47"
"3493","1022","-84","-","-","-"
"8951","1686","-560","227","82","7.43"
"8952","740","5","92","-69","8.04"
"8953","10270","1503","158","65","65"
"8954","873","315","64","-17","13.64"
"8955","286","49","52","-40","5.5"
"8956","1451","-74","162","37","8.96"
"8957","214","-16","352","37","0.61"
"8958","2697","-150","156","-44","17.29"
"8960","2310","28","74","46","31.22"
"8961","953","31","48","27","19.85"
"8963","60556","3634","2649","-162","22.86"
"8964","608","-25","57","7","10.67"
"8966","2340","681","427","-183","5.48"
"8967","112","20","446","-74","0.25"
"8968","726","111","174","-4","4.17"
"8972","480","45","647","189","0.74"
"8975","11487","-95","318","-85","36.12"
"8976","128","-59","108","21","1.19"
"8977","502","86","377","-45","1.33"
"8979","393","105","44","-","8.93"
"8984","1293","-8","94","6","13.76"
"8985","12264","1029","447","60","27.44"
"8986","644","-91","20","7","32.2"
"8987","1494","-90","356","50","4.2"
