"SC","信用買残高","信用買残高 前週比","信用売残高","信用売残高 前週比","貸借倍率"
"2971","2358","13","18","-6","131"
"2972","4550","1140","-","-","-"
"2979","6332","1631","174","18","36.39"
"2989","4419","303","-","-","-"
"3226","239","46","89","-149","2.69"
"3234","1390","21","54","-818","25.74"
"3249","3365","-299","73","-619","46.1"
"3269","520","64","383","-642","1.36"
"3278","153","-21","-","-10","-"
"3279","605","-10","1","-300","605"
"3281","2580","-267","505","-275","5.11"
"3282","122","40","15","-426","8.13"
"3283","647","223","60","-563","10.78"
"3287","934","50","64","4","14.59"
"3290","1921","103","144","40","13.34"
"3292","827","14","96","-750","8.61"
"3295","625","-248","367","-882","1.7"
"3296","693","20","42","-2","16.5"
"3309","4780","229","416","-1174","11.49"
"3451","1324","-175","-","-","-"
"3453","198","-145","39","-37","5.08"
"3455","994","53","102","-13","9.75"
"3459","1531","44","-","-4","-"
"3462","1070","-286","1377","-98","0.78"
"3463","5787","189","4","4","1446.75"
"3466","858","-214","274","-611","3.13"
"3468","4157","-258","156","28","26.65"
"3470","1281","-98","-","-","-"
"3471","329","3","100","-235","3.29"
"3472","4859","-38","-","-","-"
"3476","8169","-808","1451","388","5.63"
"3481","477","-238","9","-20","53"
"3487","1294","38","5","3","258.8"
"3488","2656","5","-","-","-"
"3492","8175","-146","914","27","8.94"
"3493","3266","-1180","-","-","-"
"8951","496","-8","139","-15","3.57"
"8952","454","27","399","68","1.14"
"8953","9357","-1610","313","-186","29.89"
"8954","319","-54","62","-340","5.15"
"8955","305","20","13","-290","23.46"
"8956","1401","51","398","-1002","3.52"
"8957","399","52","323","-53","1.24"
"8958","4005","-82","26","12","154.04"
"8960","2094","-101","38","-524","55.11"
"8961","2036","200","414","-1836","4.92"
"8963","57431","3224","1307","-1410","43.94"
"8964","822","287","44","-247","18.68"
"8966","1801","-925","47","-","38.32"
"8967","110","-31","252","-310","0.44"
"8968","1221","-37","164","46","7.45"
"8972","610","170","382","-412","1.6"
"8975","1590","-545","144","139","11.04"
"8976","150","-2","55","-254","2.73"
"8977","552","-56","347","39","1.59"
"8979","598","74","44","-","13.59"
"8984","3207","-296","157","-387","20.43"
"8985","20080","3526","313","-1215","64.15"
"8986","1480","-654","2902","-4363","0.51"
"8987","813","-114","596","-999","1.36"
