"SC","信用買残高","信用買残高 前週比","信用売残高","信用売残高 前週比","貸借倍率"
"2971","2744","-141","10","-","274.4"
"2972","8566","-1516","1","-","8566"
"2979","623","82","3","-83","207.67"
"2989","4078","-913","-","-","-"
"3226","35","-11","156","-3","0.22"
"3234","845","-77","301","-15","2.81"
"3249","825","150","206","-9","4"
"3269","225","-5","503","54","0.45"
"3278","349","242","32","14","10.91"
"3279","701","-130","122","-89","5.75"
"3281","1176","-896","5551","-2600","0.21"
"3282","64","-14","554","-2","0.12"
"3283","464","-1186","1750","-5429","0.27"
"3287","742","45","256","-12","2.9"
"3290","2309","10","148","-420","15.6"
"3292","433","101","329","179","1.32"
"3295","412","50","120","-10","3.43"
"3296","1830","63","61","-3","30"
"3309","4235","529","930","-14","4.55"
"3451","1947","-31","-","-","-"
"3453","2003","159","33","-10","60.7"
"3455","358","13","175","6","2.05"
"3459","1334","105","-","-","-"
"3462","1423","-7","699","-22","2.04"
"3463","7762","-146","-","-","-"
"3466","371","-27","278","56","1.33"
"3468","4803","-116","69","-31","69.61"
"3470","1898","-406","-","-","-"
"3471","334","-23","72","-12","4.64"
"3472","5194","44","-","-24","-"
"3476","9684","26","49","-1","197.63"
"3481","301","-18","56","-134","5.38"
"3487","603","-10","225","-13","2.68"
"3488","2705","388","-","-","-"
"3492","12095","-638","32","-8","377.97"
"3493","906","270","-","-","-"
"8951","2084","-749","109","-187","19.12"
"8952","1399","-326","177","-286","7.9"
"8953","6210","-293","170","77","36.53"
"8954","922","140","94","-24","9.81"
"8955","319","-91","222","29","1.44"
"8956","1716","-121","30","-19","57.2"
"8957","162","3","473","-44","0.34"
"8958","3551","-374","64","-6","55.48"
"8960","1836","263","32","-427","57.38"
"8961","1107","3","101","43","10.96"
"8963","53025","-1516","3144","194","16.87"
"8964","314","34","54","-4","5.81"
"8966","422","-385","1216","-2928","0.35"
"8967","58","-9","506","-43","0.11"
"8968","903","10","91","49","9.92"
"8972","616","84","150","-7","4.11"
"8975","11398","75","702","-","16.24"
"8976","612","-408","129","-64","4.74"
"8977","493","-13","520","-100","0.95"
"8979","270","4","44","-","6.14"
"8984","579","103","90","-25","6.43"
"8985","7641","560","596","-154","12.82"
"8986","927","39","15","-229","61.8"
"8987","2047","65","72","3","28.43"
