"SC","信用買残高","信用買残高 前週比","信用売残高","信用売残高 前週比","貸借倍率"
"2971","2609","-59","23","16","113.43"
"2972","5187","-1503","1","-","5187"
"2979","803","123","9","6","89.22"
"2989","2861","-1042","-","-","-"
"3226","31","2","87","-27","0.36"
"3234","872","122","326","46","2.67"
"3249","669","51","217","-27","3.08"
"3269","227","10","572","27","0.4"
"3278","564","405","22","2","25.64"
"3279","719","16","34","-30","21.15"
"3281","1160","15","3182","-2275","0.36"
"3282","44","-2","635","84","0.07"
"3283","423","202","174","-334","2.43"
"3287","860","122","53","-174","16.23"
"3290","2206","55","146","-8","15.11"
"3292","719","50","82","-53","8.77"
"3295","583","134","65","-31","8.97"
"3296","1535","-252","39","-22","39.36"
"3309","4595","-6","808","14","5.69"
"3451","2002","-16","-","-","-"
"3453","1939","80","173","139","11.21"
"3455","266","12","303","85","0.88"
"3459","1193","-109","-","-","-"
"3462","2104","377","256","-273","8.22"
"3463","6683","-166","-","-","-"
"3466","397","31","393","36","1.01"
"3468","4177","-368","77","36","54.25"
"3470","1338","-337","-","-","-"
"3471","242","-31","180","40","1.34"
"3472","5262","185","-","-","-"
"3476","9106","-32","39","-17","233.49"
"3481","235","-33","26","-26","9.04"
"3487","491","-47","177","-89","2.77"
"3488","2491","-151","-","-","-"
"3492","9888","-2087","62","30","159.48"
"3493","773","-113","-","-","-"
"8951","2826","777","62","-57","45.58"
"8952","1095","-114","116","-1","9.44"
"8953","7269","858","87","-138","83.55"
"8954","468","23","126","3","3.71"
"8955","289","83","188","-31","1.54"
"8956","1694","196","48","11","35.29"
"8957","342","5","275","-32","1.24"
"8958","2992","-295","89","-","33.62"
"8960","1755","-55","344","254","5.1"
"8961","1169","86","10","-20","116.9"
"8963","57430","1323","2718","57","21.13"
"8964","290","-211","50","-140","5.8"
"8966","880","405","608","-216","1.45"
"8967","60","10","580","109","0.1"
"8968","762","-107","133","54","5.73"
"8972","742","142","497","458","1.49"
"8975","11900","-226","510","-191","23.33"
"8976","294","-84","48","-21","6.13"
"8977","455","18","463","-70","0.98"
"8979","286","-4","45","-","6.36"
"8984","768","158","37","-24","20.76"
"8985","12082","3145","291","-81","41.52"
"8986","932","-9","11","-3","84.73"
"8987","1975","-114","165","59","11.97"
