"SC","信用買残高","信用買残高 前週比","信用売残高","信用売残高 前週比","貸借倍率"
"2971","3559","-72","10","-7","355.9"
"2972","12913","-756","1","1","12913"
"2979","678","90","6","-2","113"
"2989","6442","36","-","-","-"
"3226","51","-13","208","137","0.25"
"3234","610","-12","549","-25","1.11"
"3249","1022","15","198","16","5.16"
"3269","320","-21","485","372","0.66"
"3278","168","31","111","25","1.51"
"3279","868","-9","19","-51","45.68"
"3281","651","35","458","140","1.42"
"3282","51","23","805","83","0.06"
"3283","240","38","285","-6","0.84"
"3287","473","24","148","-8","3.2"
"3290","1488","378","185","-7","8.04"
"3292","338","-56","193","-23","1.75"
"3295","478","6","107","71","4.47"
"3296","1826","-14","24","-21","76.08"
"3309","4791","-411","444","80","10.79"
"3451","2131","-6","-","-","-"
"3453","1675","-27","41","7","40.85"
"3455","326","13","121","-2","2.69"
"3459","1242","17","-","-","-"
"3462","1619","95","211","-6","7.67"
"3463","6991","285","-","-","-"
"3466","568","109","220","71","2.58"
"3468","5518","20","60","-574","91.97"
"3470","2400","50","-","-","-"
"3471","279","-38","139","-10","2.01"
"3472","5452","-354","-","-","-"
"3476","8849","-590","615","5","14.39"
"3481","395","-443","25","-4","15.8"
"3487","894","-22","379","-136","2.36"
"3488","2872","-431","-","-","-"
"3492","13834","145","48","-60","288.21"
"3493","661","131","-","-","-"
"8951","1587","87","264","56","6.01"
"8952","1710","-571","313","-257","5.46"
"8953","4694","-726","113","14","41.54"
"8954","630","7","62","-15","10.16"
"8955","256","-","161","8","1.59"
"8956","1754","104","148","-160","11.85"
"8957","253","-28","373","-1","0.68"
"8958","4395","1075","45","-34","97.67"
"8960","2340","161","94","-1","24.89"
"8961","1236","-102","172","20","7.19"
"8963","51688","-628","3323","81","15.55"
"8964","243","-37","87","11","2.79"
"8966","204","51","615","30","0.33"
"8967","78","-18","502","-74","0.16"
"8968","641","6","62","-66","10.34"
"8972","946","-86","993","-1","0.95"
"8975","10848","1080","955","21","11.36"
"8976","417","16","5","-1","83.4"
"8977","643","78","416","-8","1.55"
"8979","414","-104","44","-","9.41"
"8984","647","-28","129","24","5.02"
"8985","9305","988","495","-46","18.8"
"8986","831","6","122","78","6.81"
"8987","2174","392","95","-66","22.88"
