"SC","信用買残高","信用買残高 前週比","信用売残高","信用売残高 前週比","貸借倍率"
"2971","2276","-98","20","-11","113.8"
"2972","4295","53","-","-","-"
"2979","7171","-153","418","188","17.16"
"2989","4033","-14","-","-","-"
"3226","168","2","74","4","2.27"
"3234","1342","-53","55","2","24.4"
"3249","4230","-126","30","1","141"
"3269","393","-52","125","37","3.14"
"3279","511","-149","21","13","24.33"
"3281","2519","599","524","32","4.81"
"3282","77","8","23","1","3.35"
"3283","833","78","72","-6","11.57"
"3287","701","-160","160","32","4.38"
"3290","1769","-18","202","6","8.76"
"3292","1414","294","120","13","11.78"
"3295","823","-168","190","-26","4.33"
"3296","794","-32","36","9","22.06"
"3309","4445","-266","245","-65","18.14"
"3451","2218","-38","-","-","-"
"3455","983","-32","109","6","9.02"
"3459","2265","171","3","1","755"
"3462","395","-88","1707","134","0.23"
"3463","6840","-56","-","-15","-"
"3466","831","32","195","-72","4.26"
"3468","4721","-1266","84","-10","56.2"
"3470","1362","15","-","-","-"
"3471","205","-30","93","10","2.2"
"3472","3939","-549","-","-","-"
"3476","13298","3686","8871","8828","1.5"
"3481","401","-10","6","-1","66.83"
"3487","1186","63","1","-1","1186"
"3488","3051","189","-","-","-"
"3492","8240","-85","883","41","9.33"
"3493","2674","-877","1","-","2674"
"8951","366","-15","364","-17","1.01"
"8952","498","23","112","12","4.45"
"8953","5464","-654","483","231","11.31"
"8954","1002","-26","68","20","14.74"
"8955","359","-54","20","-13","17.95"
"8956","1905","175","489","-374","3.9"
"8957","202","-93","126","-29","1.6"
"8958","4570","420","52","34","87.88"
"8960","1358","-348","58","13","23.41"
"8961","2033","79","232","15","8.76"
"8963","56015","-4273","1816","406","30.85"
"8964","545","-44","47","-2","11.6"
"8966","1603","13","11","1","145.73"
"8967","137","-9","224","30","0.61"
"8968","946","5","399","54","2.37"
"8972","4241","-452","438","59","9.68"
"8975","1925","33","-","-","-"
"8976","98","-19","108","62","0.91"
"8977","694","23","430","35","1.61"
"8979","491","9","44","-","11.16"
"8984","1079","-267","334","17","3.23"
"8985","20703","-3692","232","27","89.24"
"8986","1263","-8","159","-459","7.94"
"8987","797","49","645","2","1.24"
