"SC","信用買残高","信用買残高 前週比","信用売残高","信用売残高 前週比","貸借倍率"
"2971","2466","203","595","120","4.14"
"2972","4795","126","-","-","-"
"2979","4307","-92","44","26","97.89"
"2989","4512","549","371","371","12.16"
"3226","181","1","54","-12","3.35"
"3234","1565","70","222","-13","7.05"
"3249","1586","207","136","15","11.66"
"3269","372","8","225","33","1.65"
"3279","600","-119","76","-8","7.89"
"3281","2409","787","95","-73","25.36"
"3282","239","-54","19","-1","12.58"
"3283","509","107","507","26","1"
"3287","1111","47","12","4","92.58"
"3290","1727","107","226","2","7.64"
"3292","2182","-346","311","221","7.02"
"3295","758","-11","33","-28","22.97"
"3296","982","38","24","-2","40.92"
"3309","3203","-77","662","-3","4.84"
"3451","1471","71","-","-","-"
"3455","1129","123","327","264","3.45"
"3459","1923","-5","118","95","16.3"
"3462","1215","-281","203","-10","5.99"
"3463","3849","643","188","136","20.47"
"3466","480","33","317","43","1.51"
"3468","7350","2029","2021","1693","3.64"
"3470","1588","-225","-","-","-"
"3471","218","-27","73","64","2.99"
"3472","2087","388","-","-","-"
"3476","20743","248","23","-42","901.87"
"3481","464","99","21","2","22.1"
"3487","2594","472","9","-36","288.22"
"3488","3125","-184","-","-2","-"
"3492","7398","-210","1178","117","6.28"
"3493","456","-330","5","3","91.2"
"8951","766","291","166","-46","4.61"
"8952","632","166","83","-52","7.61"
"8953","3723","699","719","-350","5.18"
"8954","813","-66","65","13","12.51"
"8955","229","13","17","-3","13.47"
"8956","1956","-67","149","-34","13.13"
"8957","340","-213","336","138","1.01"
"8958","3603","87","13","-2","277.15"
"8960","2121","277","59","-29","35.95"
"8961","1719","-533","42","19","40.93"
"8963","64547","-1243","1049","40","61.53"
"8964","786","-7","45","-57","17.47"
"8966","6959","75","83","15","83.84"
"8967","141","3","341","122","0.41"
"8968","717","31","1157","54","0.62"
"8972","2259","79","80","-49","28.24"
"8975","2418","-86","-","-","-"
"8976","320","177","2","-3","160"
"8977","738","-94","596","59","1.24"
"8979","565","-32","44","-","12.84"
"8984","2457","676","158","-153","15.55"
"8985","17329","1405","451","96","38.42"
"8986","1014","40","34","8","29.82"
"8987","1923","377","158","-17","12.17"
