"SC","申込日","信用貸借区分","信用買残高","信用買残高 前週比","信用売残高","信用売残高 前週比","貸借倍率","制度信用買残高","制度信用買残高 前週比","制度信用売残高","制度信用売残高 前週比","一般信用買残高","一般信用買残高 前週比","一般信用売残高","一般信用売残高 前週比"
"1305","20240112","2","16580","20","15090","6680","1.1","12290","110","13590","6680","4290","-90","1500","-"
"1306","20240112","2","434210","91360","384120","137060","1.13","262150","78920","307820","89490","172060","12440","76300","47570"
"1308","20240112","2","80761","-957","32459","25460","2.49","49196","23731","32459","25460","31565","-24688","-","-"
"1309","20240112","2","1896","-3","-","-","-","705","-8","-","-","1191","5","-","-"
"1311","20240112","2","10010","2310","1300","1140","7.7","8670","3240","1300","1140","1340","-930","-","-"
"1319","20240112","2","98000","23000","-","-","-","-","-","-","-","98000","23000","-","-"
"1320","20240112","2","17837","-4559","34512","14374","0.52","15822","-1914","33110","14374","2015","-2645","1402","-"
"1321","20240112","2","200542","8979","155381","69709","1.29","165754","20135","153136","69714","34788","-11156","2245","-5"
"1322","20240112","2","3640","380","-","-","-","990","280","-","-","2650","100","-","-"
"1324","20240112","2","200","-","-","-","-","-","-","-","-","200","-","-","-"
"1325","20240112","2","237000","-9300","16800","3900","14.11","71300","800","16800","3900","165700","-10100","-","-"
"1326","20240112","2","744","-202","54","-","13.78","522","-227","54","-","222","25","-","-"
"1328","20240112","2","28380","830","3660","-100","7.75","13900","1000","3660","-100","14480","-170","-","-"
"1329","20240112","2","5583","71","7305","4542","0.76","3094","-873","7305","4542","2489","944","-","-"
"1330","20240112","2","12026","-4609","34319","21463","0.35","8476","-4155","34319","21463","3550","-454","-","-"
"1343","20240112","2","126210","10490","41510","6660","3.04","58370","17170","41410","6660","67840","-6680","100","-"
"1345","20240112","2","106500","43200","1000","-53300","106.5","16400","-14200","900","-53300","90100","57400","100","-"
"1346","20240112","2","3767","-1670","9495","6148","0.4","3065","-1317","9495","6148","702","-353","-","-"
"1348","20240112","2","3630","-7510","101530","96280","0.04","2090","-7870","101530","96280","1540","360","-","-"
"1349","20240112","2","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1356","20240112","2","1831040","450460","218930","-18800","8.36","1269320","344250","218930","-18800","561720","106210","-","-"
"1357","20240112","2","136218674","56661787","6956913","-327136","19.58","79979142","41660591","6956913","-327136","56239532","15001196","-","-"
"1358","20240112","2","10184","29","15183","9268","0.67","7766","1008","15183","9268","2418","-979","-","-"
"1360","20240112","2","24581610","11697730","1211190","-218360","20.3","14199890","7126710","1211190","-218360","10381720","4571020","-","-"
"1364","20240112","2","228","30","152","120","1.5","51","-22","152","120","177","52","-","-"
"1365","20240112","2","9944","-5780","11898","6222","0.84","5729","-2337","11898","6222","4215","-3443","-","-"
"1366","20240112","2","1101087","344996","12150","-2328","90.62","635021","229452","12150","-2328","466066","115544","-","-"
"1367","20240112","2","3643","-1800","2402","1413","1.52","1509","-963","2402","1413","2134","-837","-","-"
"1368","20240112","2","125527","43311","7431","784","16.89","30154","18033","7431","784","95373","25278","-","-"
"1369","20240112","2","801","423","950","-1865","0.84","646","413","950","-1865","155","10","-","-"
"1397","20240112","2","32","32","15","15","2.13","32","32","15","15","-","-","-","-"
"1398","20240112","2","5480","3510","-","-","-","3660","3510","-","-","1820","-","-","-"
"1399","20240112","2","550","-2700","80","-","6.88","100","80","80","-","450","-2780","-","-"
"1456","20240112","2","52143","34609","12","12","4345.25","4943","2379","12","12","47200","32230","-","-"
"1457","20240112","2","8202","231","-","-","-","1570","247","-","-","6632","-16","-","-"
"1458","20240112","2","49373","-28472","77789","45595","0.63","30927","-19895","77789","45595","18446","-8577","-","-"
"1459","20240112","2","9910162","5581766","219040","-236280","45.24","6734072","3957032","219040","-236280","3176090","1624734","-","-"
"1464","20240112","2","785","-","19","16","41.32","75","-","19","16","710","-","-","-"
"1465","20240112","2","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1466","20240112","2","4136","3107","-","-269","-","2686","2407","-","-269","1450","700","-","-"
"1469","20240112","2","18330","10690","1460","-510","12.55","15690","10660","1460","-510","2640","30","-","-"
"1472","20240112","2","4449","2021","164","-9","27.13","1995","1521","164","-9","2454","500","-","-"
"1473","20240112","2","200","80","-","-1700","-","200","80","-","-1700","-","-","-","-"
"1474","20240112","2","34","34","-","-10","-","34","34","-","-10","-","-","-","-"
"1475","20240112","2","50372","-57","21517","6338","2.34","26223","2768","20514","6338","24149","-2825","1003","-"
"1476","20240112","2","7078","-1792","15","-46","471.87","3151","-2183","15","-46","3927","391","-","-"
"1477","20240112","2","7","-32","-","-","-","7","-32","-","-","-","-","-","-"
"1478","20240112","2","14958","6374","6","5","2493","2665","569","6","5","12293","5805","-","-"
"1479","20240112","2","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1480","20240112","2","-","-","-","-","-","-","-","-","-","-","-","-","-"
